"teamid","esportsgameid","platformgameid","side"
"103461966975897718","106858019191711394","ESPORTSTMNT02:2151851","100"
"103461966975897718","104174601835007678","ESPORTSTMNT01:1434546","100"
"99294153828264740","108206581964974040","ESPORTSTMNT03:2790941","100"
"109783149221216052","110428603625878793","ESPORTSTMNT01:3390110","100"
"99566408219409348","104202471517880210","ESPORTSTMNT02:1401969","100"
"103461966965149786","109919226378791893","ESPORTSTMNT05:3222670","100"
"103461966971048042","103462454882375214","ESPORTSTMNT02:1291892","100"
"104710359142494900","107457033676675692","ESPORTSTMNT01:2734280","100"
"100725845022060229","104174613333860694","ESPORTSTMNT01:1424245","100"
"105520816474194464","105522932965892044","ESPORTSTMNT02:1640112","100"
"98767991926151025","110429332689390668","ESPORTSTMNT04:2686175","100"
"105550054006182911","107439257588333972","ESPORTSTMNT02:2674168","100"
"107251374793416561","109749565998839691","ESPORTSTMNT02:3171212","100"
"105553606349477427","108746562335166532","ESPORTSTMNT05:3090603","100"
"105521293297166647","106295147954247000","ESPORTSTMNT05:1970733","100"
"107700204561086446","108166997302554560","ESPORTSTMNT03:2930073","100"
"100725845018863243","108998961199436935","ESPORTSTMNT02:3045518","100"
"99294153824386385","105658534675942256","ESPORTSTMNT03:2001617","100"
"107598788926820994","108285990206197733","ESPORTSTMNT01:2906168","100"
"103461966981927044","109518697662057170","ESPORTSTMNT02:3143048","100"
"105521419784127190","106301901328161213","ESPORTSTMNT02:2064203","100"
"99294153828264740","106433075319986052","ESPORTSTMNT03:2104023","100"
"107581755241449104","108286049960172420","ESPORTSTMNT02:2785264","100"
"104202382255290736","106297375706631781","ESPORTSTMNT03:2052057","100"
"98767991926151025","102844412708953395","ESPORTSTMNT06:1072179","100"
"102747101565183056","106269654661402278","ESPORTSTMNT02:1960092","100"
"100205573495116443","105522984812719234","ESPORTSTMNT01:1690520","100"
"107467803833323099","108171648028488161","ESPORTSTMNT03:2921425","100"
"105550024238752685","107559433600135371","ESPORTSTMNT03:2546120","100"
"102747101565183056","109625152897792304","ESPORTSTMNT03:3122530","100"
"101978171843206569","105663539175467316","ESPORTSTMNT05:1860324","100"
"103461966981927044","109518697661991534","ESPORTSTMNT01:3296574","100"
"101383792891050518","107439320898325009","ESPORTSTMNT02:2661207","100"
"103461966975897718","107424951278647377","ESPORTSTMNT01:2745168","100"
"106269804045322803","109704924272795978","ESPORTSTMNT02:3161995","100"
"99566408562477641","109672513960269712","ESPORTSTMNT01:3317251","100"
"101383792559569368","110411420270174772","ESPORTSTMNT01:3371891","100"
"104710316579222193","108171648028422538","ESPORTSTMNT03:2799787","100"
"109783130654973406","109518742313809750","ESPORTSTMNT01:3300478","100"
"103877891572305836","106340535337672509","ESPORTSTMNT06:1840297","100"
"100205573496804586","106269654661664663","ESPORTSTMNT01:2139382","100"
"99294153824386385","105658534675876680","ESPORTSTMNT02:1937320","100"
"99566404845279652","110428848767875160","LPL_A:329914","100"
"100205573495116443","103540364360693558","ESPORTSTMNT02:1292611","100"
"105521293297166647","107575345395777184","ESPORTSTMNT03:2568472","100"
"107603600826620492","108285920951532514","ESPORTSTMNT03:2783772","100"
"103535282124208038","106273204410345261","ESPORTSTMNT03:2007068","100"
"99566404585387054","106269654661599063","ESPORTSTMNT01:2139225","100"
"109675490370327425","110383516547252009","ESPORTSTMNT03:3165403","100"
"102787200132955066","107417530554631190","ESPORTSTMNT03:2544961","100"
"107598780504331406","108285990206328970","ESPORTSTMNT01:2982864","100"
"107450819235010833","109467129926917801","ESPORTSTMNT06:2763187","100"
"98767991926151025","104841804589544594","ESPORTSTMNT03:1552615","100"
"99566405127798575","107424951278647389","ESPORTSTMNT01:2745268","100"
"107581209070519555","107598053305078458","ESPORTSTMNT02:2575595","100"
"104202382255290736","108211865723912225","ESPORTSTMNT04:2410427","100"
"104367068120825486","107905284987992243","ESPORTSTMNT03:2714344","100"
"104710369093939895","105596416965467035","ESPORTSTMNT06:1581149","100"
"99566408561605102","102147203789015163","ESPORTSTMNT03:1112129","100"
"103535282119620510","105562833913532772","ESPORTSTMNT01:1884502","100"
"105536918475957734","108166853211611279","ESPORTSTMNT02:2810757","100"
"109699042809864069","109699002332825184","ESPORTSTMNT01:3311827","100"
"98767991877340524","105522217233187991","ESPORTSTMNT03:1672441","100"
"104367068120825486","108166997302554584","ESPORTSTMNT02:2914619","100"
"107581765633427097","109989125640083464","ESPORTSTMNT01:3335474","100"
"107580455322240324","107921310288529256","ESPORTSTMNT03:2632393","100"
"101428372605353526","110395308895739881","ESPORTSTMNT01:3367287","100"
"104843437139220481","107728324360587397","ESPORTSTMNT03:2549580","100"
"101383792891050518","108197674527335500","ESPORTSTMNT01:3092419","100"
"109669678317817381","109467188126732106","ESPORTSTMNT05:3219314","100"
"105519846782566525","105562790072929610","ESPORTSTMNT05:1822010","100"
"100725845018863243","106032946468677796","ESPORTSTMNT06:1720263","100"
"104843437139220481","107728324360587407","ESPORTSTMNT03:2652899","100"
"98767991877340524","105522217233188000","ESPORTSTMNT03:1673736","100"
"99566406070802758","102235771815645811","ESPORTSTMNT04:970516","100"
"105515345386578249","109467129926983489","ESPORTSTMNT04:2670274","100"
"101428372602011186","105788450738353446","ESPORTSTMNT02:1800192","100"
"103535282124208038","107439320898325001","ESPORTSTMNT02:2670725","100"
"98926509883054987","104174992730350788","ESPORTSTMNT03:1430953","100"
"107582178455767077","107682708470104685","ESPORTSTMNT02:2674458","100"
"99566406066182955","102235771810271844","ESPORTSTMNT04:980764","100"
"107582618156093368","107651193189304162","ESPORTSTMNT02:2663998","100"
"107563714667537640","109919226378791891","ESPORTSTMNT05:3223371","100"
"105549991104165282","107565607661108905","ESPORTSTMNT02:2557567","100"
"107581689894520368","108286049960172444","ESPORTSTMNT01:2915295","100"
"98767991877340524","107458367241281226","ESPORTSTMNT03:2653275","100"
"99566404585387054","108195478958468402","ESPORTSTMNT04:2471386","100"
"105594163014588871","105596427128003596","ESPORTSTMNT01:1895984","100"
"99294153826603341","102147201369677171","ESPORTSTMNT02:1086847","100"
"109669678317817381","109467188126797750","ESPORTSTMNT06:2774779","100"
"106371141659311452","108155414585630256","ESPORTSTMNT06:2541192","100"
"105505619546859895","110371551279016194","ESPORTSTMNT01:3386993","100"
"106269804045322803","106737410609088162","ESPORTSTMNT03:2130409","100"
"105521637552587612","109467311740775384","ESPORTSTMNT03:3089445","100"
"102787200129022886","103936903255867928","ESPORTSTMNT06:1210125","100"
"100725845018863243","108195478958271600","ESPORTSTMNT04:2431278","100"
"98926509892121852","104174992718947474","ESPORTSTMNT02:1404349","100"
"106382545123328648","108155621258911399","ESPORTSTMNT01:2966012","100"
"102787200130988976","105596416965466971","ESPORTSTMNT05:1831833","100"
"99566405126602853","110574243271639798","ESPORTSTMNT01:3367468","100"
"103877925817094140","103936903251804587","ESPORTSTMNT06:1180338","100"
"105503948999800557","105562556576222182","ESPORTSTMNT02:1697729","100"
"103877625775457850","106312505038723585","ESPORTSTMNT01:2146772","100"
"98767991853197861","103540364360693636","ESPORTSTMNT01:1302635","100"
"98767991866488695","102429019232796309","ESPORTSTMNT06:1041162","100"
"105520819263036609","106306653060886960","ESPORTSTMNT03:2050718","100"
"99322214689444546","102429019230568081","ESPORTSTMNT06:1041153","100"
"98767991877340524","109517090067785371","ESPORTSTMNT01:3325518","100"
"103461966971048042","103462454892730108","ESPORTSTMNT05:1430756","100"
"107467803833323099","108746562335297725","ESPORTSTMNT06:2580510","100"
"100205573496804586","103540364360693624","ESPORTSTMNT02:1294231","100"
"109523293035238887","109467129926917805","ESPORTSTMNT06:2767653","100"
"102787200138722262","107416436274296533","ESPORTSTMNT06:2190564","100"
"103461966971048042","105562772722104847","ESPORTSTMNT05:1820156","100"
"105550047979361273","107439257587612980","ESPORTSTMNT02:2578469","100"
"99566406069969565","104248884640266507","ESPORTSTMNT04:1230190","100"
"104367068120825486","109704924272795964","ESPORTSTMNT02:3156051","100"
"102787200151698443","106313258183783751","ESPORTSTMNT06:1860834","100"
"98767991954244555","110198981285459165","ESPORTSTMNT04:2675612","100"
"101383793567806688","105522958534618127","ESPORTSTMNT04:1520505","100"
"99566408217955692","106032946468677788","ESPORTSTMNT06:1720551","100"
"99566405130451785","108322950357428968","ESPORTSTMNT02:2973249","100"
"99566406338282437","104151038627427256","ESPORTSTMNT03:1441980","100"
"107598982142057588","108290534329286431","ESPORTSTMNT02:2775819","100"
"99566408562477641","103540420528951022","ESPORTSTMNT03:1321543","100"
"99566404848691211","110428848767875253","LPL_A:334566","100"
"99294153830557090","102147201354341710","ESPORTSTMNT01:1166187","100"
"103461966951059521","108206686183472868","ESPORTSTMNT02:2964393","100"
"106857734387052095","109518697662122780","ESPORTSTMNT02:3166225","100"
"105549997263803379","108211948457128514","ESPORTSTMNT05:2941165","100"
"99566406064558732","106620499030833674","ESPORTSTMNT06:1881068","100"
"98926509892121852","103462440145685248","ESPORTSTMNT02:1291972","100"
"108203164850614211","108256075288081375","ESPORTSTMNT04:2300251","100"
"110534728305628996","110428603625878757","ESPORTSTMNT01:3388047","100"
"105559480124455983","108158210395904338","ESPORTSTMNT03:2930920","100"
"99566408358330419","106269744789393605","ESPORTSTMNT01:2133715","100"
"105521637552587612","105522904802887073","ESPORTSTMNT02:1683686","100"
"109783149221216052","109974742842861428","ESPORTSTMNT03:3130694","100"
"108361550364038935","108514431836292533","ESPORTSTMNT05:2941241","100"
"104710369093939895","105596416965401413","ESPORTSTMNT06:1580406","100"
,"107256578724179913","ESPORTSTMNT02:2430740","100"
"109642680932009857","109467209706033191","ESPORTSTMNT01:3307082","100"
"102787200149928963","105522904802887035","ESPORTSTMNT03:1684186","100"
"107599112065439311","108290534329220827","ESPORTSTMNT01:2905964","100"
"107258254469504696","109749565998774094","ESPORTSTMNT02:3165422","100"
"107582638341246907","108286105477599510","ESPORTSTMNT02:2820649","100"
"106827848618374543","110507407706737094","ESPORTSTMNT01:3383758","100"
"101428372600307248","106620517421229351","ESPORTSTMNT01:2250572","100"
"100725845018863243","105522984812850531","ESPORTSTMNT03:1757156","100"
"104841890701948065","108197521935134266","ESPORTSTMNT03:2892198","100"
"103535282135552642","108197636731681732","ESPORTSTMNT06:2530096","100"
"99294153824386385","105658534675942276","ESPORTSTMNT01:2147528","100"
"107467803833323099","108171648028422540","ESPORTSTMNT02:2914489","100"
"107598764318774383","108285990206263341","ESPORTSTMNT03:2796161","100"
"102747101565183056","105522984812784818","ESPORTSTMNT01:1691645","100"
"107563714667537640","109728315245719627","ESPORTSTMNT04:2667146","100"
"104710354840711661","106340535337738083","ESPORTSTMNT06:1840844","100"
"99566408217116828","106297375706500593","ESPORTSTMNT03:1996427","100"
"109485335453835911","110064346374946306","ESPORTSTMNT04:2672638","100"
"98767991877340524","109517090067785361","ESPORTSTMNT02:3162683","100"
"98926509892121852","105658534675876678","ESPORTSTMNT02:1932905","100"
"107179740624168899","110424377526038697","ESPORTSTMNT04:2683951","100"
"104710678170825211","105945560581644247","ESPORTSTMNT06:1690294","100"
"107599144012469862","108290534329286379","ESPORTSTMNT01:2905900","100"
"103535282146169523","106342376606018112","ESPORTSTMNT05:2060302","100"
"99322214684939974","105663539175401698","ESPORTSTMNT03:1754777","100"
"109695910533747910","109545777184058804","ESPORTSTMNT01:3307039","100"
"101978171843206569","107417471556531003","ESPORTSTMNT03:2562163","100"
"99566404585387054","103540364360759408","ESPORTSTMNT03:1351850","100"
"104841890701948065","107530579842984627","ESPORTSTMNT03:2636251","100"
"107603566520687175","108285920951532472","ESPORTSTMNT02:2775891","100"
"104367072827489994","106269875363891892","ESPORTSTMNT02:2076376","100"
"103461966971048042","107921310288529252","ESPORTSTMNT03:2632366","100"
"108361552741927561","109518697662319632","ESPORTSTMNT01:3321292","100"
"110428362822825796","110574243271705403","ESPORTSTMNT02:3210497","100"
"107423086908356081","108172137677894208","ESPORTSTMNT02:2779192","100"
"102747101562758215","104174613333860699","ESPORTSTMNT02:1403961","100"
"105521637552587612","106773418117562813","ESPORTSTMNT06:1861106","100"
"103461966981927044","109518697662319640","ESPORTSTMNT01:3322416","100"
"103461966971048042","105562772722104855","ESPORTSTMNT03:1683347","100"
"99871276356460471","102181142514003579","ESPORTSTMNT01:1162943","100"
"101422616509070746","106269459011782974","ESPORTSTMNT06:1880240","100"
"104710678170825211","108155621258976958","ESPORTSTMNT03:2930540","100"
"99566408221114231","107405837336966072","ESPORTSTMNT02:2660440","100"
"105537947396116202","105562790519126682","ESPORTSTMNT05:1860740","100"
"105397404796640412","107405837336900418","ESPORTSTMNT01:2695708","100"
"106269859169658575","110017385380586641","ESPORTSTMNT01:3339116","100"
"109696126554266494","109545777184124438","ESPORTSTMNT02:3171366","100"
"101428372603715124","107455808283066366","ESPORTSTMNT01:2780991","100"
"99566408221961358","106971698244743680","ESPORTSTMNT04:1970496","100"
"105550054006182911","109625578822531930","ESPORTSTMNT03:3086144","100"
"99566404585387054","105522984812916134","ESPORTSTMNT01:1896753","100"
"103878020539746273","107417530554631230","ESPORTSTMNT01:2800095","100"
"103935530333072898","106748850930288931","ESPORTSTMNT04:1890377","100"
"107582178455767077","108319714740709469","ESPORTSTMNT01:2905951","100"
"105550049871017396","109625523805036238","ESPORTSTMNT02:3149936","100"
"99322214689444546","108158210395904332","ESPORTSTMNT03:2920800","100"
"106806779752531762","108197521935134262","ESPORTSTMNT05:2942710","100"
"99566405128626825","108212480639615206","ESPORTSTMNT02:2787390","100"
"105550001032913831","109523665504547570","ESPORTSTMNT02:3166508","100"
"99294153828264740","108206686183472885","ESPORTSTMNT02:2965254","100"
"106222632206917342","106340535337738067","ESPORTSTMNT06:1841014","100"
"99566404585387054","106269654661599047","ESPORTSTMNT01:2149659","100"
"105550059790656435","107439257587547394","ESPORTSTMNT01:2691491","100"
"103935523328473675","106301901328161173","ESPORTSTMNT03:1994280","100"
"99566405129589291","106858019191645834","ESPORTSTMNT02:2151699","100"
"107581738783262346","108286049960238012","ESPORTSTMNT03:2799071","100"
"100205576309502431","105539760574818386","ESPORTSTMNT03:1751121","100"
"99566404578577099","102181142540283712","ESPORTSTMNT01:1162008","100"
"107700204561086446","108166997302488946","ESPORTSTMNT02:2912654","100"
"104251016988118464","107566682549054918","ESPORTSTMNT06:2190214","100"
"107760667929003738","108166997302620169","ESPORTSTMNT01:3085545","100"
"103495716886587312","106269459011717392","ESPORTSTMNT06:1830943","100"
"105537226118106446","105539775520214955","ESPORTSTMNT02:1685229","100"
"98767991882270868","110428848767875241","LPL_B:326383","100"
"105593129376630217","105596516632316049","ESPORTSTMNT03:1753566","100"
"103935530333072898","107893386212454384","ESPORTSTMNT04:2280101","100"
"107423109717243380","107417469713134334","ESPORTSTMNT02:2673508","100"
"104710678170825211","107597929688684712","ESPORTSTMNT02:2578330","100"
"105514967858969605","108158179540441011","ESPORTSTMNT05:2750193","100"
"101383793567806688","102633747186286137","ESPORTSTMNT05:1210521","100"
"105521402545275594","107416436274230925","ESPORTSTMNT04:2090119","100"
"99566404581868574","106269654661336711","ESPORTSTMNT01:2145926","100"
"109800832177252614","109539822194404375","ESPORTSTMNT05:3218471","100"
"105536918475957734","106319725619127900","ESPORTSTMNT03:2051162","100"
"98767991935149427","107530579842984618","ESPORTSTMNT03:2635962","100"
"105521706535388095","109467311740709840","ESPORTSTMNT03:3095557","100"
"105505619546859895","106269654661599048","ESPORTSTMNT01:2149661","100"
"99566406065437842","105562822076283713","ESPORTSTMNT06:1570422","100"
"98926509885559666","104174992718881846","ESPORTSTMNT03:1402011","100"
"103935468920814040","108158179540441009","ESPORTSTMNT05:2750336","100"
"99566406338282437","107439320898259339","ESPORTSTMNT02:2573026","100"
"107582641798795198","110372454558428608","ESPORTSTMNT02:3212031","100"
"102235771678061291","109467188126797805","ESPORTSTMNT04:2669304","100"
"100285330168091787","107455808283131966","ESPORTSTMNT01:2810248","100"
"103935468920814040","110016463799050161","ESPORTSTMNT05:3220311","100"
"99566405124618295","106858019191711416","ESPORTSTMNT02:2210084","100"
"103877625775457850","107468241211150297","ESPORTSTMNT02:2660979","100"
"98926509885559666","102147201378196875","ESPORTSTMNT02:1105294","100"
"107565477822627354","109467209706098813","ESPORTSTMNT06:2773190","100"
"99566405129589291","108212480639615242","ESPORTSTMNT02:2787334","100"
"105550059790656435","108211175223110126","ESPORTSTMNT05:2990075","100"
"99566406070802758","102235771820429953","ESPORTSTMNT06:1020354","100"
"100205576309502431","105539760574818394","ESPORTSTMNT03:1755340","100"
"105520713962793016","105562790072929530","ESPORTSTMNT05:1831954","100"
"105536918475957734","105809669327281332","ESPORTSTMNT01:1895880","100"
"105550059790656435","105562431508003280","ESPORTSTMNT03:1765854","100"
"103878020539746273","107417530554565588","ESPORTSTMNT01:2707434","100"
"100205573496804586","106269654661467902","ESPORTSTMNT03:1997562","100"
"98767991921462763","107439320898324991","ESPORTSTMNT01:2744193","100"
"99566405124618295","109979682814481135","ESPORTSTMNT03:3117980","100"
"99566404854685458","104242514815381919","ESPORTSTMNT03:1392251","100"
"105521402545275594","105562656844501241","ESPORTSTMNT03:1762225","100"
"100205576307813373","108355209883879326","ESPORTSTMNT06:2531669","100"
"108121051709036068","109672715588548360","ESPORTSTMNT03:3095297","100"
"99566406338282437","108228347146716331","ESPORTSTMNT03:2713134","100"
"104367068120825486","108166997302620183","ESPORTSTMNT01:3086258","100"
"99566408217955692","108211865723977767","ESPORTSTMNT02:2778045","100"
"103935530333072898","105562656844435623","ESPORTSTMNT01:1732376","100"
"101383793574360315","109466537707448209","ESPORTSTMNT04:2666276","100"
"104710369093939895","104727755403949071","ESPORTSTMNT04:1290181","100"
"102787200136756173","108158210395904321","ESPORTSTMNT03:2885938","100"
,"107256578724179907","ESPORTSTMNT02:2440659","100"
"99566406332122275","103535402770536846","ESPORTSTMNT02:1323094","100"
"99566406069969565","104248884640332193","ESPORTSTMNT04:1250222","100"
"107581206998502078","108285604036885540","ESPORTSTMNT01:2916150","100"
"107467803833323099","108171648028291348","ESPORTSTMNT03:2795238","100"
"98767991871709842","105663539175467332","ESPORTSTMNT05:1860798","100"
"99322214689444546","104169295282942941","ESPORTSTMNT05:1520193","100"
"99566404848691211","110428848767875201","LPL_A:334060","100"
"105520816474194464","105522932965892042","ESPORTSTMNT02:1693334","100"
"101428372607057464","102147204158628515","ESPORTSTMNT01:1144232","100"
"101428372598668846","109710208773793149","ESPORTSTMNT03:3099866","100"
"109671201259007744","109518697661991530","ESPORTSTMNT02:3163795","100"
"105521706535388095","110169570920815134","ESPORTSTMNT05:3222333","100"
"105550042327365041","109625578822531919","ESPORTSTMNT03:3090080","100"
"107467834753797729","108171648028291398","ESPORTSTMNT03:2782893","100"
"99566406334639907","104151038622184210","ESPORTSTMNT02:1381638","100"
"99566406065437842","107566458490383622","ESPORTSTMNT06:2190804","100"
"99566406336293850","102147203005399989","ESPORTSTMNT02:1094162","100"
"99566408356697119","107677841286697867","ESPORTSTMNT03:2568110","100"
"105520713962793016","105818405529703913","ESPORTSTMNT04:1570170","100"
"99566404585387054","106269654661599066","ESPORTSTMNT03:2091954","100"
"99322214684939974","104841804589544556","ESPORTSTMNT03:1532355","100"
"107456355516438414","110343648528627599","ESPORTSTMNT04:2683894","100"
"99566405130451785","105913088925085316","ESPORTSTMNT03:1827596","100"
"105549995617170853","107565607661108923","ESPORTSTMNT02:2557962","100"
"105532791598779236","105562529627163329","ESPORTSTMNT02:1697390","100"
"99566405130451785","108322950357363377","ESPORTSTMNT02:2971014","100"
"105537149834356301","106773596512322322","ESPORTSTMNT06:1861172","100"
"98767991926151025","105522958534618165","ESPORTSTMNT05:1870318","100"
"99566404578577099","102181142542380880","ESPORTSTMNT01:1130754","100"
"100205573495116443","108998961199895790","ESPORTSTMNT02:3059854","100"
"103461966951059521","108206686183472867","ESPORTSTMNT02:2964360","100"
"108566004579728490","108514431836292514","ESPORTSTMNT05:2940927","100"
"98926509885559666","104174992730350823","ESPORTSTMNT03:1442961","100"
"100205576309502431","102147202626002996","ESPORTSTMNT03:1102260","100"
"104841890701948065","109672513960335297","ESPORTSTMNT01:3323975","100"
"109696092218588987","110422923165247394","ESPORTSTMNT01:3372346","100"
"105521412995449549","108171991244497562","ESPORTSTMNT04:2431206","100"
"100285330168091787","106620517421163783","ESPORTSTMNT03:2103927","100"
"99294153826603341","102844341906977427","ESPORTSTMNT06:1071659","100"
"100725845018863243","107418445248148441","ESPORTSTMNT03:2545552","100"
"99566405124618295","107921365941728249","ESPORTSTMNT03:2636922","100"
"102141671185899507","102141671263260998","ESPORTSTMNT03:1100730","100"
"106371141659311452","106385973094105815","ESPORTSTMNT06:1840846","100"
"98767991954244555","107256578724179800","ESPORTSTMNT01:2592513","100"
"103535282119620510","108231751507887569","ESPORTSTMNT02:2962348","100"
"103877756742242918","103936903250559345","ESPORTSTMNT06:1180330","100"
"101428372602011186","107455808283000790","ESPORTSTMNT03:2549967","100"
"107564167676290839","109467087407753308","ESPORTSTMNT02:3167813","100"
"103535282158162659","104253013262865972","ESPORTSTMNT04:1240378","100"
"105550047979361273","105793885808739568","ESPORTSTMNT03:1815864","100"
"105514967858969605","108746545968926568","ESPORTSTMNT05:3060388","100"
"103935530333072898","108746562335232114","ESPORTSTMNT05:3090755","100"
"105537226118106446","106319725619127903","ESPORTSTMNT03:2051404","100"
"99322214691747156","102147201828285258","ESPORTSTMNT05:1210076","100"
"98767991877340524","107106784938794217","ESPORTSTMNT04:1971013","100"
"105593213115128994","105832856319608737","ESPORTSTMNT02:1730964","100"
"105521419784127190","106619748070466700","ESPORTSTMNT02:2064745","100"
"99566405126602853","109518697662385265","ESPORTSTMNT01:3329971","100"
"98767991853197861","105522984812916138","ESPORTSTMNT01:1883205","100"
"103535282146169523","106342376606083738","ESPORTSTMNT06:1830337","100"
"107456419134134246","108172137678025422","ESPORTSTMNT02:2882302","100"
"101428372598668846","107455808282935224","ESPORTSTMNT03:2546235","100"
"103935421249833954","107468241211019062","ESPORTSTMNT01:2707756","100"
"102235771678061291","105788375893721914","ESPORTSTMNT06:1680692","100"
"98767991877340524","102147201366400362","ESPORTSTMNT01:1165779","100"
"109698026697016325","109698048963566867","ESPORTSTMNT03:3094137","100"
"102787200120306562","109539770335803975","ESPORTSTMNT02:3142418","100"
"99566405124618295","109518697662057104","ESPORTSTMNT02:3142160","100"
"99566404581868574","107418445248279873","ESPORTSTMNT02:2673596","100"
"101428372602011186","110395308895739940","ESPORTSTMNT01:3375277","100"
"98767991935149427","104841804589413379","ESPORTSTMNT03:1531400","100"
"103935446548920777","106313258183783752","ESPORTSTMNT06:1860848","100"
"99566406332987990","102147202982658928","ESPORTSTMNT01:1155737","100"
"107564135791716115","109467087407753306","ESPORTSTMNT02:3160552","100"
"99294153828264740","105912261862338018","ESPORTSTMNT02:1760500","100"
"105520822049210915","107563481239877184","ESPORTSTMNT06:2210930","100"
"99566406334639907","103535402770536776","ESPORTSTMNT03:1334221","100"
"105536918475957734","108166853211611297","ESPORTSTMNT02:2786602","100"
"103461966965149786","108998961199174713","ESPORTSTMNT02:3052853","100"
"99566404855553726","104242514817020337","ESPORTSTMNT03:1392549","100"
"99566408217116828","107405837336966040","ESPORTSTMNT01:2742246","100"
"104710678170825211","106419362027885998","ESPORTSTMNT01:2138092","100"
"100725845018863243","102181142510530143","ESPORTSTMNT02:1101246","100"
"100725845018863243","106269654661599086","ESPORTSTMNT02:2067624","100"
"101428372830010965","106269875363891876","ESPORTSTMNT03:2054754","100"
"98767991926151025","108998961199502481","ESPORTSTMNT02:3057715","100"
"106857739520697600","108514431836358135","ESPORTSTMNT05:2990858","100"
"99566405128626825","106273298443342421","ESPORTSTMNT02:2064803","100"
"108319257932089006","108285920951598086","ESPORTSTMNT03:2788880","100"
"103535282148790975","107566682549054942","ESPORTSTMNT05:2520266","100"
"103535282138043022","106342376606083724","ESPORTSTMNT04:1800334","100"
"107251307514079872","107256578724179831","ESPORTSTMNT01:2572865","100"
"102141671183409133","109974742842861502","ESPORTSTMNT03:3133379","100"
"107467834753797729","110349992510661341","ESPORTSTMNT01:3393061","100"
"103535282146169523","105562790519126634","ESPORTSTMNT05:1820251","100"
"108121051709036068","109672646550650502","ESPORTSTMNT02:3166195","100"
"109539675734129088","110424377526038793","ESPORTSTMNT04:2686388","100"
"101422616509070746","107566458490383654","ESPORTSTMNT04:2140088","100"
"99566405124618295","102147202168307946","ESPORTSTMNT01:1131231","100"
"103535282140533402","103556721519465986","ESPORTSTMNT06:1160552","100"
"108203166973601408","108256075287884643","ESPORTSTMNT05:2680476","100"
"100725845018863243","105522984812850535","ESPORTSTMNT01:1887455","100"
"105549988405523871","108211948457128518","ESPORTSTMNT04:2470670","100"
"102787200120306562","107417741194151185","ESPORTSTMNT02:2578310","100"
"105520786527322647","108172713550656554","ESPORTSTMNT05:2940853","100"
"105550054006182911","108211175222716728","ESPORTSTMNT03:2793204","100"
"101428372598668846","105562833913401644","ESPORTSTMNT01:1720319","100"
"99322214684939974","104841804589413356","ESPORTSTMNT03:1531200","100"
"105549995617170853","105562692794240163","ESPORTSTMNT01:1886639","100"
"99566408221961358","105539760574687236","ESPORTSTMNT02:1696222","100"
"105532791598779236","107468241211019082","ESPORTSTMNT02:2574792","100"
"103935642731826448","105825298622641198","ESPORTSTMNT02:1722504","100"
"107423109717243380","107893386212454328","ESPORTSTMNT04:2240370","100"
"98926509883054987","103908802285180591","ESPORTSTMNT02:1331769","100"
"99566405128626825","109518697662057164","ESPORTSTMNT03:3118531","100"
"105593213115128994","105596516632250443","ESPORTSTMNT05:1821885","100"
"107598780504331406","107728324360521803","ESPORTSTMNT03:2549532","100"
"108361563004344389","109518697661991470","ESPORTSTMNT01:3295302","100"
"107467794614674479","107468241211019096","ESPORTSTMNT02:2557041","100"
"99566405123587075","106273298443408005","ESPORTSTMNT02:2064915","100"
"108203159356403647","108203916588858701","ESPORTSTMNT05:2670235","100"
"105519846782566525","108172137678025392","ESPORTSTMNT03:2892495","100"
"98926509892121852","109517090067785417","ESPORTSTMNT03:3124379","100"
"99322214684939974","106269769725055302","ESPORTSTMNT01:2148262","100"
"109671201259007744","109518697662188342","ESPORTSTMNT03:3119955","100"
"107467827374313054","108171648028488151","ESPORTSTMNT03:2920986","100"
"99566404579461230","106269654661664647","ESPORTSTMNT01:2137440","100"
"99566405127798575","108471075295615752","ESPORTSTMNT03:2884520","100"
"99566405126602853","108322950357363408","ESPORTSTMNT02:2971262","100"
"99294153824386385","102147201373216125","ESPORTSTMNT02:1092569","100"
"109695924147263860","109545777184189998","ESPORTSTMNT03:3130372","100"
"99566404852189289","104242514817020339","ESPORTSTMNT03:1392557","100"
"105521412995449549","106301901328161181","ESPORTSTMNT03:1952017","100"
"99566405128626825","104174601840512762","ESPORTSTMNT03:1440884","100"
"106806779752531762","106845973125573814","ESPORTSTMNT01:2240558","100"
"105537149834356301","106744065770322662","ESPORTSTMNT06:1861092","100"
"105521451717484016","108171529104961689","ESPORTSTMNT01:2905435","100"
"103495716886587312","108197589216174952","ESPORTSTMNT06:2541643","100"
"103461966971048042","108212480639615275","ESPORTSTMNT02:2787250","100"
"105536773074826367","105539775520149343","ESPORTSTMNT06:1550214","100"
"104202382255290736","108355209883944910","ESPORTSTMNT04:2450302","100"
"99566406338282437","104151038622249840","ESPORTSTMNT02:1413482","100"
"104710359142494900","105809669327281339","ESPORTSTMNT01:1887515","100"
"103877554248683116","105945560581709811","ESPORTSTMNT06:1680288","100"
"105520077508552574","106340535337672499","ESPORTSTMNT05:2060167","100"
"101428372605353526","108231751507821969","ESPORTSTMNT05:2952329","100"
"103935523328473675","104727755403949045","ESPORTSTMNT04:1290200","100"
"103461966965149786","108176672286598155","ESPORTSTMNT04:2410305","100"
"99566408356697119","102147203801335967","ESPORTSTMNT02:1112248","100"
