"platformgameid","winningteam"
"ESPORTSTMNT02:3170360","200"
"ESPORTSTMNT02:3048774","200"
"ESPORTSTMNT02:2840222","100"
"ESPORTSTMNT02:2971426","200"
"ESPORTSTMNT02:3218060","200"
"ESPORTSTMNT02:3059854","200"
"ESPORTSTMNT02:3167751","100"
"ESPORTSTMNT02:3048629","200"
"ESPORTSTMNT02:2960623","100"
"ESPORTSTMNT02:3148262","100"
"ESPORTSTMNT02:2962365","200"
"ESPORTSTMNT02:2788002","100"
"ESPORTSTMNT02:2830654","200"
"ESPORTSTMNT02:3189528","200"
"ESPORTSTMNT02:3163795","200"
"ESPORTSTMNT02:3166235","100"
"ESPORTSTMNT02:2971014","100"
"ESPORTSTMNT02:3161962","100"
"ESPORTSTMNT02:3140687","200"
"ESPORTSTMNT02:3170165","100"
"ESPORTSTMNT02:3168822","200"
"ESPORTSTMNT02:3057502","200"
"ESPORTSTMNT02:3161638","100"
"ESPORTSTMNT02:3154270","100"
"ESPORTSTMNT02:2915152","200"
"ESPORTSTMNT02:3161532","100"
"ESPORTSTMNT02:3170609","100"
"ESPORTSTMNT02:3171650","100"
"ESPORTSTMNT02:3152181","200"
"ESPORTSTMNT02:3217113","100"
"ESPORTSTMNT02:3152228","100"
"ESPORTSTMNT02:2785036","200"
"ESPORTSTMNT02:3152188","200"
"ESPORTSTMNT02:2960615","100"
"ESPORTSTMNT02:3154399","100"
"ESPORTSTMNT02:3210755","200"
"ESPORTSTMNT02:3170598","100"
"ESPORTSTMNT02:3164695","200"
"ESPORTSTMNT02:3171294","100"
"ESPORTSTMNT02:2972899","200"
"ESPORTSTMNT02:3169559","100"
"ESPORTSTMNT02:3160707","100"
"ESPORTSTMNT02:3143488","200"
"ESPORTSTMNT02:3152402","100"
"ESPORTSTMNT02:3148929","100"
"ESPORTSTMNT02:3162514","200"
"ESPORTSTMNT02:2914517","100"
"ESPORTSTMNT02:3161817","100"
"ESPORTSTMNT02:3165395","100"
"ESPORTSTMNT02:2810705","100"
"ESPORTSTMNT02:2970994","200"
"ESPORTSTMNT02:2883648","200"
"ESPORTSTMNT02:3163891","200"
"ESPORTSTMNT02:3211863","100"
"ESPORTSTMNT02:3220662","100"
"ESPORTSTMNT02:3143294","100"
"ESPORTSTMNT02:3143084","100"
"ESPORTSTMNT02:3211829","100"
"ESPORTSTMNT02:3214401","200"
"ESPORTSTMNT03:1128150","100"
"ESPORTSTMNT02:3209624","100"
"ESPORTSTMNT02:3157901","100"
"ESPORTSTMNT02:3155407","100"
"ESPORTSTMNT02:3154007","200"
"ESPORTSTMNT02:2973096","100"
"ESPORTSTMNT02:2820649","100"
"ESPORTSTMNT02:3166890","100"
"ESPORTSTMNT02:3171530","100"
"ESPORTSTMNT02:3168433","200"
"ESPORTSTMNT02:3168664","100"
"ESPORTSTMNT02:3158406","100"
"ESPORTSTMNT02:3139852","100"
"ESPORTSTMNT02:3170670","200"
"ESPORTSTMNT02:3158050","200"
"ESPORTSTMNT02:3148927","200"
"ESPORTSTMNT02:3171503","200"
"ESPORTSTMNT02:3162846","200"
"ESPORTSTMNT02:2776298","200"
"ESPORTSTMNT02:3042987","200"
"ESPORTSTMNT02:3159351","200"
"ESPORTSTMNT02:3157155","200"
"ESPORTSTMNT02:2971010","100"
"ESPORTSTMNT02:3150844","200"
"ESPORTSTMNT02:2820618","100"
"ESPORTSTMNT02:3164896","200"
"ESPORTSTMNT02:3169385","200"
"ESPORTSTMNT02:3148486","200"
"ESPORTSTMNT02:3214450","100"
"ESPORTSTMNT02:2663258","100"
"ESPORTSTMNT02:3168336","100"
"ESPORTSTMNT02:3166396","200"
"ESPORTSTMNT02:3162478","100"
"ESPORTSTMNT02:3144139","200"
"ESPORTSTMNT02:3165461","200"
"ESPORTSTMNT02:3219652","100"
"ESPORTSTMNT02:3167176","100"
"ESPORTSTMNT02:3221648","200"
"ESPORTSTMNT02:3210630","200"
"ESPORTSTMNT02:2810780","100"
"ESPORTSTMNT02:3148444","100"
"ESPORTSTMNT02:2973774","100"
"ESPORTSTMNT02:3152955","100"
"ESPORTSTMNT02:3164467","200"
"ESPORTSTMNT02:3159882","200"
"ESPORTSTMNT02:3213767","200"
"ESPORTSTMNT02:3043245","200"
"ESPORTSTMNT02:3161771","200"
"ESPORTSTMNT02:3163733","200"
"ESPORTSTMNT02:3171822","200"
"ESPORTSTMNT02:3159199","100"
"ESPORTSTMNT02:3218776","200"
"ESPORTSTMNT02:3160975","200"
"ESPORTSTMNT02:3155254","100"
"ESPORTSTMNT02:3144039","100"
"ESPORTSTMNT02:3170764","100"
"ESPORTSTMNT02:3166677","200"
"ESPORTSTMNT02:3164960","100"
"ESPORTSTMNT02:3169392","100"
"ESPORTSTMNT02:2882000","200"
"ESPORTSTMNT02:3149937","100"
"ESPORTSTMNT02:3155007","100"
"ESPORTSTMNT02:3187952","100"
"ESPORTSTMNT02:2973234","100"
"ESPORTSTMNT02:3144125","100"
"ESPORTSTMNT02:3151743","100"
"ESPORTSTMNT02:2777746","200"
"ESPORTSTMNT02:3139748","100"
"ESPORTSTMNT02:3153683","100"
"ESPORTSTMNT02:3150832","200"
"ESPORTSTMNT02:3219854","200"
"ESPORTSTMNT02:3169707","100"
"ESPORTSTMNT02:3164776","200"
"ESPORTSTMNT02:3166499","100"
"ESPORTSTMNT02:2789975","200"
"ESPORTSTMNT03:1128757","200"
"ESPORTSTMNT02:3140740","100"
"ESPORTSTMNT02:3154086","200"
"ESPORTSTMNT02:3170519","200"
"ESPORTSTMNT02:3152984","200"
"ESPORTSTMNT02:3167607","200"
"ESPORTSTMNT02:3169818","100"
"ESPORTSTMNT02:3148844","200"
"ESPORTSTMNT02:3161887","100"
"ESPORTSTMNT02:3153371","200"
"ESPORTSTMNT02:3161869","200"
"ESPORTSTMNT02:3169654","100"
"ESPORTSTMNT02:3214865","100"
"ESPORTSTMNT02:3057911","100"
"ESPORTSTMNT02:3219830","200"
"ESPORTSTMNT02:3221236","200"
"ESPORTSTMNT02:2972466","100"
"ESPORTSTMNT02:3163761","100"
"ESPORTSTMNT03:1102260","100"
"ESPORTSTMNT02:3212975","100"
"ESPORTSTMNT02:2965320","200"
"ESPORTSTMNT02:3151708","200"
"ESPORTSTMNT02:3165276","100"
"ESPORTSTMNT02:3157281","200"
"ESPORTSTMNT03:1113642","100"
"ESPORTSTMNT02:3214438","100"
"ESPORTSTMNT02:3161006","200"
"ESPORTSTMNT02:3159876","200"
"ESPORTSTMNT02:3166370","100"
"ESPORTSTMNT02:3161911","200"
"ESPORTSTMNT02:3155509","200"
"ESPORTSTMNT02:3156575","100"
"ESPORTSTMNT02:3056652","100"
"ESPORTSTMNT02:3152523","200"
"ESPORTSTMNT02:3166508","200"
"ESPORTSTMNT02:3215444","100"
"ESPORTSTMNT02:3041937","100"
"ESPORTSTMNT02:3150633","100"
"ESPORTSTMNT03:1119142","100"
"ESPORTSTMNT02:3210709","200"
"ESPORTSTMNT02:3048468","100"
"ESPORTSTMNT02:3215087","200"
"ESPORTSTMNT02:3165675","200"
"ESPORTSTMNT03:1129194","200"
"ESPORTSTMNT02:3168124","200"
"ESPORTSTMNT02:3161118","100"
"ESPORTSTMNT02:2964393","100"
"ESPORTSTMNT02:3166803","200"
"ESPORTSTMNT02:2973424","200"
"ESPORTSTMNT02:3216536","100"
"ESPORTSTMNT02:3214420","200"
"ESPORTSTMNT02:3189757","200"
"ESPORTSTMNT02:3048787","200"
"ESPORTSTMNT02:3154330","100"
"ESPORTSTMNT02:3220754","100"
"ESPORTSTMNT02:3164788","100"
"ESPORTSTMNT02:3155612","100"
"ESPORTSTMNT02:3186748","200"
"ESPORTSTMNT02:3211749","100"
"ESPORTSTMNT02:3160653","100"
"ESPORTSTMNT02:3169456","200"
"ESPORTSTMNT03:1112139","100"
"ESPORTSTMNT02:3164988","100"
"ESPORTSTMNT02:2972890","100"
"ESPORTSTMNT02:3150955","200"
"ESPORTSTMNT02:3171480","200"
"ESPORTSTMNT02:3210352","100"
"ESPORTSTMNT02:3218876","100"
"ESPORTSTMNT02:3152568","200"
"ESPORTSTMNT02:3169421","200"
"ESPORTSTMNT02:3157998","200"
"ESPORTSTMNT02:3189397","200"
"ESPORTSTMNT02:3152147","100"
"ESPORTSTMNT03:1091179","100"
"ESPORTSTMNT02:2971607","100"
"ESPORTSTMNT02:3151543","200"
"ESPORTSTMNT02:3169390","100"
"ESPORTSTMNT02:2964242","200"
"ESPORTSTMNT02:3162712","100"
"ESPORTSTMNT02:3171574","100"
"ESPORTSTMNT02:3210424","100"
"ESPORTSTMNT02:3048784","200"
"ESPORTSTMNT02:3188169","200"
"ESPORTSTMNT02:3212665","100"
"ESPORTSTMNT02:3170118","100"
"ESPORTSTMNT02:3186180","200"
"ESPORTSTMNT02:3186173","200"
"ESPORTSTMNT02:3215353","100"
"ESPORTSTMNT02:3218213","100"
"ESPORTSTMNT02:3080870","100"
"ESPORTSTMNT02:3163529","200"
"ESPORTSTMNT02:2974440","100"
"ESPORTSTMNT02:3169388","100"
"ESPORTSTMNT02:3169543","100"
"ESPORTSTMNT02:3211054","200"
"ESPORTSTMNT02:3169683","100"
"ESPORTSTMNT02:3168430","200"
"ESPORTSTMNT02:3217922","100"
"ESPORTSTMNT02:3167403","100"
"ESPORTSTMNT02:2775711","200"
"ESPORTSTMNT02:3212839","100"
"ESPORTSTMNT02:3217939","200"
"ESPORTSTMNT02:3209828","200"
"ESPORTSTMNT02:3152175","100"
"ESPORTSTMNT02:3161243","100"
"ESPORTSTMNT02:3164066","200"
"ESPORTSTMNT02:2777011","200"
"ESPORTSTMNT02:3165375","100"
"ESPORTSTMNT02:3164920","200"
"ESPORTSTMNT02:3220352","100"
"ESPORTSTMNT02:3171548","100"
"ESPORTSTMNT02:3212459","100"
"ESPORTSTMNT02:3171612","200"
"ESPORTSTMNT02:3217409","100"
"ESPORTSTMNT02:3165648","100"
"ESPORTSTMNT02:3169368","200"
"ESPORTSTMNT02:3164832","100"
"ESPORTSTMNT02:3216969","100"
"ESPORTSTMNT02:3170359","100"
"ESPORTSTMNT02:2972472","200"
"ESPORTSTMNT02:3163865","100"
"ESPORTSTMNT02:3059738","200"
"ESPORTSTMNT02:3059738","200"
"ESPORTSTMNT02:3217298","200"
"ESPORTSTMNT02:3160300","200"
"ESPORTSTMNT02:3211728","200"
"ESPORTSTMNT02:3144380","100"
"ESPORTSTMNT03:1102245","100"
"ESPORTSTMNT02:3164479","100"
"ESPORTSTMNT02:3166564","100"
"ESPORTSTMNT02:3164368","200"
"ESPORTSTMNT02:3168805","100"
"ESPORTSTMNT02:3171693","200"
"ESPORTSTMNT02:3164505","200"
"ESPORTSTMNT02:3159397","100"
"ESPORTSTMNT02:3163544","100"
"ESPORTSTMNT02:3169350","100"
"ESPORTSTMNT02:3217972","100"
"ESPORTSTMNT02:3166225","100"
"ESPORTSTMNT02:2914516","200"
"ESPORTSTMNT02:3143477","200"
"ESPORTSTMNT02:3171805","100"
"ESPORTSTMNT02:3168470","200"
"ESPORTSTMNT02:3170855","100"
"ESPORTSTMNT02:3170814","100"
"ESPORTSTMNT02:2971687","200"
"ESPORTSTMNT02:3153939","200"
"ESPORTSTMNT02:3151595","200"
"ESPORTSTMNT02:3170458","100"
"ESPORTSTMNT02:3220213","200"
"ESPORTSTMNT02:3170141","100"
"ESPORTSTMNT02:3165682","100"
"ESPORTSTMNT02:3207804","200"
"ESPORTSTMNT02:3168830","100"
"ESPORTSTMNT02:3154297","100"
"ESPORTSTMNT02:3216715","200"
"ESPORTSTMNT02:3169391","100"
"ESPORTSTMNT02:3170083","100"
"ESPORTSTMNT02:3169174","100"
"ESPORTSTMNT02:3144441","200"
"ESPORTSTMNT02:3155923","100"
"ESPORTSTMNT02:3188306","100"
"ESPORTSTMNT02:2974101","200"
"ESPORTSTMNT02:3056721","200"
"ESPORTSTMNT02:3212846","200"
"ESPORTSTMNT02:2972750","100"
"ESPORTSTMNT02:3169893","200"
"ESPORTSTMNT02:3144213","200"
"ESPORTSTMNT02:3217355","200"
"ESPORTSTMNT02:3167606","200"
"ESPORTSTMNT02:3161928","200"
"ESPORTSTMNT02:3213705","100"
"ESPORTSTMNT02:3141736","100"
"ESPORTSTMNT02:3218220","100"
"ESPORTSTMNT02:3152989","200"
"ESPORTSTMNT02:3214598","100"
"ESPORTSTMNT02:3170348","200"
"ESPORTSTMNT02:3212977","100"
"ESPORTSTMNT02:3170420","200"
"ESPORTSTMNT02:3165766","100"
"ESPORTSTMNT02:3215003","200"
"ESPORTSTMNT02:3190513","200"
"ESPORTSTMNT02:3160770","200"
"ESPORTSTMNT02:3169438","100"
"ESPORTSTMNT02:3169346","100"
"ESPORTSTMNT03:1125295","200"
"ESPORTSTMNT03:1100929","200"
"ESPORTSTMNT02:3190503","200"
"ESPORTSTMNT02:3043302","100"
"ESPORTSTMNT02:3207902","200"
"ESPORTSTMNT02:3217200","200"
"ESPORTSTMNT02:3213495","200"
"ESPORTSTMNT02:3057882","100"
"ESPORTSTMNT02:3211256","100"
"ESPORTSTMNT02:3169497","100"
"ESPORTSTMNT02:2911454","200"
"ESPORTSTMNT02:3048651","100"
"ESPORTSTMNT02:3169943","100"
"ESPORTSTMNT02:3162609","200"
"ESPORTSTMNT02:3214746","100"
"ESPORTSTMNT02:3165762","100"
"ESPORTSTMNT02:3211255","200"
"ESPORTSTMNT02:3218971","200"
"ESPORTSTMNT03:1121577","100"
"ESPORTSTMNT02:3162183","200"
"ESPORTSTMNT03:1102281","200"
"ESPORTSTMNT02:3213050","100"
"ESPORTSTMNT02:3169417","100"
"ESPORTSTMNT02:3162564","100"
"ESPORTSTMNT02:3168756","200"
"ESPORTSTMNT02:3162591","100"
"ESPORTSTMNT02:3171112","100"
"ESPORTSTMNT02:3141532","200"
"ESPORTSTMNT02:3227909","200"
"ESPORTSTMNT02:2810784","100"
"ESPORTSTMNT02:3161854","100"
"ESPORTSTMNT02:3191552","200"
"ESPORTSTMNT02:3219311","200"
"ESPORTSTMNT02:3151724","100"
"ESPORTSTMNT02:3171710","100"
"ESPORTSTMNT02:3214430","100"
"ESPORTSTMNT02:3165671","200"
"ESPORTSTMNT02:3168645","100"
"ESPORTSTMNT02:2775197","100"
"ESPORTSTMNT02:3159343","100"
"ESPORTSTMNT02:3211999","200"
"ESPORTSTMNT02:3158472","200"
"ESPORTSTMNT03:1124490","100"
"ESPORTSTMNT02:3221270","200"
"ESPORTSTMNT02:3212674","100"
"ESPORTSTMNT03:1092535","200"
"ESPORTSTMNT02:3167824","100"
"ESPORTSTMNT02:3219012","200"
"ESPORTSTMNT02:3168452","100"
"ESPORTSTMNT03:1382505","100"
"ESPORTSTMNT02:2913700","200"
"ESPORTSTMNT02:3164252","200"
"ESPORTSTMNT02:3226785","200"
"ESPORTSTMNT02:3164049","100"
"ESPORTSTMNT03:1123484","100"
"ESPORTSTMNT02:3153288","100"
"ESPORTSTMNT03:1092552","100"
"ESPORTSTMNT02:3158520","200"
"ESPORTSTMNT02:3168104","100"
"ESPORTSTMNT02:3150417","200"
"ESPORTSTMNT02:2785115","100"
"ESPORTSTMNT02:2974118","200"
"ESPORTSTMNT02:2912579","200"
"ESPORTSTMNT03:1121637","100"
"ESPORTSTMNT02:3211556","200"
"ESPORTSTMNT02:3216812","200"
"ESPORTSTMNT02:3211673","200"
"ESPORTSTMNT02:3216219","100"
"ESPORTSTMNT02:3186879","200"
"ESPORTSTMNT02:3143092","200"
"ESPORTSTMNT02:3152211","100"
"ESPORTSTMNT02:3210077","100"
"ESPORTSTMNT02:3210604","100"
"ESPORTSTMNT02:3216894","100"
"ESPORTSTMNT02:3167525","100"
"ESPORTSTMNT02:3164742","100"
"ESPORTSTMNT02:3168471","200"
"ESPORTSTMNT02:3217831","100"
"ESPORTSTMNT02:3148704","200"
"ESPORTSTMNT02:3212056","100"
"ESPORTSTMNT02:3140841","200"
"ESPORTSTMNT02:3170851","200"
"ESPORTSTMNT03:1115287","200"
"ESPORTSTMNT02:3161142","100"
"ESPORTSTMNT02:3218931","200"
"ESPORTSTMNT02:3159069","100"
"ESPORTSTMNT02:3150959","200"
"ESPORTSTMNT02:3166866","100"
"ESPORTSTMNT02:3170350","100"
"ESPORTSTMNT02:3190419","200"
"ESPORTSTMNT02:3211452","200"
"ESPORTSTMNT03:1092517","200"
"ESPORTSTMNT02:3225767","200"
"ESPORTSTMNT02:3048492","200"
"ESPORTSTMNT02:3186302","200"
"ESPORTSTMNT03:1092143","200"
"ESPORTSTMNT02:3139949","200"
"ESPORTSTMNT02:3212988","200"
"ESPORTSTMNT03:1114828","100"
"ESPORTSTMNT02:3220148","100"
"ESPORTSTMNT02:3219180","200"
"ESPORTSTMNT02:3220839","200"
"ESPORTSTMNT02:3170582","100"
"ESPORTSTMNT02:3219828","100"
"ESPORTSTMNT02:3219070","100"
"ESPORTSTMNT02:3155063","200"
"ESPORTSTMNT02:3169523","100"
"ESPORTSTMNT02:3223070","100"
"ESPORTSTMNT02:3220659","200"
"ESPORTSTMNT02:3218499","200"
"ESPORTSTMNT02:3170895","100"
"ESPORTSTMNT02:3165238","100"
"ESPORTSTMNT02:3219295","200"
"ESPORTSTMNT02:3215315","100"
"ESPORTSTMNT02:3169427","100"
"ESPORTSTMNT02:3213194","200"
"ESPORTSTMNT02:3152667","100"
"ESPORTSTMNT03:1117044","100"
"ESPORTSTMNT02:2960370","100"
"ESPORTSTMNT02:3141774","100"
"ESPORTSTMNT02:2673734","200"
"ESPORTSTMNT02:3210419","100"
"ESPORTSTMNT02:3187940","100"
"ESPORTSTMNT02:3163045","100"
"ESPORTSTMNT02:3212266","100"
"ESPORTSTMNT02:3169658","100"
"ESPORTSTMNT02:3166552","100"
"ESPORTSTMNT02:3156051","100"
"ESPORTSTMNT02:3209665","200"
"ESPORTSTMNT02:3151024","100"
"ESPORTSTMNT02:3171212","100"
"ESPORTSTMNT02:3210497","100"
"ESPORTSTMNT02:3213817","200"
"ESPORTSTMNT03:1114793","100"
"ESPORTSTMNT02:2971252","200"
"ESPORTSTMNT02:3211371","100"
"ESPORTSTMNT02:3080905","200"
"ESPORTSTMNT02:3211305","100"
"ESPORTSTMNT02:3169770","200"
"ESPORTSTMNT02:3168146","200"
"ESPORTSTMNT03:1134395","100"
"ESPORTSTMNT02:3210080","200"
"ESPORTSTMNT02:3217312","100"
"ESPORTSTMNT02:2777066","200"
"ESPORTSTMNT02:3218641","100"
"ESPORTSTMNT02:3189761","100"
"ESPORTSTMNT02:3169592","100"
"ESPORTSTMNT02:3216271","100"
"ESPORTSTMNT03:1120982","100"
"ESPORTSTMNT02:3221294","200"
"ESPORTSTMNT02:3214136","100"
"ESPORTSTMNT02:2881529","100"
"ESPORTSTMNT02:3168446","100"
"ESPORTSTMNT02:3186305","100"
"ESPORTSTMNT02:3188175","200"
"ESPORTSTMNT02:3148241","100"
"ESPORTSTMNT02:3169605","100"
"ESPORTSTMNT02:3163797","100"
"ESPORTSTMNT02:3218244","200"
"ESPORTSTMNT02:3189849","100"
"ESPORTSTMNT02:3214664","100"
"ESPORTSTMNT02:3213419","100"
"ESPORTSTMNT02:3216293","200"
"ESPORTSTMNT02:3221055","200"
"ESPORTSTMNT02:3219470","100"
"ESPORTSTMNT02:3219915","200"
"ESPORTSTMNT02:3159060","100"
"ESPORTSTMNT02:3189141","200"
"ESPORTSTMNT02:3152737","200"
"ESPORTSTMNT02:3163565","100"
"ESPORTSTMNT02:3217378","200"
"ESPORTSTMNT02:3210871","100"
"ESPORTSTMNT02:3144428","200"
"ESPORTSTMNT02:3217606","200"
"ESPORTSTMNT02:3213717","200"
"ESPORTSTMNT02:3142434","200"
"ESPORTSTMNT02:3140703","100"
"ESPORTSTMNT02:3158392","200"
"ESPORTSTMNT02:3215431","100"
"ESPORTSTMNT02:3187947","200"
"ESPORTSTMNT02:3218513","200"
"ESPORTSTMNT02:3156134","200"
"ESPORTSTMNT02:3226709","100"
"ESPORTSTMNT02:3218465","100"
"ESPORTSTMNT02:3216819","200"
"ESPORTSTMNT02:3219182","200"
"ESPORTSTMNT02:3221602","200"
"ESPORTSTMNT02:3217617","200"
"ESPORTSTMNT02:3171780","100"
"ESPORTSTMNT02:3160929","100"
"ESPORTSTMNT02:3159266","100"
"ESPORTSTMNT03:1113188","200"
"ESPORTSTMNT02:3141490","100"
"ESPORTSTMNT02:3210045","200"
"ESPORTSTMNT02:3214119","100"
"ESPORTSTMNT02:3186900","200"
"ESPORTSTMNT03:1128298","100"
"ESPORTSTMNT02:3150637","200"
"ESPORTSTMNT02:3168694","200"
"ESPORTSTMNT02:3211871","200"
"ESPORTSTMNT02:3171007","100"
"ESPORTSTMNT02:3160621","100"
"ESPORTSTMNT02:3169780","200"
"ESPORTSTMNT02:3220101","200"
"ESPORTSTMNT02:3171373","200"
"ESPORTSTMNT03:1102476","200"
"ESPORTSTMNT02:3167813","100"
"ESPORTSTMNT03:1092135","100"
"ESPORTSTMNT02:3166469","100"
"ESPORTSTMNT02:3218838","200"
"ESPORTSTMNT02:3163759","100"
"ESPORTSTMNT02:3162231","100"
"ESPORTSTMNT02:3210615","200"
"ESPORTSTMNT03:1118603","200"
"ESPORTSTMNT02:3171697","100"
"ESPORTSTMNT02:3210728","100"
"ESPORTSTMNT03:1125284","200"
"ESPORTSTMNT02:3158954","200"
"ESPORTSTMNT02:3217044","100"
"ESPORTSTMNT02:3214016","200"
"ESPORTSTMNT02:3169637","200"
"ESPORTSTMNT02:3041846","200"
"ESPORTSTMNT02:2881955","100"
"ESPORTSTMNT02:3166950","200"
"ESPORTSTMNT02:3163371","100"
"ESPORTSTMNT02:3219150","100"
"ESPORTSTMNT02:3164302","200"
"ESPORTSTMNT02:3169401","200"
"ESPORTSTMNT02:3214687","200"
"ESPORTSTMNT02:2781190","100"
"ESPORTSTMNT02:3191402","200"
"ESPORTSTMNT03:1127370","100"
"ESPORTSTMNT02:3208942","200"
"ESPORTSTMNT02:3165666","100"
"ESPORTSTMNT02:3190912","200"
"ESPORTSTMNT02:3216144","200"
"ESPORTSTMNT02:3210330","100"
"ESPORTSTMNT02:3212489","100"
"ESPORTSTMNT02:3218962","100"
"ESPORTSTMNT02:3221584","200"
"ESPORTSTMNT02:3168679","100"
"ESPORTSTMNT02:3167760","100"
"ESPORTSTMNT02:3221389","100"
"ESPORTSTMNT03:1116740","200"
"ESPORTSTMNT02:3210339","100"
"ESPORTSTMNT02:3220901","100"
"ESPORTSTMNT02:3211413","200"
"ESPORTSTMNT02:3217895","100"
"ESPORTSTMNT02:3152224","100"
"ESPORTSTMNT02:3219719","200"
"ESPORTSTMNT02:3190813","100"
"ESPORTSTMNT02:3139934","200"
"ESPORTSTMNT02:3217570","200"
"ESPORTSTMNT03:1123114","200"
"ESPORTSTMNT02:3186649","200"
"ESPORTSTMNT02:3208850","100"
"ESPORTSTMNT03:1119173","200"
"ESPORTSTMNT02:3165814","100"
"ESPORTSTMNT02:3226664","200"
"ESPORTSTMNT02:3153825","200"
"ESPORTSTMNT02:3218696","200"
"ESPORTSTMNT03:1100569","200"
"ESPORTSTMNT02:3142313","200"
"ESPORTSTMNT02:3157736","200"
"ESPORTSTMNT02:3220953","100"
"ESPORTSTMNT02:3171931","200"
"ESPORTSTMNT03:1092372","100"
"ESPORTSTMNT02:3221969","100"
"ESPORTSTMNT02:3167774","200"
"ESPORTSTMNT02:3217869","200"
"ESPORTSTMNT02:3222357","100"
"ESPORTSTMNT03:1125401","200"
"ESPORTSTMNT02:3166566","200"
"ESPORTSTMNT02:3165985","200"
"ESPORTSTMNT03:1111039","100"
"ESPORTSTMNT02:3151605","200"
"ESPORTSTMNT02:3216713","100"
"ESPORTSTMNT02:3163051","100"
"ESPORTSTMNT02:3216741","200"
"ESPORTSTMNT02:3216786","200"
"ESPORTSTMNT03:1127987","200"
"ESPORTSTMNT02:3217499","100"
"ESPORTSTMNT02:3163681","100"
"ESPORTSTMNT02:3218834","200"
"ESPORTSTMNT02:3053274","200"
"ESPORTSTMNT02:3215103","200"
"ESPORTSTMNT02:3219043","200"
"ESPORTSTMNT02:3166049","100"
"ESPORTSTMNT02:3161348","100"
"ESPORTSTMNT02:3047499","100"
"ESPORTSTMNT02:3211482","100"
"ESPORTSTMNT02:3190518","100"
"ESPORTSTMNT02:3191919","100"
"ESPORTSTMNT02:3221634","200"
"ESPORTSTMNT02:3221896","100"
"ESPORTSTMNT03:1117573","200"
"ESPORTSTMNT02:3219287","200"
"ESPORTSTMNT03:1111862","100"
"ESPORTSTMNT02:3218551","100"
"ESPORTSTMNT03:1092577","200"
"ESPORTSTMNT02:3154050","200"
"ESPORTSTMNT02:3218325","100"
"ESPORTSTMNT02:3222073","200"
"ESPORTSTMNT03:1128671","200"
"ESPORTSTMNT02:3213623","100"
"ESPORTSTMNT02:3210608","100"
"ESPORTSTMNT03:1111304","200"
"ESPORTSTMNT03:1133664","200"
"ESPORTSTMNT03:1133763","100"
"ESPORTSTMNT03:1141729","100"
"ESPORTSTMNT03:1220044","200"
"ESPORTSTMNT02:3221775","200"
"ESPORTSTMNT02:3221159","100"
"ESPORTSTMNT02:3160695","200"
"ESPORTSTMNT02:3219285","100"
"ESPORTSTMNT03:1091175","200"
"ESPORTSTMNT02:3213806","200"
"ESPORTSTMNT02:3165397","100"
"ESPORTSTMNT02:3228679","100"
"ESPORTSTMNT02:2884011","200"
"ESPORTSTMNT02:3219506","200"
"ESPORTSTMNT03:1128585","200"
"ESPORTSTMNT03:1324821","100"
"ESPORTSTMNT02:3190155","200"
"ESPORTSTMNT02:3230685","100"
"ESPORTSTMNT02:3187733","100"
"ESPORTSTMNT03:1350888","200"
"ESPORTSTMNT03:1125371","100"
"ESPORTSTMNT02:3165696","100"
"ESPORTSTMNT02:3215350","100"
"ESPORTSTMNT03:1127968","100"
"ESPORTSTMNT02:3160785","100"
"ESPORTSTMNT02:3212436","200"
"ESPORTSTMNT02:3208911","100"
"ESPORTSTMNT02:3216676","200"
"ESPORTSTMNT03:1129088","200"
"ESPORTSTMNT02:3213774","100"
"ESPORTSTMNT03:1114848","100"
"ESPORTSTMNT03:1340641","200"
"ESPORTSTMNT02:3188893","200"
"ESPORTSTMNT02:3191559","200"
"ESPORTSTMNT02:3171492","100"
"ESPORTSTMNT03:1121869","100"
"ESPORTSTMNT02:3161272","100"
"ESPORTSTMNT02:3166800","100"
"ESPORTSTMNT03:1116764","100"
"ESPORTSTMNT02:3165731","100"
"ESPORTSTMNT02:3228356","100"
"ESPORTSTMNT02:3219921","200"
"ESPORTSTMNT02:3171010","200"
"ESPORTSTMNT02:3190811","200"
"ESPORTSTMNT03:1100942","100"
"ESPORTSTMNT03:1091182","200"
"ESPORTSTMNT03:1404080","200"
"ESPORTSTMNT02:3157548","100"
"ESPORTSTMNT02:3191039","100"
"ESPORTSTMNT02:3155436","200"
"ESPORTSTMNT03:1119160","100"
"ESPORTSTMNT03:1123826","200"
"ESPORTSTMNT03:1121621","100"
"ESPORTSTMNT03:1140633","100"
"ESPORTSTMNT02:3219942","100"
"ESPORTSTMNT02:3216710","100"
"ESPORTSTMNT02:3210641","100"
"ESPORTSTMNT02:3168056","200"
"ESPORTSTMNT03:1111807","100"
"ESPORTSTMNT02:3218419","100"
"ESPORTSTMNT02:2786703","200"
"ESPORTSTMNT02:3220426","200"
"ESPORTSTMNT02:3216620","200"
"ESPORTSTMNT02:3170853","200"
"ESPORTSTMNT02:3163394","200"
"ESPORTSTMNT02:3217463","100"
"ESPORTSTMNT02:3162584","100"
"ESPORTSTMNT03:1113582","200"
"ESPORTSTMNT02:3215355","200"
"ESPORTSTMNT02:3156424","200"
"ESPORTSTMNT02:3211039","200"
"ESPORTSTMNT02:3221167","200"
"ESPORTSTMNT02:3230306","100"
