gametime_inhib,platformgameid,killerteamid_inhib,gametime_tower,killerteamid_tower,gametime_kill,killerteamid_kill,eventtime,blue_teamid,esportsgameid,red_teamid,gametime,blue_team_shutdown,red_team_shutdown,blue_shutdown_collected,red_shutdown_collected,blue_shutdown_converted,red_shutdown_converted
1926738,ESPORTSTMNT02:3043731,100,868221,200,273218,100,2022-10-04T22:00:41.114Z,98767991892579754,108998961199371368,100285330168091787,1060003,2450.0,600.0,750.0,800.0,750.0,800.0
2083582,ESPORTSTMNT02:3043753,100,663156,100,252553,100,2022-10-04T23:04:24.679Z,98767991892579754,108998961199371369,100285330168091787,1063028,2900.0,100.0,50.0,100.0,50.0,100.0
1920052,ESPORTSTMNT02:3045120,200,753570,100,233953,100,2022-10-07T21:15:48.143Z,98767991877340524,108998961199436913,98767991866488695,1437014,250.0,350.0,300.0,450.0,300.0,450.0
1621414,ESPORTSTMNT02:3045196,100,894172,100,230528,100,2022-10-07T23:22:30.317Z,107700199633958891,108998961199699131,99294153828264740,1499027,1450.0,50.0,250.0,550.0,250.0,550.0
1764871,ESPORTSTMNT02:3045209,100,659668,200,43180,100,2022-10-08T00:33:04.857Z,99566404852189289,108998961199436937,103461966951059521,662014,800.0,300.0,600.0,700.0,600.0,700.0
1349866,ESPORTSTMNT02:3045232,100,840197,100,690381,200,2022-10-08T01:40:51.308Z,98767991853197861,108998961199436915,98767991882270868,684014,1750.0,0.0,100.0,1050.0,100.0,1050.0
1790323,ESPORTSTMNT02:3045259,200,954985,200,213929,200,2022-10-08T02:38:54.007Z,100205573495116443,108998961199699129,98767991892579754,965003,50.0,500.0,200.0,100.0,200.0,100.0
2090022,ESPORTSTMNT02:3045416,100,1075436,100,241442,100,2022-10-08T21:10:42.871Z,101383793574360315,108998961199633569,99566404585387054,1594026,950.0,300.0,750.0,900.0,750.0,900.0
1650997,ESPORTSTMNT02:3045480,100,940289,100,364299,100,2022-10-09T00:29:08.029Z,98767991882270868,108998961199371375,98767991877340524,990028,1950.0,0.0,0.0,650.0,0.0,650.0
1260639,ESPORTSTMNT02:3045503,100,694282,100,536833,100,2022-10-09T01:34:38.586Z,99566404854685458,108998961199633571,98767991954244555,705016,2700.0,0.0,0.0,850.0,0.0,850.0
2196857,ESPORTSTMNT02:3045518,200,942199,100,287820,100,2022-10-09T02:27:50.172Z,100725845018863243,108998961199436935,99566404852189289,355005,1000.0,1250.0,150.0,800.0,150.0,800.0
2236091,ESPORTSTMNT02:3045836,200,623127,200,175384,200,2022-10-09T21:11:16.881Z,98767991954244555,108998961199633567,101383793574360315,1195031,2000.0,2100.0,150.0,1250.0,150.0,1250.0
1725804,ESPORTSTMNT02:3045853,200,706386,100,600351,200,2022-10-09T22:18:01.620Z,99294153828264740,108998961199699127,100205573495116443,1206025,450.0,550.0,750.0,250.0,750.0,250.0
1469360,ESPORTSTMNT02:3045864,100,925816,100,104880,100,2022-10-09T23:12:50.416Z,98767991882270868,108998961199436919,98767991866488695,1029012,450.0,0.0,900.0,750.0,900.0,750.0
2023231,ESPORTSTMNT02:3047499,100,596849,200,291420,100,2022-10-15T00:56:15.288Z,99566404852189289,109169469721056817,100725845018863243,959004,2700.0,2200.0,1450.0,650.0,1450.0,650.0
1478797,ESPORTSTMNT02:3047802,100,904196,200,300739,100,2022-10-16T19:18:15.452Z,99294153828264740,108998961199699143,107700199633958891,1348007,2650.0,150.0,100.0,800.0,100.0,800.0
2065638,ESPORTSTMNT02:3047847,100,854430,200,540493,200,2022-10-16T21:17:15.227Z,98767991892579754,108998961199764683,99294153828264740,1185021,2900.0,1500.0,1000.0,800.0,1000.0,800.0
1470693,ESPORTSTMNT02:3047861,100,672312,100,290544,100,2022-10-16T22:20:16.827Z,100205573495116443,108998961199699139,99294153828264740,589032,1800.0,0.0,0.0,800.0,0.0,800.0
1584769,ESPORTSTMNT02:3047878,200,806902,200,159652,100,2022-10-16T23:25:30.437Z,107700199633958891,108998961199764681,98767991892579754,709017,100.0,1000.0,450.0,200.0,450.0,200.0
1597959,ESPORTSTMNT02:3047898,200,768606,100,218515,200,2022-10-17T00:23:14.614Z,98767991892579754,108998961199699141,100205573495116443,474009,1350.0,1400.0,200.0,350.0,200.0,350.0
1438480,ESPORTSTMNT02:3047918,100,983905,200,321422,100,2022-10-17T01:14:58.878Z,100205573495116443,109180872858834640,98767991892579754,912006,2250.0,0.0,0.0,150.0,0.0,150.0
1703088,ESPORTSTMNT02:3048340,100,989248,200,219249,200,2022-10-20T21:11:12.677Z,99566404852189289,108998961199764685,101383793574360315,1146018,1250.0,550.0,200.0,300.0,200.0,300.0
2073148,ESPORTSTMNT02:3048468,100,683021,100,565893,200,2022-10-21T21:12:54.796Z,98767991853197861,108998961199764691,98767991892579754,839001,2550.0,450.0,600.0,1050.0,600.0,1050.0
1771282,ESPORTSTMNT02:3048492,100,946307,200,171822,100,2022-10-21T22:13:59.345Z,98767991892579754,108998961199764692,98767991853197861,664027,3250.0,1700.0,150.0,2300.0,150.0,2300.0
1682645,ESPORTSTMNT02:3048629,100,870656,100,175840,200,2022-10-22T22:06:41.019Z,100725845018863243,108998961199830234,100205573495116443,2315007,100.0,900.0,950.0,600.0,950.0,600.0
1567908,ESPORTSTMNT02:3048651,100,897746,200,779886,100,2022-10-23T00:48:52.444Z,100205573495116443,108998961199830237,100725845018863243,2181012,1750.0,1050.0,1050.0,1500.0,1050.0,1500.0
1897000,ESPORTSTMNT02:3048763,200,961522,100,924145,100,2022-10-23T21:12:30.021Z,99566404585387054,108998961199830239,98767991882270868,1934008,200.0,1050.0,1100.0,450.0,1100.0,450.0
2016152,ESPORTSTMNT02:3048774,100,711302,100,290330,200,2022-10-23T22:16:41.549Z,99566404585387054,108998961199830240,98767991882270868,676025,2550.0,1400.0,300.0,1750.0,300.0,1750.0
2211853,ESPORTSTMNT02:3048779,100,1100160,100,485264,200,2022-10-23T23:27:54.540Z,99566404585387054,108998961199830241,98767991882270868,765024,500.0,450.0,900.0,150.0,900.0,150.0
2182036,ESPORTSTMNT02:3048784,200,1048625,200,512640,200,2022-10-24T00:32:11.136Z,98767991882270868,108998961199830242,99566404585387054,652027,250.0,100.0,600.0,650.0,600.0,650.0
2256780,ESPORTSTMNT02:3048787,200,804311,100,243797,200,2022-10-24T01:32:57.477Z,98767991882270868,108998961199830243,99566404585387054,1956016,600.0,1150.0,1450.0,450.0,1450.0,450.0
1702832,ESPORTSTMNT02:3052761,100,898438,100,105164,100,2022-09-30T22:28:56.357Z,107251245690956393,108998961199305809,99566408358330419,566019,2700.0,0.0,250.0,600.0,250.0,600.0
1814229,ESPORTSTMNT02:3052797,100,855944,100,394037,200,2022-09-30T23:23:33.186Z,100285330168091787,108998961199174693,99566406332987990,1801013,850.0,0.0,50.0,1350.0,50.0,1350.0
1462904,ESPORTSTMNT02:3052843,100,938680,100,485596,100,2022-10-01T01:19:03.836Z,99566404585387054,108998961199240259,107251245690956393,1017028,1550.0,0.0,0.0,50.0,0.0,50.0
1915223,ESPORTSTMNT02:3052853,200,815943,200,499594,200,2022-10-01T02:13:32.713Z,103461966965149786,108998961199174713,98767991892579754,1451003,500.0,2050.0,1100.0,100.0,1100.0,100.0
1460006,ESPORTSTMNT02:3053150,100,952167,200,211657,100,2022-10-01T20:11:36.666Z,105397404796640412,108998961199109153,98767991866488695,850025,2000.0,550.0,0.0,600.0,0.0,600.0
2056648,ESPORTSTMNT02:3053187,100,1008698,100,186947,200,2022-10-01T21:05:28.980Z,103461966965149786,108998961199240265,107251245690956393,981032,1500.0,1050.0,850.0,850.0,850.0,850.0
2048148,ESPORTSTMNT02:3053204,200,867835,100,370410,200,2022-10-01T22:12:20.033Z,106269804045322803,108998961199174695,100285330168091787,568010,1100.0,1650.0,1850.0,950.0,1850.0,950.0
1332559,ESPORTSTMNT02:3053238,100,901494,100,526908,100,2022-10-01T23:17:13.900Z,103461966951059521,108998961199174699,99566406332987990,1165011,2150.0,0.0,0.0,150.0,0.0,150.0
1422507,ESPORTSTMNT02:3053254,100,690435,100,173364,100,2022-10-02T00:08:40.211Z,98767991892579754,108998961199240255,99566408358330419,442010,3650.0,0.0,0.0,700.0,0.0,700.0
1744086,ESPORTSTMNT02:3053295,100,765313,100,170178,100,2022-10-02T01:51:17.635Z,98767991892579754,108998961199240253,102235771678061291,651016,2200.0,100.0,50.0,1800.0,50.0,1800.0
1599421,ESPORTSTMNT02:3056381,100,809720,200,418532,200,2022-10-10T01:13:47.372Z,98767991892579754,108998961199699133,107700199633958891,1054015,2850.0,50.0,50.0,150.0,50.0,150.0
1788531,ESPORTSTMNT02:3056394,100,713155,100,423627,100,2022-10-10T02:28:14.862Z,99566404585387054,108998961199633573,99566404854685458,666024,2800.0,0.0,0.0,700.0,0.0,700.0
2057596,ESPORTSTMNT02:3056626,100,803080,100,232156,200,2022-10-10T21:11:50.872Z,99566404852189289,108998961199436933,98767991926151025,993027,1000.0,50.0,1050.0,850.0,1050.0,850.0
1595763,ESPORTSTMNT02:3056652,200,622201,100,231848,200,2022-10-10T22:13:40.004Z,101383793574360315,108998961199568029,99566404854685458,917009,300.0,350.0,450.0,50.0,450.0,50.0
1743370,ESPORTSTMNT02:3056673,100,949685,100,205689,100,2022-10-10T23:13:28.015Z,100725845018863243,108998961199502479,103461966951059521,670027,1000.0,500.0,350.0,350.0,350.0,350.0
1595976,ESPORTSTMNT02:3056681,200,718242,100,48365,200,2022-10-11T00:08:48.438Z,99294153828264740,108998961199699135,98767991892579754,966019,300.0,100.0,0.0,150.0,0.0,150.0
2341606,ESPORTSTMNT02:3056705,100,841106,100,475018,100,2022-10-11T01:00:41.850Z,100205573495116443,108998961199699125,107700199633958891,1402013,2600.0,1650.0,1100.0,600.0,1100.0,600.0
1379421,ESPORTSTMNT02:3056721,200,642446,200,104239,200,2022-10-11T02:05:11.999Z,98767991954244555,108998961199633575,99566404585387054,1077003,150.0,1250.0,450.0,150.0,450.0,150.0
1501383,ESPORTSTMNT02:3057478,100,946531,100,168073,100,2022-10-13T20:05:15.540Z,98767991853197861,108998961199436929,98767991866488695,461013,400.0,200.0,150.0,150.0,150.0,150.0
1355236,ESPORTSTMNT02:3057505,100,641811,100,281103,200,2022-10-13T22:54:06.815Z,98767991853197861,108998961199436921,98767991877340524,961016,1000.0,0.0,50.0,150.0,50.0,150.0
1463861,ESPORTSTMNT02:3057686,100,863302,100,478833,200,2022-10-14T21:07:29.148Z,100725845018863243,108998961199568023,98767991926151025,769009,2550.0,0.0,0.0,150.0,0.0,150.0
1811334,ESPORTSTMNT02:3057859,100,1061127,200,185105,200,2022-10-15T19:12:41.796Z,101383793574360315,108998961199633579,98767991954244555,671018,1600.0,200.0,350.0,250.0,350.0,250.0
1761055,ESPORTSTMNT02:3057894,100,865589,100,512389,100,2022-10-15T21:20:30.865Z,99566404585387054,108998961199633581,101383793574360315,714023,1450.0,200.0,50.0,450.0,50.0,450.0
1833005,ESPORTSTMNT02:3057911,100,935333,100,231047,200,2022-10-15T22:16:29.180Z,99566404585387054,108998961199633587,98767991954244555,475009,2750.0,350.0,150.0,250.0,150.0,250.0
1436495,ESPORTSTMNT02:3057916,100,687895,100,121809,100,2022-10-15T23:13:03.958Z,99566404854685458,108998961199633577,101383793574360315,828003,1100.0,50.0,0.0,250.0,0.0,250.0
1339433,ESPORTSTMNT02:3057927,100,607505,100,267846,200,2022-10-16T01:02:31.153Z,99566404585387054,109175172788607609,101383793574360315,1381028,1400.0,0.0,0.0,250.0,0.0,250.0
2368657,ESPORTSTMNT02:3059738,200,900395,200,490414,100,2022-10-29T21:18:26.793Z,98767991853197861,108998961199830245,99566404852189289,1552029,1500.0,1550.0,1450.0,1400.0,1450.0,1400.0
1477182,ESPORTSTMNT02:3059756,200,762904,100,216224,100,2022-10-29T23:18:12.593Z,99566404852189289,108998961199830247,98767991853197861,292010,400.0,0.0,1350.0,750.0,1350.0,750.0
1760510,ESPORTSTMNT02:3059851,100,803132,100,466972,200,2022-10-30T21:16:23.221Z,100205573495116443,108998961199895787,99566404585387054,894005,1800.0,0.0,0.0,150.0,0.0,150.0
1925436,ESPORTSTMNT02:3059852,200,610701,100,205530,200,2022-10-30T22:09:09.068Z,99566404585387054,108998961199895788,100205573495116443,1377022,1800.0,1000.0,600.0,150.0,600.0,150.0
2222292,ESPORTSTMNT02:3059854,200,868438,100,524724,200,2022-10-31T00:03:41.310Z,100205573495116443,108998961199895790,99566404585387054,1067003,950.0,100.0,150.0,900.0,150.0,900.0
1350589,ESPORTSTMNT02:3080864,100,1059717,100,285007,200,2022-11-06T00:57:35.653Z,98767991853197861,108998961199895793,99566404585387054,792024,2000.0,100.0,100.0,250.0,100.0,250.0
2751492,ESPORTSTMNT02:3080870,100,1020376,200,606403,200,2022-11-06T01:50:28.643Z,99566404585387054,108998961199895794,98767991853197861,1487020,1700.0,650.0,1150.0,800.0,1150.0,800.0
1620676,ESPORTSTMNT02:3080871,100,630674,100,171068,200,2022-11-06T02:56:45.421Z,98767991853197861,108998961199895795,99566404585387054,1885025,600.0,0.0,850.0,450.0,850.0,450.0
1648672,ESPORTSTMNT02:3080872,100,935392,100,218898,200,2022-11-06T03:51:13.855Z,99566404585387054,108998961199895796,98767991853197861,945026,1950.0,100.0,100.0,450.0,100.0,450.0
1339084,ESPORTSTMNT02:3080905,100,864085,100,223723,100,2022-11-06T04:42:17.459Z,98767991853197861,108998961199895797,99566404585387054,1755008,250.0,700.0,700.0,550.0,700.0,550.0
1697050,ESPORTSTMNT02:3139465,100,948669,200,53095,200,2023-01-24T17:06:14.284Z,104710354840711661,109467209706033175,107423083507599175,726020,2000.0,600.0,300.0,300.0,300.0,300.0
2064550,ESPORTSTMNT02:3139716,200,748184,200,819683,100,2023-01-26T18:06:57.732Z,109704625422425316,109467335887666699,105520786527322647,1476017,700.0,1150.0,1350.0,550.0,1350.0,550.0
1986791,ESPORTSTMNT02:3139723,100,930161,100,393072,100,2023-01-26T19:16:06.334Z,105594135137147298,109467367966625982,103878020539746273,1472015,1700.0,0.0,150.0,100.0,150.0,100.0
2185101,ESPORTSTMNT02:3139748,100,949667,100,209059,100,2023-01-26T21:01:09.776Z,105520822049210915,109467335887666707,109539675734129088,701010,2050.0,600.0,550.0,800.0,550.0,800.0
1847619,ESPORTSTMNT02:3139796,200,923602,200,767140,200,2023-01-27T00:33:11.156Z,98926509885559666,109517090067719791,98926509892121852,1316011,400.0,450.0,1450.0,250.0,1450.0,250.0
2000400,ESPORTSTMNT02:3139852,100,985053,100,356661,100,2023-01-27T16:59:00.511Z,105504044166670507,109539770335803969,99322214689444546,2002018,1200.0,0.0,250.0,250.0,250.0,250.0
1548722,ESPORTSTMNT02:3139874,200,815493,200,366845,100,2023-01-27T20:21:01.566Z,107655539755387391,109467367966625974,103878020539746273,685007,100.0,100.0,0.0,0.0,0.0,0.0
2073406,ESPORTSTMNT02:3139886,100,1448342,100,232005,200,2023-01-27T20:25:18.400Z,102787200120306562,109539770335738369,107456352597333899,475021,2100.0,350.0,200.0,50.0,200.0,50.0
1654465,ESPORTSTMNT02:3139904,200,951603,100,176611,100,2023-01-27T21:37:19.485Z,107574959289974368,109467367966626000,108439036582886702,705016,350.0,400.0,850.0,300.0,850.0,300.0
2636772,ESPORTSTMNT02:3139906,100,906022,200,475492,200,2023-01-27T22:10:08.123Z,98926509884398584,109517090067719773,103461966951059521,2402003,1600.0,950.0,1550.0,0.0,1550.0,0.0
2265647,ESPORTSTMNT02:3139949,200,958348,100,181970,100,2023-01-28T00:11:38.918Z,98926509885559666,109517090067719799,98767991860392497,532008,950.0,1250.0,700.0,1550.0,700.0,1550.0
1624306,ESPORTSTMNT02:3139954,100,922957,100,505662,100,2023-01-28T01:27:38.323Z,99294153828264740,109517090067719761,98767991930907107,515012,1850.0,0.0,0.0,100.0,0.0,100.0
1528653,ESPORTSTMNT02:3140458,100,781236,100,517700,200,2023-01-24T18:14:38.558Z,105520796734358045,109467335887666711,105520822049210915,902024,2750.0,0.0,0.0,850.0,0.0,850.0
1558169,ESPORTSTMNT02:3140471,200,933751,200,395785,200,2023-01-24T19:07:01.094Z,107565448721890834,109467209706033219,107565477822627354,1291007,450.0,250.0,500.0,300.0,500.0,300.0
1965151,ESPORTSTMNT02:3140502,100,1026778,100,221884,200,2023-01-24T21:10:18.182Z,109704625422425316,109467335887666729,107128093558481418,1172015,2150.0,0.0,100.0,1650.0,100.0,1650.0
1830072,ESPORTSTMNT02:3140583,200,842691,200,266629,200,2023-01-25T17:07:29.035Z,107565493716773932,109467209706033203,107565477822627354,1834014,1050.0,600.0,900.0,150.0,900.0,150.0
1839362,ESPORTSTMNT02:3140630,100,888146,200,296231,100,2023-01-25T19:56:45.711Z,104710354840711661,109467209706033185,109642690191894407,418020,2750.0,350.0,250.0,700.0,250.0,700.0
1540902,ESPORTSTMNT02:3140703,100,889430,200,335419,100,2023-01-26T19:09:21.374Z,105520796734358045,109467335887666731,105520819263036609,640022,1900.0,650.0,300.0,1950.0,300.0,1950.0
1865702,ESPORTSTMNT02:3140730,100,669506,100,224344,200,2023-01-26T20:40:53.479Z,102787200132955066,109467367966625996,107655539755387391,358011,1950.0,0.0,200.0,1800.0,200.0,1800.0
1775171,ESPORTSTMNT02:3140740,100,772510,100,432017,100,2023-01-26T22:16:50.071Z,98767991877340524,109517090067719731,99294153828264740,969009,1600.0,0.0,50.0,1900.0,50.0,1900.0
1563435,ESPORTSTMNT02:3140748,100,865963,100,321901,200,2023-01-26T23:09:31.064Z,105593951536470384,109467367966691544,108439036582886702,668022,650.0,400.0,400.0,650.0,400.0,650.0
1837908,ESPORTSTMNT02:3140782,200,772247,100,660778,100,2023-01-27T02:32:58.408Z,98767991930907107,109517090067719819,98767991860392497,380027,1150.0,1850.0,0.0,200.0,0.0,200.0
2499672,ESPORTSTMNT02:3140841,100,956517,200,517392,100,2023-01-27T19:04:11.045Z,105559480124455983,109539770335738417,107416483509696259,443000,750.0,1900.0,2200.0,2000.0,2200.0,2000.0
1688535,ESPORTSTMNT02:3140905,100,962227,100,246412,200,2023-01-27T22:55:12.695Z,105593951536470384,109467367966691562,105594135137147298,723006,2350.0,600.0,300.0,0.0,300.0,0.0
1666754,ESPORTSTMNT02:3141490,100,900369,200,118643,100,2023-01-24T18:05:54.902Z,109642680932009857,109467209706033201,107565493716773932,904030,1750.0,0.0,0.0,700.0,0.0,700.0
1752196,ESPORTSTMNT02:3141537,200,942394,100,340233,200,2023-01-24T20:16:43.892Z,105520786527322647,109467335887666703,105520819263036609,697026,350.0,400.0,850.0,400.0,850.0,400.0
1425326,ESPORTSTMNT02:3141624,100,848479,100,188459,100,2023-01-25T18:07:36.561Z,107423083507599175,109467209706033195,107565448721890834,701015,2500.0,0.0,0.0,300.0,0.0,300.0
1841648,ESPORTSTMNT02:3141733,100,1020800,100,122076,200,2023-01-26T17:58:11.438Z,105559480124455983,109539770335803967,99322214689444546,672023,2500.0,150.0,400.0,1650.0,400.0,1650.0
1862789,ESPORTSTMNT02:3141736,100,1037809,100,433366,200,2023-01-26T19:05:48.153Z,107416483509696259,109539770335738359,107456352597333899,1119014,1400.0,400.0,250.0,400.0,250.0,400.0
1967008,ESPORTSTMNT02:3141749,100,882119,100,591884,200,2023-01-26T20:04:21.914Z,102787200120306562,109539770335803965,103877589042434434,765022,2500.0,650.0,100.0,150.0,100.0,150.0
1552359,ESPORTSTMNT02:3141756,100,925583,200,571558,200,2023-01-26T20:11:29.381Z,107128093558481418,109467335887666693,107179740624168899,550010,1550.0,50.0,150.0,0.0,150.0,0.0
1561202,ESPORTSTMNT02:3141774,100,981563,100,143703,100,2023-01-26T22:00:38.664Z,107574959289974368,109467367966691546,105594163014588871,391033,2250.0,1150.0,300.0,0.0,300.0,0.0
2552216,ESPORTSTMNT02:3141793,100,931037,200,204018,100,2023-01-26T23:18:57.708Z,103461966951059521,109517090067719765,99294153824386385,1005007,1650.0,1350.0,1300.0,1000.0,1300.0,1000.0
1736170,ESPORTSTMNT02:3141821,100,766822,100,421038,100,2023-01-27T01:35:13.268Z,98926509884398584,109517090067719809,98926509883054987,670031,1700.0,0.0,0.0,300.0,0.0,300.0
1705007,ESPORTSTMNT02:3141970,100,862120,100,46889,100,2023-01-28T02:21:46.732Z,98926509892121852,109517090067719801,98926509883054987,1057005,1200.0,0.0,0.0,50.0,0.0,50.0
1533020,ESPORTSTMNT02:3142054,100,725323,100,279568,100,2023-01-28T23:01:27.212Z,99566405128626825,109518697661991552,106857734387052095,450006,2250.0,50.0,50.0,200.0,50.0,200.0
1444600,ESPORTSTMNT02:3142056,100,751772,100,281830,200,2023-01-28T23:00:32.632Z,99566405123587075,109518697662122722,103461966971048042,627001,2750.0,0.0,0.0,200.0,0.0,200.0
1526909,ESPORTSTMNT02:3142154,100,717057,100,694183,100,2023-01-29T23:55:44.125Z,103461966971048042,109518697662188330,108361563004344389,1146021,800.0,0.0,0.0,0.0,0.0,0.0
1928862,ESPORTSTMNT02:3142160,100,539369,100,306671,100,2023-01-30T00:47:09.150Z,99566405124618295,109518697662057104,106857734387052095,614028,2350.0,200.0,50.0,100.0,50.0,100.0
2021165,ESPORTSTMNT02:3142222,100,714904,100,366770,100,2023-01-30T21:56:48.301Z,109671201259007744,109518697662188374,105913238372341488,638012,1900.0,0.0,0.0,650.0,0.0,650.0
1687962,ESPORTSTMNT02:3142232,100,967098,100,263396,100,2023-01-30T23:45:02.186Z,103461966975897718,109518697662057124,108361552741927561,726010,2050.0,100.0,150.0,150.0,150.0,150.0
986141,ESPORTSTMNT02:3142243,100,677931,100,122270,200,2023-01-31T01:40:31.283Z,103461966981927044,109518697662122792,108361563004344389,467005,3000.0,0.0,0.0,1000.0,0.0,1000.0
2062366,ESPORTSTMNT02:3142276,200,939699,100,392476,100,2023-01-31T18:06:04.186Z,105520796734358045,109467335887666725,109704625422425316,945014,900.0,1250.0,1050.0,750.0,1050.0,750.0
1587656,ESPORTSTMNT02:3142286,100,661939,100,176684,200,2023-01-31T18:22:27.759Z,109642680932009857,109467209706033213,107565448721890834,1210023,850.0,0.0,50.0,250.0,50.0,250.0
1986347,ESPORTSTMNT02:3142305,200,825709,100,290670,200,2023-01-31T19:22:05.677Z,107423083507599175,109467209706033193,107565477822627354,569010,1350.0,1100.0,450.0,1250.0,450.0,1250.0
1962117,ESPORTSTMNT02:3142313,200,907928,100,291949,200,2023-01-31T20:01:44.372Z,107128093558481418,109467335887666723,109539675734129088,311026,1350.0,1550.0,1350.0,900.0,1350.0,900.0
1809450,ESPORTSTMNT02:3142318,100,918253,100,304321,100,2023-01-31T21:07:26.115Z,105520822049210915,109467335887666713,105520819263036609,635003,2450.0,50.0,50.0,50.0,50.0,50.0
1670493,ESPORTSTMNT02:3142352,200,959247,200,272786,100,2023-02-01T18:02:59.038Z,107423083507599175,109467209706033199,108403526900459473,443000,50.0,0.0,500.0,600.0,500.0,600.0
1752499,ESPORTSTMNT02:3142413,100,865615,100,241435,100,2023-02-02T18:08:21.681Z,103877589042434434,109539770335738403,105503948999800557,734003,2800.0,200.0,100.0,350.0,100.0,350.0
1636093,ESPORTSTMNT02:3142418,200,896678,100,818454,200,2023-02-02T19:08:07.941Z,102787200120306562,109539770335803975,105559480124455983,441009,550.0,250.0,150.0,200.0,150.0,200.0
1708803,ESPORTSTMNT02:3142422,100,954414,100,363807,100,2023-02-02T19:54:01.669Z,105520822049210915,109467335887666715,107128093558481418,1685021,1950.0,600.0,1050.0,1500.0,1050.0,1500.0
2150932,ESPORTSTMNT02:3142423,200,1013899,100,834516,200,2023-02-02T20:08:50.758Z,107456355516438414,109539770335672819,107456352597333899,838016,1300.0,450.0,500.0,950.0,500.0,950.0
1835729,ESPORTSTMNT02:3142430,200,1104857,200,191625,200,2023-02-02T20:58:27.355Z,105520796734358045,109467335887666701,105520786527322647,1209006,50.0,600.0,1050.0,200.0,1050.0,200.0
2071958,ESPORTSTMNT02:3142434,200,922353,100,220917,100,2023-02-02T22:59:50.248Z,105594163014588871,109467367966625992,107655539755387391,1521015,400.0,200.0,950.0,300.0,950.0,300.0
1776690,ESPORTSTMNT02:3142448,200,944160,200,159383,200,2023-02-03T16:56:54.704Z,99322214689444546,109539770335738405,105503948999800557,534008,400.0,550.0,800.0,400.0,800.0,400.0
1904019,ESPORTSTMNT02:3142450,100,682528,200,146943,200,2023-02-03T18:53:34.202Z,102787200136756173,109539770335738375,107416483509696259,556026,1450.0,100.0,1250.0,1750.0,1250.0,1750.0
2046728,ESPORTSTMNT02:3143048,100,975500,100,188423,100,2023-01-28T21:07:22.602Z,103461966981927044,109518697662057170,99566405130451785,549030,2450.0,1250.0,650.0,1650.0,650.0,1650.0
1962955,ESPORTSTMNT02:3143052,200,916110,100,204485,100,2023-01-28T21:06:51.200Z,99566405124618295,109518697662122770,103461966975897718,589003,750.0,1950.0,700.0,600.0,700.0,600.0
1624859,ESPORTSTMNT02:3143057,100,920567,100,287070,100,2023-01-28T22:01:26.615Z,99566405124618295,109518697662319618,103461966975897718,1481020,1750.0,100.0,100.0,1400.0,100.0,1400.0
2167721,ESPORTSTMNT02:3143076,100,591681,200,189929,200,2023-01-28T23:50:53.761Z,106857734387052095,109518697662188400,99566405128626825,1268033,2350.0,3300.0,2800.0,1550.0,2800.0,1550.0
1832979,ESPORTSTMNT02:3143084,100,990508,200,340092,200,2023-01-29T00:44:05.553Z,99566405126602853,109518697661991538,109671201259007744,1275002,1650.0,150.0,1000.0,1400.0,1000.0,1400.0
1441809,ESPORTSTMNT02:3143090,100,728914,100,213356,100,2023-01-29T01:50:24.959Z,99566405126602853,109518697662188386,109671201259007744,992010,1900.0,50.0,100.0,1300.0,100.0,1300.0
1851130,ESPORTSTMNT02:3143092,200,785611,200,474212,200,2023-01-29T02:32:01.046Z,105913238372341488,109518697662253996,99566405127798575,731018,650.0,1100.0,150.0,650.0,150.0,650.0
1896326,ESPORTSTMNT02:3143199,100,760393,200,413398,100,2023-01-29T23:44:11.052Z,99566405128626825,109518697662254014,99566405127798575,1359013,1900.0,550.0,850.0,1800.0,850.0,1800.0
1610650,ESPORTSTMNT02:3143210,100,740442,100,275875,200,2023-01-30T01:52:38.530Z,103461966981927044,109518697662254032,99566405123587075,456017,2350.0,50.0,0.0,50.0,0.0,50.0
1519938,ESPORTSTMNT02:3143269,100,748405,100,214218,200,2023-01-30T21:04:30.418Z,105913238372341488,109518697661991526,109671201259007744,1423020,1400.0,0.0,0.0,450.0,0.0,450.0
1658206,ESPORTSTMNT02:3143294,100,854408,100,176873,200,2023-01-31T01:32:07.324Z,99566405130451785,109518697662057174,99566405126602853,658028,3000.0,0.0,0.0,1100.0,0.0,1100.0
1733036,ESPORTSTMNT02:3143404,100,827881,100,181314,200,2023-02-01T19:00:05.906Z,104710354840711661,109467209706033177,107565493716773932,1655002,1650.0,0.0,0.0,0.0,0.0,0.0
1420437,ESPORTSTMNT02:3143460,100,944645,100,181157,100,2023-02-02T20:23:40.347Z,105594135137147298,109467367966691548,107574959289974368,1068009,1400.0,50.0,50.0,0.0,50.0,0.0
1502938,ESPORTSTMNT02:3143497,100,891851,100,192606,100,2023-02-03T22:53:25.690Z,103878020539746273,109467367966625980,105594163014588871,1003019,2700.0,0.0,0.0,0.0,0.0,0.0
1517697,ESPORTSTMNT02:3144050,100,861327,100,245667,100,2023-01-29T01:43:45.185Z,99566405127798575,109518697662057148,105913238372341488,379003,2650.0,0.0,0.0,650.0,0.0,650.0
1637721,ESPORTSTMNT02:3144125,100,606080,100,207028,100,2023-01-29T21:05:29.834Z,108361552741927561,109518697661991498,109671193729027761,539029,2650.0,150.0,50.0,1300.0,50.0,1300.0
