"gametime","platformgameid","teamid"
"884732","ESPORTSTMNT03:2565855","200"
"976605","ESPORTSTMNT01:1121015","200"
"1043354","LPL_A:331623","100"
"1201696","ESPORTSTMNT03:3170256","100"
"893437","ESPORTSTMNT01:1682850","100"
"934486","ESPORTSTMNT06:2819734","100"
"968126","ESPORTSTMNT01:1153382","200"
"1068094","ESPORTSTMNT05:3220312","200"
"1156619","ESPORTSTMNT03:2885390","100"
"1068843","ESPORTSTMNT03:3185300","100"
"1596794","ESPORTSTMNT03:1750651","100"
"1025100","ESPORTSTMNT03:1341983","200"
"1081902","ESPORTSTMNT05:2530784","200"
"898800","ESPORTSTMNT02:3187653","100"
"981851","ESPORTSTMNT01:1131837","100"
"902598","ESPORTSTMNT01:2146319","200"
"952035","ESPORTSTMNT03:2654837","100"
"970498","ESPORTSTMNT01:2872668","100"
"818692","ESPORTSTMNT04:2170363","200"
"1095137","ESPORTSTMNT06:1061209","200"
"1275293","ESPORTSTMNT03:3088317","100"
"749841","ESPORTSTMNT03:2657090","100"
"818284","ESPORTSTMNT02:1084502","200"
"862263","ESPORTSTMNT01:1295541","100"
"748166","ESPORTSTMNT04:2451771","200"
"1388527","ESPORTSTMNT02:1735725","200"
"961509","ESPORTSTMNT06:1680688","100"
"859427","ESPORTSTMNT01:1886145","200"
"1381723","ESPORTSTMNT01:1130786","200"
"649106","ESPORTSTMNT06:1190935","200"
"889729","ESPORTSTMNT02:2064745","100"
"1009453","ESPORTSTMNT02:3226887","200"
"802988","ESPORTSTMNT03:2549546","100"
"922097","ESPORTSTMNT01:1153081","200"
"1210282","ESPORTSTMNT01:2040787","200"
"926958","ESPORTSTMNT05:2060302","200"
"1105651","ESPORTSTMNT03:2569548","100"
"857071","ESPORTSTMNT02:3190075","200"
"921502","ESPORTSTMNT03:1763725","100"
"979886","ESPORTSTMNT03:2564616","100"
"1079201","ESPORTSTMNT04:2667033","200"
"863245","ESPORTSTMNT01:3370334","200"
"860509","ESPORTSTMNT02:1333791","100"
"1140467","ESPORTSTMNT01:3404886","100"
"745888","ESPORTSTMNT01:2731794","100"
"640930","ESPORTSTMNT03:2794424","200"
"977332","ESPORTSTMNT03:2787725","200"
"840422","ESPORTSTMNT03:1125344","100"
"1018533","ESPORTSTMNT04:2691260","200"
"1158951","ESPORTSTMNT01:2705039","200"
"779992","ESPORTSTMNT02:3144239","100"
"1179594","ESPORTSTMNT01:2984424","100"
"867596","ESPORTSTMNT03:1413711","100"
"966468","ESPORTSTMNT02:3144025","100"
"664013","ESPORTSTMNT01:1325250","200"
"1145121","ESPORTSTMNT03:2092292","200"
"888960","ESPORTSTMNT02:2663570","200"
"1022446","ESPORTSTMNT01:1321427","200"
"1097811","ESPORTSTMNT02:1693496","100"
"1039308","ESPORTSTMNT02:2578343","100"
"1511447","ESPORTSTMNT01:1432114","100"
"1348604","ESPORTSTMNT01:1144300","100"
"1042314","ESPORTSTMNT02:2786784","200"
"1067989","ESPORTSTMNT01:3416179","100"
"1086518","ESPORTSTMNT04:2430681","100"
"1674498","ESPORTSTMNT05:2070190","100"
"922433","ESPORTSTMNT02:3159397","100"
"1507272","ESPORTSTMNT03:1767577","200"
"903260","ESPORTSTMNT01:2743804","200"
"841444","ESPORTSTMNT01:3376991","200"
"1134152","ESPORTSTMNT06:2500151","100"
"1276914","LPL_A:330739","200"
"983104","ESPORTSTMNT03:1530954","200"
"809209","ESPORTSTMNT03:2636562","100"
"866113","ESPORTSTMNT01:2141280","100"
"993584","ESPORTSTMNT03:2885412","200"
"714542","ESPORTSTMNT02:2151476","200"
"929330","ESPORTSTMNT02:3209828","100"
"1049999","ESPORTSTMNT05:2953277","100"
"806493","ESPORTSTMNT06:2774934","200"
"972963","ESPORTSTMNT04:1480405","200"
"924564","ESPORTSTMNT01:1432410","100"
"766375","ESPORTSTMNT01:3331293","200"
"728981","ESPORTSTMNT05:2600091","200"
"856497","ESPORTSTMNT03:3128049","100"
"1432389","ESPORTSTMNT02:1698009","100"
"1158869","ESPORTSTMNT06:1571186","100"
"660967","ESPORTSTMNT05:1440391","100"
"1016405","ESPORTSTMNT02:3189848","100"
"903295","ESPORTSTMNT01:1682906","200"
"1046999","ESPORTSTMNT05:1971486","100"
"1018879","ESPORTSTMNT06:1560023","100"
"801037","ESPORTSTMNT06:2768209","200"
"907226","ESPORTSTMNT01:3404678","200"
"863255","ESPORTSTMNT03:2797366","200"
"933446","ESPORTSTMNT05:2060209","200"
"872499","ESPORTSTMNT05:3090405","200"
"1308848","ESPORTSTMNT06:1170767","100"
"557427","ESPORTSTMNT01:1692996","200"
"1078581","ESPORTSTMNT01:3312216","100"
"949180","ESPORTSTMNT02:1725488","200"
"1286063","ESPORTSTMNT05:2680309","100"
"1072135","ESPORTSTMNT01:2731088","100"
"963329","ESPORTSTMNT04:2686476","100"
"801666","ESPORTSTMNT06:1510313","200"
"979961","ESPORTSTMNT03:1430722","100"
"855082","ESPORTSTMNT03:1760404","100"
"1045410","ESPORTSTMNT03:3098967","100"
"1204821","ESPORTSTMNT02:2914301","200"
"979294","ESPORTSTMNT03:1827181","200"
"1141428","ESPORTSTMNT05:1510549","100"
"596861","LPL_A:330581","200"
"920587","ESPORTSTMNT01:2771983","100"
"970431","ESPORTSTMNT03:2789692","200"
"887609","ESPORTSTMNT02:1684500","200"
"1114856","ESPORTSTMNT06:2531135","200"
"746491","ESPORTSTMNT04:2110186","100"
"867835","ESPORTSTMNT01:3315907","200"
"1184039","ESPORTSTMNT01:2744736","100"
"650243","ESPORTSTMNT01:2040468","100"
"1159168","ESPORTSTMNT01:1132064","100"
"639502","ESPORTSTMNT02:2830604","200"
"917563","ESPORTSTMNT05:3221193","100"
"905744","ESPORTSTMNT06:2500154","100"
"986653","ESPORTSTMNT02:1697715","200"
"1026328","ESPORTSTMNT03:2793073","200"
"945168","ESPORTSTMNT01:1890903","100"
"609931","ESPORTSTMNT04:2110478","200"
"908071","ESPORTSTMNT02:3222030","100"
"1079204","ESPORTSTMNT01:3387354","100"
"722258","ESPORTSTMNT02:1296174","100"
"909515","ESPORTSTMNT02:2620834","100"
"1116628","ESPORTSTMNT01:1891933","100"
"1092910","ESPORTSTMNT06:1580841","100"
"928973","ESPORTSTMNT02:1686236","200"
"1378785","ESPORTSTMNT06:2818728","100"
"999412","ESPORTSTMNT02:3220539","200"
"896174","ESPORTSTMNT03:3144019","100"
"760467","ESPORTSTMNT06:2541068","200"
"944627","ESPORTSTMNT02:1724836","100"
"1016457","ESPORTSTMNT05:2941228","100"
"1142397","ESPORTSTMNT06:1070523","100"
"957142","ESPORTSTMNT06:2769509","100"
"679557","ESPORTSTMNT01:3302392","200"
"805696","ESPORTSTMNT01:2965288","100"
"773659","ESPORTSTMNT03:2071207","100"
"845170","ESPORTSTMNT03:1751571","100"
"995980","ESPORTSTMNT01:2705943","200"
"1442669","ESPORTSTMNT01:2706561","100"
"918407","ESPORTSTMNT03:2796322","100"
"667018","ESPORTSTMNT05:1440755","100"
"675852","ESPORTSTMNT03:2050736","100"
"965430","ESPORTSTMNT02:2066274","200"
"1019304","ESPORTSTMNT02:1735520","100"
"892487","ESPORTSTMNT01:1896010","200"
"1004671","ESPORTSTMNT03:2883825","100"
"755246","ESPORTSTMNT02:2660214","100"
"865285","ESPORTSTMNT02:2556868","100"
"926624","ESPORTSTMNT05:2942241","200"
"1147939","ESPORTSTMNT01:1720186","100"
"636406","ESPORTSTMNT05:3090458","200"
"1034138","ESPORTSTMNT02:3167776","200"
"933328","ESPORTSTMNT03:1996040","100"
"932538","ESPORTSTMNT02:3154086","100"
"1158207","ESPORTSTMNT02:2810460","100"
"653398","ESPORTSTMNT03:1823181","200"
"850864","ESPORTSTMNT01:3410923","200"
"1036356","ESPORTSTMNT06:1930129","100"
"1019632","ESPORTSTMNT06:1690258","200"
"889902","ESPORTSTMNT04:2665318","100"
"873741","ESPORTSTMNT03:2638435","200"
"1530336","ESPORTSTMNT02:3220900","100"
"902354","ESPORTSTMNT01:3331625","200"
"1079182","ESPORTSTMNT02:3222338","200"
"1445288","ESPORTSTMNT02:2884903","200"
"888436","ESPORTSTMNT03:1128569","200"
"1133572","ESPORTSTMNT06:1310719","200"
"865367","ESPORTSTMNT02:2779546","100"
"1017613","ESPORTSTMNT03:1530980","200"
"1099483","ESPORTSTMNT04:1660196","100"
"466683","ESPORTSTMNT03:1230089","200"
"1071554","LPL_A:334041","100"
"739077","ESPORTSTMNT02:2554489","100"
"723502","ESPORTSTMNT05:1430436","200"
"1118412","ESPORTSTMNT06:2775864","200"
"1026276","ESPORTSTMNT02:3231263","200"
"886752","ESPORTSTMNT03:3086271","200"
"964104","ESPORTSTMNT02:3229061","200"
"562629","ESPORTSTMNT03:2796896","200"
"714376","ESPORTSTMNT05:2990075","100"
"1130442","ESPORTSTMNT04:1290183","100"
"1057314","ESPORTSTMNT01:3411304","200"
"964419","ESPORTSTMNT02:3220662","200"
"1434094","ESPORTSTMNT02:1401456","100"
"838032","ESPORTSTMNT01:1154696","200"
"719700","ESPORTSTMNT06:1170071","200"
"1033412","ESPORTSTMNT03:2101238","100"
"898901","ESPORTSTMNT05:2980703","100"
"991539","ESPORTSTMNT06:1071415","200"
"896038","ESPORTSTMNT06:2776002","100"
"603129","ESPORTSTMNT02:1938172","100"
"858603","ESPORTSTMNT02:3233124","100"
"1037143","ESPORTSTMNT01:1304054","200"
"1248625","ESPORTSTMNT01:2705675","200"
"865621","ESPORTSTMNT02:1321635","200"
"729987","ESPORTSTMNT03:3180760","200"
"981249","ESPORTSTMNT01:1721775","100"
"893520","ESPORTSTMNT06:2819855","100"
"923841","ESPORTSTMNT03:1441095","200"
"761232","ESPORTSTMNT02:1733774","200"
"918805","LPL_A:329567","100"
"933060","ESPORTSTMNT05:2941998","100"
"1305847","ESPORTSTMNT02:3149952","200"
"966968","ESPORTSTMNT03:2103930","200"
"1322232","ESPORTSTMNT03:2101680","100"
"1022157","ESPORTSTMNT03:3119955","100"
"952371","ESPORTSTMNT03:2634183","200"
"877671","ESPORTSTMNT05:1190160","200"
"956966","ESPORTSTMNT06:1680506","100"
"728010","ESPORTSTMNT03:2636108","100"
"782645","ESPORTSTMNT03:1432256","200"
"1137833","ESPORTSTMNT01:3311827","200"
"855685","ESPORTSTMNT02:3222449","200"
"1243986","ESPORTSTMNT03:2820055","100"
"984418","ESPORTSTMNT05:3090119","100"
"767033","ESPORTSTMNT03:2714197","200"
"868590","ESPORTSTMNT06:1210010","200"
"804727","ESPORTSTMNT03:1827545","200"
"711402","ESPORTSTMNT05:2951415","100"
"921194","ESPORTSTMNT03:3122828","100"
"747229","ESPORTSTMNT02:3208561","200"
"1122679","ESPORTSTMNT04:2110443","200"
"730920","ESPORTSTMNT02:2672498","200"
"840416","ESPORTSTMNT05:1970552","100"
"927593","ESPORTSTMNT03:1091175","200"
"720728","ESPORTSTMNT02:1687466","200"
"1220785","ESPORTSTMNT03:2563785","100"
"1445473","ESPORTSTMNT01:2707081","200"
"760590","ESPORTSTMNT01:3295110","200"
"1170675","ESPORTSTMNT04:2689588","200"
"1244698","ESPORTSTMNT05:2670296","100"
"951696","ESPORTSTMNT05:1220167","200"
"1126464","ESPORTSTMNT01:3382257","200"
"1041720","ESPORTSTMNT03:1825827","100"
"1014832","ESPORTSTMNT02:1931445","200"
"808422","ESPORTSTMNT04:2685748","200"
"922635","ESPORTSTMNT03:3194518","100"
"970196","ESPORTSTMNT01:1431796","100"
"795757","ESPORTSTMNT02:1381556","200"
"748718","ESPORTSTMNT02:1403474","200"
"908137","ESPORTSTMNT03:2792340","200"
"1119401","ESPORTSTMNT04:1150471","100"
"1196128","ESPORTSTMNT03:3141487","200"
"850329","LPL_A:328871","100"
"979277","ESPORTSTMNT01:2146328","200"
"861223","ESPORTSTMNT06:2532310","200"
"981032","ESPORTSTMNT03:1551597","100"
"646909","ESPORTSTMNT05:1400526","200"
"990681","ESPORTSTMNT03:1762926","200"
"888959","ESPORTSTMNT03:3182799","200"
"628607","ESPORTSTMNT03:2632679","100"
"838226","ESPORTSTMNT02:2062559","200"
"1495921","ESPORTSTMNT01:3309761","200"
"690113","ESPORTSTMNT01:2743171","100"
"844718","ESPORTSTMNT02:2785190","100"
"908976","LPL_A:331384","200"
"781988","ESPORTSTMNT03:3130913","100"
"827459","ESPORTSTMNT06:1690301","200"
"604846","ESPORTSTMNT06:2290398","200"
"651308","ESPORTSTMNT03:2567400","100"
"1011464","ESPORTSTMNT04:2470399","100"
"1103235","ESPORTSTMNT04:1280175","100"
"715401","ESPORTSTMNT02:1090827","200"
"1158156","ESPORTSTMNT01:1134623","100"
"888734","ESPORTSTMNT04:1240500","200"
"1087643","ESPORTSTMNT02:2553443","100"
"920806","ESPORTSTMNT04:2230140","100"
"965886","ESPORTSTMNT03:2071497","200"
"820756","ESPORTSTMNT05:3220600","200"
"925813","ESPORTSTMNT01:3399660","100"
"1086462","ESPORTSTMNT03:1823147","100"
"770497","ESPORTSTMNT02:1687518","100"
"759393","ESPORTSTMNT03:2788058","100"
"891200","ESPORTSTMNT06:2530928","100"
"944235","ESPORTSTMNT02:3166498","100"
"909634","ESPORTSTMNT03:3184313","100"
"752236","ESPORTSTMNT04:1961307","100"
"979242","ESPORTSTMNT02:1094909","100"
"1708344","ESPORTSTMNT04:2685838","200"
"1073621","ESPORTSTMNT01:1895937","200"
"667021","ESPORTSTMNT01:1301305","200"
"1099211","ESPORTSTMNT06:2774812","200"
"1079979","ESPORTSTMNT01:3394040","100"
"994442","ESPORTSTMNT01:3371532","200"
"726019","ESPORTSTMNT01:1121154","100"
"922668","ESPORTSTMNT01:1895974","200"
"984007","ESPORTSTMNT01:1121411","200"
"652719","ESPORTSTMNT05:3060686","100"
"925072","ESPORTSTMNT02:1086399","100"
"705395","ESPORTSTMNT01:3387868","100"
"952015","ESPORTSTMNT02:3228699","100"
"1125407","ESPORTSTMNT03:2005906","200"
"981339","ESPORTSTMNT04:2665427","100"
"895228","ESPORTSTMNT04:2658244","200"
"867799","ESPORTSTMNT02:2151777","200"
"894918","ESPORTSTMNT05:3218492","100"
"709315","ESPORTSTMNT03:1432893","100"
"955940","ESPORTSTMNT06:2470217","200"
"663100","ESPORTSTMNT02:3163759","200"
"1014850","ESPORTSTMNT03:3119931","200"
"950294","ESPORTSTMNT03:3174818","200"
"1398895","ESPORTSTMNT02:3169654","100"
"1278636","ESPORTSTMNT03:2102764","200"
"1013894","ESPORTSTMNT03:1753773","200"
"651465","ESPORTSTMNT03:2075466","200"
"713115","ESPORTSTMNT03:1341982","100"
"885212","ESPORTSTMNT04:2689389","100"
"1371308","ESPORTSTMNT01:1891894","200"
"945132","ESPORTSTMNT03:1113147","200"
"1048290","ESPORTSTMNT02:2840001","100"
"952797","ESPORTSTMNT05:1831435","100"
"1017333","ESPORTSTMNT03:1140975","200"
"896976","ESPORTSTMNT03:3091493","200"
"958700","ESPORTSTMNT03:3097573","100"
"667456","ESPORTSTMNT01:2691081","100"
"1489733","ESPORTSTMNT03:3124564","100"
"748417","ESPORTSTMNT01:3093735","200"
"841630","ESPORTSTMNT03:1767459","100"
"819675","ESPORTSTMNT02:1404260","200"
"781411","ESPORTSTMNT01:1891709","100"
"739039","ESPORTSTMNT03:1673670","200"
"896144","ESPORTSTMNT03:2001495","100"
"740180","ESPORTSTMNT02:1293718","100"
"891993","ESPORTSTMNT03:3177154","200"
"924462","ESPORTSTMNT04:2280075","200"
"1032188","ESPORTSTMNT05:2531026","100"
"951917","ESPORTSTMNT03:1755398","100"
"1696901","ESPORTSTMNT05:1440745","100"
"890403","ESPORTSTMNT01:2781212","100"
"891875","ESPORTSTMNT01:3319378","100"
"935861","ESPORTSTMNT02:2912579","200"
"1022734","ESPORTSTMNT03:3098049","100"
"1493004","ESPORTSTMNT02:3141736","100"
"790322","ESPORTSTMNT01:3380571","200"
"628718","ESPORTSTMNT03:1997023","100"
"951960","ESPORTSTMNT01:2782878","100"
"1088372","ESPORTSTMNT03:1824051","200"
"727555","ESPORTSTMNT03:2796256","200"
"1675987","ESPORTSTMNT03:3117486","100"
"1076291","ESPORTSTMNT02:2552740","200"
"1022022","ESPORTSTMNT01:3405350","100"
"1162601","ESPORTSTMNT02:3218887","200"
"741379","ESPORTSTMNT01:1321751","200"
"863584","ESPORTSTMNT03:2893487","200"
"1136903","ESPORTSTMNT04:1670329","100"
"988384","ESPORTSTMNT06:2775531","100"
"889723","ESPORTSTMNT02:3144138","100"
"959723","ESPORTSTMNT06:1071575","200"
"1162888","ESPORTSTMNT03:1128297","200"
"978460","ESPORTSTMNT02:3218348","200"
"1252866","ESPORTSTMNT02:2820160","100"
"950005","ESPORTSTMNT04:2683933","200"
"711322","ESPORTSTMNT04:1140167","200"
"960373","ESPORTSTMNT06:2817657","100"
"1069910","ESPORTSTMNT03:2564747","100"
"947866","ESPORTSTMNT02:2558464","100"
"1099860","ESPORTSTMNT02:2575865","100"
"1013872","ESPORTSTMNT03:2636922","100"
"868641","LPL_A:334566","100"
"860675","ESPORTSTMNT03:3128333","200"
"1074956","ESPORTSTMNT02:3224027","200"
"1499758","ESPORTSTMNT03:3197385","200"
"910013","ESPORTSTMNT01:2706264","100"
"1050242","ESPORTSTMNT04:2672638","100"
"815558","ESPORTSTMNT01:1120997","100"
"687005","ESPORTSTMNT06:1250430","100"
"944843","ESPORTSTMNT04:1570178","200"
"573099","ESPORTSTMNT04:1490579","200"
"834212","ESPORTSTMNT03:2544403","200"
"991673","ESPORTSTMNT03:1125358","200"
"1016639","ESPORTSTMNT02:2883724","100"
"915874","ESPORTSTMNT02:3212839","100"
"1398326","ESPORTSTMNT05:1821391","100"
"1249934","ESPORTSTMNT04:2451770","100"
"861245","ESPORTSTMNT03:1551729","100"
"1632197","ESPORTSTMNT03:3178079","200"
"1156876","ESPORTSTMNT02:1960114","200"
"898006","ESPORTSTMNT05:3060173","100"
"593707","ESPORTSTMNT02:2073689","200"
"1301825","ESPORTSTMNT02:3215103","200"
"892644","ESPORTSTMNT01:3304540","100"
"1196139","ESPORTSTMNT04:2110583","100"
"799115","ESPORTSTMNT05:2520940","200"
"1055000","ESPORTSTMNT03:3195220","100"
"552124","ESPORTSTMNT04:2410985","200"
"809983","ESPORTSTMNT03:2799935","100"
"1361119","ESPORTSTMNT02:1085311","200"
"968494","ESPORTSTMNT01:1895923","200"
"642768","ESPORTSTMNT04:1280227","200"
"1011205","ESPORTSTMNT01:2144681","100"
"1010640","ESPORTSTMNT01:3413275","100"
"1042390","ESPORTSTMNT01:2740601","100"
"981727","ESPORTSTMNT03:3179921","100"
"801668","ESPORTSTMNT02:3226664","100"
"959891","ESPORTSTMNT06:1170201","100"
"1206568","ESPORTSTMNT02:1683240","200"
"1075484","ESPORTSTMNT03:1442098","100"
"990303","ESPORTSTMNT01:2693488","100"
"1173819","ESPORTSTMNT02:2558353","200"
"909508","ESPORTSTMNT05:1831403","200"
"924353","ESPORTSTMNT06:1580513","200"
"897862","ESPORTSTMNT02:2141799","100"
"1188920","ESPORTSTMNT03:2101814","100"
"983620","ESPORTSTMNT01:3307696","200"
"798803","ESPORTSTMNT02:1414256","100"
"1030666","ESPORTSTMNT06:2470774","100"
"1103177","ESPORTSTMNT01:2138159","100"
"843280","ESPORTSTMNT02:1411724","200"
"933743","ESPORTSTMNT06:1570513","100"
"944674","ESPORTSTMNT03:3129572","100"
"1098346","ESPORTSTMNT01:3326246","100"
"714904","ESPORTSTMNT02:2660536","200"
"767114","ESPORTSTMNT06:1720393","200"
"1061816","ESPORTSTMNT03:2798087","100"
"1059072","ESPORTSTMNT01:1303581","100"
"607928","ESPORTSTMNT04:1961148","200"
"857295","ESPORTSTMNT02:3166469","100"
"903500","ESPORTSTMNT05:1820447","200"
"674610","ESPORTSTMNT06:2821128","200"
"691872","ESPORTSTMNT01:2772101","200"
"882621","ESPORTSTMNT03:1353189","200"
"1006564","ESPORTSTMNT02:3160545","200"
"654119","ESPORTSTMNT01:1403891","100"
"680911","ESPORTSTMNT03:2051431","200"
"856498","ESPORTSTMNT03:3166415","100"
"973030","ESPORTSTMNT01:2148498","100"
"636699","ESPORTSTMNT03:1822685","200"
"855932","ESPORTSTMNT01:3386695","100"
"716451","ESPORTSTMNT02:1936484","200"
"1885907","ESPORTSTMNT04:1560245","100"
"847160","ESPORTSTMNT05:3220281","100"
"946438","ESPORTSTMNT06:2510232","200"
"939729","ESPORTSTMNT01:2147664","100"
"873724","ESPORTSTMNT02:1733073","200"
"865502","ESPORTSTMNT03:3131788","100"
"955441","ESPORTSTMNT04:2688490","100"
"1109374","ESPORTSTMNT06:2260413","200"
"1038927","ESPORTSTMNT04:2665704","200"
"631267","ESPORTSTMNT06:1720911","200"
"685500","ESPORTSTMNT03:1551799","200"
"713152","ESPORTSTMNT03:3130742","100"
"1382321","ESPORTSTMNT05:3218336","100"
"896607","ESPORTSTMNT06:2763076","100"
"982353","ESPORTSTMNT03:3086653","200"
"829344","ESPORTSTMNT05:3090126","100"
"952498","ESPORTSTMNT01:1894045","100"
"1604502","ESPORTSTMNT02:1284967","100"
"1065301","ESPORTSTMNT06:2822410","100"
"1198949","ESPORTSTMNT02:3215249","100"
"1044604","ESPORTSTMNT04:2683188","100"
"1446215","ESPORTSTMNT01:2780943","100"
"1058992","ESPORTSTMNT03:2790886","100"
"1333561","ESPORTSTMNT03:3185990","200"
"972329","ESPORTSTMNT01:1432514","200"
"987727","ESPORTSTMNT04:2683850","100"
"644130","ESPORTSTMNT01:3080933","200"
"1151316","ESPORTSTMNT06:1190455","100"
"919531","ESPORTSTMNT03:2544077","100"
"818568","ESPORTSTMNT03:2635111","100"
"1302621","ESPORTSTMNT04:2471897","100"
"1186737","ESPORTSTMNT01:3418439","200"
"927456","ESPORTSTMNT03:3133283","200"
"991412","ESPORTSTMNT03:3167472","100"
"746802","ESPORTSTMNT03:2795401","100"
"906472","ESPORTSTMNT03:2590119","100"
"958325","ESPORTSTMNT04:2220558","100"
"1198028","ESPORTSTMNT03:2799039","100"
"954713","ESPORTSTMNT05:2760267","200"
"1227889","ESPORTSTMNT02:2973774","100"
"1145473","ESPORTSTMNT05:1830051","100"
"828398","ESPORTSTMNT01:3402440","100"
"682877","ESPORTSTMNT03:2055259","200"
"1144933","ESPORTSTMNT03:2072581","100"
"1148408","ESPORTSTMNT02:1925568","100"
"636969","ESPORTSTMNT05:2952417","100"
"1072291","ESPORTSTMNT06:2815418","100"
"920625","ESPORTSTMNT03:1092577","200"
"986105","ESPORTSTMNT02:2555509","100"
"1023508","ESPORTSTMNT04:2672152","200"
"909752","ESPORTSTMNT03:1766892","200"
"1071561","ESPORTSTMNT02:3157736","100"
"1330125","ESPORTSTMNT04:2663405","100"
"990361","ESPORTSTMNT03:2885599","200"
"896607","ESPORTSTMNT03:3175554","100"
"924403","ESPORTSTMNT01:2695450","100"
"925166","ESPORTSTMNT03:2633414","100"
"937643","ESPORTSTMNT02:2066635","200"
"1336269","ESPORTSTMNT01:3324865","100"
"1123914","ESPORTSTMNT06:2818123","200"
"590439","ESPORTSTMNT02:3151932","200"
"1386447","ESPORTSTMNT02:3151932","100"
"927521","ESPORTSTMNT05:1820569","100"
"869442","ESPORTSTMNT02:1694432","100"
"1137842","ESPORTSTMNT02:2073729","200"
"765232","ESPORTSTMNT04:2684645","100"
"995882","ESPORTSTMNT02:3217976","200"
"828904","ESPORTSTMNT03:1115246","200"
"1046461","ESPORTSTMNT05:2951691","100"
"946229","ESPORTSTMNT05:2942250","100"
"1007876","ESPORTSTMNT03:1301276","100"
"909076","ESPORTSTMNT03:2931144","200"
"856017","ESPORTSTMNT01:1426113","200"
"832457","ESPORTSTMNT01:1886080","100"
"953052","ESPORTSTMNT04:1890093","200"
"861367","ESPORTSTMNT06:1050055","100"
"798626","ESPORTSTMNT05:2060097","200"
"1035882","ESPORTSTMNT03:1817313","100"
"726970","ESPORTSTMNT05:1430804","200"
"928340","ESPORTSTMNT01:3384405","100"
"953299","ESPORTSTMNT02:2789075","100"
"895583","ESPORTSTMNT02:2552817","200"
"636873","ESPORTSTMNT02:1401953","100"
"748903","ESPORTSTMNT01:1120767","100"
"1169711","ESPORTSTMNT04:2450089","200"
"805116","ESPORTSTMNT02:2840241","100"
"926406","ESPORTSTMNT03:3124728","200"
"1403313","ESPORTSTMNT06:2773386","200"
"904970","ESPORTSTMNT03:1961036","200"
"919115","ESPORTSTMNT03:1961036","100"
"1186924","ESPORTSTMNT02:2884291","100"
"940331","ESPORTSTMNT01:2708032","200"
"1549420","ESPORTSTMNT03:1756464","200"
"1064086","ESPORTSTMNT03:3088451","100"
"1009826","ESPORTSTMNT03:1412156","100"
"768352","ESPORTSTMNT01:3330804","100"
"739926","ESPORTSTMNT01:2138994","100"
"900917","ESPORTSTMNT05:2530896","100"
"856620","ESPORTSTMNT01:2144328","200"
"1016327","ESPORTSTMNT06:2510240","200"
"1068470","ESPORTSTMNT06:1070330","200"
"1016374","ESPORTSTMNT04:2110434","200"
"836255","ESPORTSTMNT03:3099838","100"
"966058","ESPORTSTMNT03:2799040","100"
"824145","ESPORTSTMNT02:3153371","200"
"826728","ESPORTSTMNT02:1270641","100"
"966494","ESPORTSTMNT03:1816659","100"
"1067042","ESPORTSTMNT01:3300699","100"
"932082","ESPORTSTMNT05:3221278","200"
"809403","ESPORTSTMNT03:3185658","100"
"986225","ESPORTSTMNT03:2797677","100"
"892241","ESPORTSTMNT03:2569376","100"
"1575722","ESPORTSTMNT02:2830604","100"
"580175","ESPORTSTMNT06:1880458","200"
"810636","ESPORTSTMNT02:1092097","100"
"708706","ESPORTSTMNT03:1683949","100"
"975792","ESPORTSTMNT03:3091833","200"
"1128932","ESPORTSTMNT01:2706607","100"
"1001388","ESPORTSTMNT01:2708021","100"
"886314","ESPORTSTMNT02:2064193","200"
"1069331","ESPORTSTMNT04:2669238","200"
"1059657","ESPORTSTMNT02:1683686","100"
"952742","ESPORTSTMNT03:1110970","200"
"1131362","ESPORTSTMNT06:2768870","200"
"955251","ESPORTSTMNT04:2410459","200"
"639888","ESPORTSTMNT01:1401566","100"
"1013109","ESPORTSTMNT03:3166620","100"
"801178","ESPORTSTMNT01:2905393","200"
"960629","ESPORTSTMNT03:1824365","200"
"748968","ESPORTSTMNT05:2060434","200"
"936319","ESPORTSTMNT01:2704268","200"
"980618","ESPORTSTMNT01:3409279","200"
"789869","ESPORTSTMNT04:970863","200"
"945846","ESPORTSTMNT01:2964948","100"
"1036251","ESPORTSTMNT02:3222295","100"
"987275","ESPORTSTMNT04:2330043","100"
"1166108","ESPORTSTMNT01:3326540","100"
"949252","ESPORTSTMNT02:1687445","200"
"974177","ESPORTSTMNT06:1170592","100"
"837556","ESPORTSTMNT01:1296656","100"
"966899","ESPORTSTMNT06:2542284","100"
"709427","ESPORTSTMNT06:1200112","100"
"1078833","ESPORTSTMNT03:3179948","200"
"693525","ESPORTSTMNT04:2430797","200"
"968665","ESPORTSTMNT01:3330528","200"
"1362077","ESPORTSTMNT04:2683466","200"
"1019529","ESPORTSTMNT01:3409803","100"
"659554","ESPORTSTMNT04:1970669","200"
"895911","ESPORTSTMNT02:2240113","200"
"1007340","ESPORTSTMNT02:3154086","200"
"1377567","ESPORTSTMNT04:2664063","200"
"854335","ESPORTSTMNT06:2775898","200"
"975978","ESPORTSTMNT01:2912071","200"
"1568274","ESPORTSTMNT01:2690255","100"
"990796","ESPORTSTMNT01:1692654","200"
"1026679","ESPORTSTMNT02:2150502","200"
"714688","ESPORTSTMNT03:2007104","200"
"1045713","ESPORTSTMNT01:1881217","100"
"1035636","ESPORTSTMNT01:3335017","100"
"896722","ESPORTSTMNT05:2070713","100"
"1046843","ESPORTSTMNT01:1144593","200"
"796522","ESPORTSTMNT04:2689370","100"
