"platformgameid","teamid","side","shutdown_collected","blue_max_shutdown","red_max_shutdown"
"ESPORTSTMNT01:1692654","105521402545275594","200",,"1150.0","150.0"
"ESPORTSTMNT01:3328298","99566408221114231","200","250","1250.0","250.0"
"ESPORTSTMNT01:3328298","99566408217955692","100","650","1250.0","250.0"
"ESPORTSTMNT02:1731066","105593129376630217","100",,"1700.0","100.0"
"ESPORTSTMNT02:1731066","105593213115128994","200",,"1700.0","100.0"
"ESPORTSTMNT01:2742529","106806773698472633","200","0","1450.0","0.0"
"ESPORTSTMNT01:2742529","98767991935149427","100","150","1450.0","0.0"
"ESPORTSTMNT05:3090376","105514967858969605","100","850","800.0","1100.0"
"ESPORTSTMNT05:3090376","105594135137147298","200","1350","800.0","1100.0"
"ESPORTSTMNT02:1323134","100725845018863243","200",,"900.0","1200.0"
"ESPORTSTMNT02:1323134","99566404581868574","100",,"900.0","1200.0"
"ESPORTSTMNT01:2903247","107581689894520368","200","1950","1300.0","100.0"
"ESPORTSTMNT01:2903247","107581765633427097","100","150","1300.0","100.0"
"ESPORTSTMNT03:2714344","104367068120825486","100","450","100.0","900.0"
"ESPORTSTMNT03:2714344","103461966951059521","200","50","100.0","900.0"
"ESPORTSTMNT04:2431176","104710383210356454","200","1100","1650.0","0.0"
"ESPORTSTMNT04:2431176","105520788833075738","100","750","1650.0","0.0"
"ESPORTSTMNT03:1551821","99322214684939974","200",,"900.0","0.0"
"ESPORTSTMNT03:1551821","99566404854685458","100",,"900.0","0.0"
"ESPORTSTMNT03:1341982","99566406338282437","200",,"200.0","500.0"
"ESPORTSTMNT03:1341982","98767991921462763","100",,"200.0","500.0"
"ESPORTSTMNT02:3171294","109695924147263860","200","1700","850.0","0.0"
"ESPORTSTMNT02:3171294","109696073114910519","100","50","850.0","0.0"
"ESPORTSTMNT01:3383672","100725845022060229","100","1500","750.0","700.0"
"ESPORTSTMNT01:3383672","105505619546859895","200","1250","750.0","700.0"
"ESPORTSTMNT05:2670232","108203166973601408","100","900","750.0","450.0"
"ESPORTSTMNT05:2670232","108203173414485265","200","600","750.0","450.0"
"ESPORTSTMNT01:3415614","104841890701948065","100","100","1550.0","100.0"
"ESPORTSTMNT01:3415614","107581284487120142","200","100","1550.0","100.0"
"ESPORTSTMNT06:2531557","99566408221961358","100","650","500.0","450.0"
"ESPORTSTMNT06:2531557","105397404796640412","200","550","500.0","450.0"
"ESPORTSTMNT03:1341527","99566404579461230","200",,"200.0","200.0"
"ESPORTSTMNT03:1341527","100205573495116443","100",,"200.0","200.0"
"ESPORTSTMNT01:2571567","107251374793416561","100",,"1100.0","0.0"
"ESPORTSTMNT01:2571567","107251231972989211","200",,"1100.0","0.0"
"ESPORTSTMNT06:1860885","105515219038427019","100",,"1100.0","0.0"
"ESPORTSTMNT06:1860885","103935446548920777","200",,"1100.0","0.0"
"ESPORTSTMNT01:2200810","105550024238752685","100",,"950.0","100.0"
"ESPORTSTMNT01:2200810","105550049871017396","200",,"950.0","100.0"
"ESPORTSTMNT03:1551764","98926509892121852","100",,"700.0","200.0"
"ESPORTSTMNT03:1551764","99322214684939974","200",,"700.0","200.0"
"ESPORTSTMNT02:1937967","99566404585387054","200",,"1400.0","250.0"
"ESPORTSTMNT02:1937967","99566404581868574","100",,"1400.0","250.0"
"ESPORTSTMNT01:2870691","103461966951059521","200","150","50.0","850.0"
"ESPORTSTMNT01:2870691","98926509885559666","100","1150","50.0","850.0"
"ESPORTSTMNT03:3092597","101428372602011186","200","850","950.0","0.0"
"ESPORTSTMNT03:3092597","101428372607057464","100","50","950.0","0.0"
"ESPORTSTMNT02:1394969","103535282119620510","100",,"1650.0","500.0"
"ESPORTSTMNT02:1394969","101428372598668846","200",,"1650.0","500.0"
"ESPORTSTMNT06:2815418","104710682193583854","200","500","1100.0","200.0"
"ESPORTSTMNT06:2815418","105553606349477427","100","50","1100.0","200.0"
"ESPORTSTMNT02:3210604","107437032053655867","200","500","1550.0","400.0"
"ESPORTSTMNT02:3210604","98767991921462763","100","700","1550.0","400.0"
"ESPORTSTMNT01:3308956","101428372605353526","200","100","100.0","250.0"
"ESPORTSTMNT01:3308956","101428372598668846","100","300","100.0","250.0"
"ESPORTSTMNT03:1823974","100205573496804586","100",,"900.0","200.0"
"ESPORTSTMNT03:1823974","100725845018863243","200",,"900.0","200.0"
"ESPORTSTMNT05:3060410","98767991940181526","200","1600","1400.0","500.0"
"ESPORTSTMNT05:3060410","98767991926151025","100","1450","1400.0","500.0"
"ESPORTSTMNT03:2101685","98767991897792379","100",,"1550.0","750.0"
"ESPORTSTMNT03:2101685","99566406493155041","200",,"1550.0","750.0"
"ESPORTSTMNT05:3239484","103935468920814040","200","0","1350.0","350.0"
"ESPORTSTMNT05:3239484","105504044166670507","100","250","1350.0","350.0"
"ESPORTSTMNT01:3387101","100725845018863243","100","0","50.0","0.0"
"ESPORTSTMNT01:3387101","99566404579461230","200","0","50.0","0.0"
"LPL_A:331117","99566404848691211","200","1050","1150.0","100.0"
"LPL_A:331117","101388912914513220","100","400","1150.0","100.0"
"ESPORTSTMNT03:2004993","99566405130451785","100",,"800.0","250.0"
"ESPORTSTMNT03:2004993","103461966981927044","200",,"800.0","250.0"
"ESPORTSTMNT01:3296319","99566405128626825","100","100","1100.0","50.0"
"ESPORTSTMNT01:3296319","103461966975897718","200","1050","1100.0","50.0"
"ESPORTSTMNT06:2470479","107597866344501908","100","450","150.0","1200.0"
"ESPORTSTMNT06:2470479","108404211655217274","200","50","150.0","1200.0"
"ESPORTSTMNT04:2670380","105520819263036609","200","200","650.0","100.0"
"ESPORTSTMNT04:2670380","105520786527322647","100","100","650.0","100.0"
"ESPORTSTMNT06:1690411","105521408363571548","100",,"850.0","0.0"
"ESPORTSTMNT06:1690411","102787200151698443","200",,"850.0","0.0"
"ESPORTSTMNT04:2663089","107456352597333899","200","800","600.0","1450.0"
"ESPORTSTMNT04:2663089","102787200136756173","100","950","600.0","1450.0"
"ESPORTSTMNT03:3098983","101428372598668846","100","0","300.0","950.0"
"ESPORTSTMNT03:3098983","109668849651338559","200","50","300.0","950.0"
"ESPORTSTMNT01:3384040","106857734387052095","100","1400","550.0","450.0"
"ESPORTSTMNT01:3384040","102141671183409133","200","750","550.0","450.0"
"ESPORTSTMNT02:2061900","106382545123328648","200",,"700.0","650.0"
"ESPORTSTMNT02:2061900","102787200129022886","100",,"700.0","650.0"
"ESPORTSTMNT03:2568586","107599174108436104","100","1450","1300.0","700.0"
"ESPORTSTMNT03:2568586","107599156601411192","200","600","1300.0","700.0"
"ESPORTSTMNT05:2980703","105913232697120493","100","100","1050.0","100.0"
"ESPORTSTMNT05:2980703","108361565719424734","200","650","1050.0","100.0"
"ESPORTSTMNT01:3334092","100205573495116443","100","50","1000.0","50.0"
"ESPORTSTMNT01:3334092","100205573496804586","200","700","1000.0","50.0"
"ESPORTSTMNT03:2055238","100289931264192378","200",,"950.0","600.0"
"ESPORTSTMNT03:2055238","101978171843206569","100",,"950.0","600.0"
"ESPORTSTMNT01:2142440","106295024192678387","100",,"1650.0","0.0"
"ESPORTSTMNT01:2142440","105537226118106446","200",,"1650.0","0.0"
"ESPORTSTMNT01:3306454","105550054006182911","200","350","800.0","0.0"
"ESPORTSTMNT01:3306454","105550049871017396","100","0","800.0","0.0"
"ESPORTSTMNT03:2543554","107423086908356081","200","700","1050.0","0.0"
"ESPORTSTMNT03:2543554","104710354840711661","100","100","1050.0","0.0"
"ESPORTSTMNT03:2890912","99566405126602853","100","150","1050.0","850.0"
"ESPORTSTMNT03:2890912","103461966971048042","200","2250","1050.0","850.0"
"ESPORTSTMNT02:3233124","107258254469504696","200","900","200.0","400.0"
"ESPORTSTMNT02:3233124","107251245690956393","100","900","200.0","400.0"
"ESPORTSTMNT04:2689705","107416483509696259","200","100","1300.0","0.0"
"ESPORTSTMNT04:2689705","105559480124455983","100","250","1300.0","0.0"
"ESPORTSTMNT02:2660979","107467827374313054","200","700","1550.0","350.0"
"ESPORTSTMNT02:2660979","103877625775457850","100","300","1550.0","350.0"
"ESPORTSTMNT03:2055188","106421708401759879","200",,"1550.0","300.0"
"ESPORTSTMNT03:2055188","104270958001747936","100",,"1550.0","300.0"
"ESPORTSTMNT02:3140583","107565493716773932","100","900","1000.0","400.0"
"ESPORTSTMNT02:3140583","107565477822627354","200","150","1000.0","400.0"
"ESPORTSTMNT04:2687402","109697689430777005","100","400","750.0","400.0"
"ESPORTSTMNT04:2687402","106371141659311452","200","100","750.0","400.0"
"ESPORTSTMNT02:3218325","102141671183409133","200","1300","950.0","250.0"
"ESPORTSTMNT02:3218325","106857761435870473","100","400","950.0","250.0"
"ESPORTSTMNT03:2930658","102787200155434012","100","550","900.0","200.0"
"ESPORTSTMNT03:2930658","105519746234964687","200","1200","900.0","200.0"
"ESPORTSTMNT01:2703280","105550036134585264","200",,"1300.0","200.0"
"ESPORTSTMNT01:2703280","105550049871017396","100",,"1300.0","200.0"
"ESPORTSTMNT03:3130934","107597875833524424","100","400","1700.0","0.0"
"ESPORTSTMNT03:3130934","107597870621708485","200","400","1700.0","0.0"
"ESPORTSTMNT01:3316867","109783124183318312","100","600","1250.0","150.0"
"ESPORTSTMNT01:3316867","109783130654973406","200","450","1250.0","150.0"
"ESPORTSTMNT04:1800435","98767991949608898","100",,"950.0","950.0"
"ESPORTSTMNT04:1800435","103495716886587312","200",,"950.0","950.0"
"ESPORTSTMNT05:2670463","108203161924300737","100","200","350.0","1000.0"
"ESPORTSTMNT05:2670463","108203169709977541","200","650","350.0","1000.0"
"ESPORTSTMNT02:2557198","103535282124208038","100",,"500.0","900.0"
"ESPORTSTMNT02:2557198","99566406332987990","200",,"500.0","900.0"
"ESPORTSTMNT06:1680183","103535282148790975","100",,"1400.0","200.0"
"ESPORTSTMNT06:1680183","103535282146169523","200",,"1400.0","200.0"
"ESPORTSTMNT03:2883358","99566405123587075","200","750","1700.0","0.0"
"ESPORTSTMNT03:2883358","99566405130451785","100","0","1700.0","0.0"
"ESPORTSTMNT01:1896245","104710359142494900","200",,"150.0","850.0"
"ESPORTSTMNT01:1896245","105536952747658409","100",,"150.0","850.0"
"LPL_A:335524","99566404847770461","200","900","550.0","0.0"
"LPL_A:335524","103461966986776720","100","100","550.0","0.0"
"ESPORTSTMNT06:2540390","99322214695067838","100","200","1400.0","0.0"
"ESPORTSTMNT06:2540390","98767991940181526","200","0","1400.0","0.0"
"ESPORTSTMNT02:1332624","100205573496804586","200",,"1300.0","0.0"
"ESPORTSTMNT02:1332624","100725845018863243","100",,"1300.0","0.0"
"ESPORTSTMNT03:1824058","98767991926151025","100",,"2050.0","0.0"
"ESPORTSTMNT03:1824058","103461966965149786","200",,"2050.0","0.0"
"ESPORTSTMNT01:3300993","98767991921462763","200","750","1000.0","1100.0"
"ESPORTSTMNT01:3300993","103535282124208038","100","1150","1000.0","1100.0"
"ESPORTSTMNT06:2541482","102235771678061291","100","0","1850.0","0.0"
"ESPORTSTMNT06:2541482","103495716886587312","200","1850","1850.0","0.0"
"ESPORTSTMNT04:1970999","98767991877340524","100",,"650.0","200.0"
"ESPORTSTMNT04:1970999","100725845018863243","200",,"650.0","200.0"
"ESPORTSTMNT03:2886243","106827827857159558","200","700","350.0","200.0"
"ESPORTSTMNT03:2886243","106827823550343961","100","200","350.0","200.0"
"ESPORTSTMNT03:2562589","106269859169658575","200","550","1700.0","0.0"
"ESPORTSTMNT03:2562589","104367068120825486","100","0","1700.0","0.0"
"ESPORTSTMNT01:2131062","105521412995449549","200",,"650.0","1050.0"
"ESPORTSTMNT01:2131062","105521402545275594","100",,"650.0","1050.0"
"ESPORTSTMNT02:3212459","105913238372341488","100","150","950.0","0.0"
"ESPORTSTMNT02:3212459","99566405126602853","200","1550","950.0","0.0"
"ESPORTSTMNT02:3153939","108361552741927561","200","200","250.0","1050.0"
"ESPORTSTMNT02:3153939","99566405126602853","100","100","250.0","1050.0"
"ESPORTSTMNT02:1960107","102747101565183056","200",,"950.0","850.0"
"ESPORTSTMNT02:1960107","99566404585387054","100",,"950.0","850.0"
"ESPORTSTMNT05:2580439","107416342401528388","200","0","1900.0","150.0"
"ESPORTSTMNT05:2580439","105521412995449549","100","100","1900.0","150.0"
"ESPORTSTMNT02:3163043","100725845018863243","200","900","650.0","800.0"
"ESPORTSTMNT02:3163043","99566404581868574","100","850","650.0","800.0"
"ESPORTSTMNT04:2689091","102141671183409133","200","700","1450.0","50.0"
"ESPORTSTMNT04:2689091","99566405124618295","100","50","1450.0","50.0"
"ESPORTSTMNT06:1720938","103535282124208038","200",,"1550.0","50.0"
"ESPORTSTMNT06:1720938","100725845018863243","100",,"1550.0","50.0"
"ESPORTSTMNT06:2775696","105514967858969605","100","300","1150.0","250.0"
"ESPORTSTMNT06:2775696","105514907449611976","200","400","1150.0","250.0"
"ESPORTSTMNT03:2796198","107582641798795198","100","200","300.0","1450.0"
"ESPORTSTMNT03:2796198","107582618156093368","200","200","300.0","1450.0"
"ESPORTSTMNT03:1353591","104016416551172375","100",,"200.0","50.0"
"ESPORTSTMNT03:1353591","100725845022060229","200",,"200.0","50.0"
"ESPORTSTMNT01:2144360","105593129376630217","200",,"650.0","150.0"
"ESPORTSTMNT01:2144360","104710678170825211","100",,"650.0","150.0"
"ESPORTSTMNT01:2030418","103877554248683116","200",,"1200.0","0.0"
"ESPORTSTMNT01:2030418","102787200120306562","100",,"1200.0","0.0"
"ESPORTSTMNT02:3158406","105553606349477427","100","0","2000.0","0.0"
"ESPORTSTMNT02:3158406","105521408363571548","200","300","2000.0","0.0"
"ESPORTSTMNT03:3084524","107467794614674479","200","50","900.0","250.0"
"ESPORTSTMNT03:3084524","103877625775457850","100","1100","900.0","250.0"
"ESPORTSTMNT03:2568111","105593951536470384","100","350","1050.0","100.0"
"ESPORTSTMNT03:2568111","105594101461473671","200","1200","1050.0","100.0"
"ESPORTSTMNT05:3219558","103495716836203404","200","550","1050.0","0.0"
"ESPORTSTMNT05:3219558","109669678317817381","100","0","1050.0","0.0"
"ESPORTSTMNT06:2190804","103495716836203404","200","0","1850.0","350.0"
"ESPORTSTMNT06:2190804","99566406065437842","100","400","1850.0","350.0"
"ESPORTSTMNT03:2786350","98767991853197861","200","550","600.0","250.0"
"ESPORTSTMNT03:2786350","100725845018863243","100","450","600.0","250.0"
"ESPORTSTMNT01:2772707","103877891572305836","200","900","1600.0","150.0"
"ESPORTSTMNT01:2772707","107423109717243380","100","50","1600.0","150.0"
"ESPORTSTMNT06:1680197","100289931264192378","200",,"1250.0","300.0"
"ESPORTSTMNT06:1680197","103963715924353674","100",,"1250.0","300.0"
"ESPORTSTMNT04:2683274","99566406065437842","200","50","1150.0","100.0"
"ESPORTSTMNT04:2683274","109669678317817381","100","50","1150.0","100.0"
"ESPORTSTMNT02:3160418","101428372598668846","200","600","1500.0","0.0"
"ESPORTSTMNT02:3160418","103535282119620510","100","0","1500.0","0.0"
"ESPORTSTMNT02:3218812","106827848618374543","200","950","1300.0","100.0"
"ESPORTSTMNT02:3218812","106827844148688268","100","100","1300.0","100.0"
"ESPORTSTMNT01:3328205","99566404585387054","200","350","200.0","150.0"
"ESPORTSTMNT01:3328205","99566404579461230","100","50","200.0","150.0"
"ESPORTSTMNT02:2775616","106250729133367861","200","2550","1600.0","1050.0"
"ESPORTSTMNT02:2775616","105521706535388095","100","50","1600.0","1050.0"
"ESPORTSTMNT04:1140510","99566404581868574","200",,"650.0","200.0"
"ESPORTSTMNT04:1140510","100205573495116443","100",,"650.0","200.0"
"ESPORTSTMNT03:1763725","103877625775457850","100",,"100.0","1250.0"
"ESPORTSTMNT03:1763725","105537444152141556","200",,"100.0","1250.0"
"ESPORTSTMNT03:3179948","110428362822825796","100","250","950.0","50.0"
"ESPORTSTMNT03:3179948","102141671183409133","200","750","950.0","50.0"
"ESPORTSTMNT03:2563523","105521293297166647","100","1150","850.0","500.0"
"ESPORTSTMNT03:2563523","106250729133367861","200","350","850.0","500.0"
"ESPORTSTMNT01:3317675","103878020539746273","100","1600","750.0","1200.0"
"ESPORTSTMNT01:3317675","105594135137147298","200","900","750.0","1200.0"
"ESPORTSTMNT01:3388020","107580483738977500","100","600","1400.0","0.0"
"ESPORTSTMNT01:3388020","110534732558665825","200","900","1400.0","0.0"
"ESPORTSTMNT01:3312264","107580497041999074","200","300","1550.0","0.0"
"ESPORTSTMNT01:3312264","109782787975510889","100","900","1550.0","0.0"
"ESPORTSTMNT01:1325606","100285330168091787","200",,"1400.0","650.0"
"ESPORTSTMNT01:1325606","101428372605353526","100",,"1400.0","650.0"
"ESPORTSTMNT05:3060461","102787200126663579","100","350","1550.0","900.0"
"ESPORTSTMNT05:3060461","105553606349477427","200","2600","1550.0","900.0"
"ESPORTSTMNT01:2130762","105532840001188717","100",,"500.0","1550.0"
"ESPORTSTMNT01:2130762","103877625775457850","200",,"500.0","1550.0"
"ESPORTSTMNT02:3191123","108573042084687884","200","450","350.0","200.0"
"ESPORTSTMNT02:3191123","107251231972989211","100","1650","350.0","200.0"
"ESPORTSTMNT03:1815068","105549991104165282","200",,"150.0","0.0"
"ESPORTSTMNT03:1815068","105550001032913831","100",,"150.0","0.0"
"ESPORTSTMNT03:1441817","100205573496804586","200",,"1650.0","50.0"
"ESPORTSTMNT03:1441817","100725845022060229","100",,"1650.0","50.0"
"ESPORTSTMNT02:1323408","99566406332122275","200",,"850.0","150.0"
"ESPORTSTMNT02:1323408","101383792891050518","100",,"850.0","150.0"
"ESPORTSTMNT04:1250124","103535282158162659","100",,"50.0","700.0"
"ESPORTSTMNT04:1250124","103535282148790975","200",,"50.0","700.0"
"ESPORTSTMNT05:1820228","103535282113853330","100",,"2250.0","0.0"
"ESPORTSTMNT05:1820228","103535282148790975","200",,"2250.0","0.0"
"ESPORTSTMNT02:3160582","105520822049210915","100","0","200.0","850.0"
"ESPORTSTMNT02:3160582","105520819263036609","200","150","200.0","850.0"
"ESPORTSTMNT02:2554926","99566405127798575","200",,"1300.0","0.0"
"ESPORTSTMNT02:2554926","103461966971048042","100",,"1300.0","0.0"
"ESPORTSTMNT01:3417308","100205573496804586","200","250","1250.0","100.0"
"ESPORTSTMNT01:3417308","99566404579461230","100","0","1250.0","100.0"
"ESPORTSTMNT01:2707756","103935421249833954","100",,"1750.0","0.0"
"ESPORTSTMNT01:2707756","102787200126663579","200",,"1750.0","0.0"
"ESPORTSTMNT02:2775871","108319257932089006","200","400","650.0","950.0"
"ESPORTSTMNT02:2775871","107603596915629288","100","100","650.0","950.0"
"ESPORTSTMNT05:2560485","105553606349477427","200","1700","1250.0","150.0"
"ESPORTSTMNT05:2560485","105521419784127190","100","800","1250.0","150.0"
"ESPORTSTMNT02:3161625","109704625422425316","200","350","1450.0","50.0"
"ESPORTSTMNT02:3161625","105520796734358045","100","0","1450.0","50.0"
"ESPORTSTMNT02:3211002","104843437139220481","200","1000","900.0","650.0"
"ESPORTSTMNT02:3211002","107598805167594304","100","1050","900.0","650.0"
"ESPORTSTMNT03:3196051","107580497041999074","100","550","50.0","450.0"
"ESPORTSTMNT03:3196051","110534741480867943","200","0","50.0","450.0"
"ESPORTSTMNT03:3181494","107581750701049485","200","1850","1200.0","150.0"
"ESPORTSTMNT03:3181494","107582178455767077","100","100","1200.0","150.0"
"ESPORTSTMNT04:2450213","101422616509070746","200","50","100.0","200.0"
"ESPORTSTMNT04:2450213","99566406065437842","100","1000","100.0","200.0"
"ESPORTSTMNT02:2076419","100205573496804586","100",,"1200.0","50.0"
"ESPORTSTMNT02:2076419","105505619546859895","200",,"1200.0","50.0"
"ESPORTSTMNT01:3380627","108361552741927561","100","850","1400.0","800.0"
"ESPORTSTMNT01:3380627","103461966971048042","200","1750","1400.0","800.0"
"ESPORTSTMNT05:1430090","98767991940181526","100",,"800.0","1350.0"
"ESPORTSTMNT05:1430090","99322214695067838","200",,"800.0","1350.0"
"ESPORTSTMNT01:2916900","108159968741268165","200","300","200.0","750.0"
"ESPORTSTMNT01:2916900","102141671181705193","100","1250","200.0","750.0"
"ESPORTSTMNT03:2075450","99566408221961358","200",,"1300.0","550.0"
"ESPORTSTMNT03:2075450","100205576307813373","100",,"1300.0","550.0"
"ESPORTSTMNT03:3183232","105521412995449549","200","200","1900.0","0.0"
"ESPORTSTMNT03:3183232","109800832177252614","100","0","1900.0","0.0"
"ESPORTSTMNT03:1812903","100205573496804586","100",,"2050.0","100.0"
"ESPORTSTMNT03:1812903","102747101565183056","200",,"2050.0","100.0"
"ESPORTSTMNT06:2190142","104251016988118464","100","450","150.0","450.0"
"ESPORTSTMNT06:2190142","103535282140533402","200","150","150.0","450.0"
"ESPORTSTMNT03:3189335","103461966971048042","200","900","1000.0","0.0"
"ESPORTSTMNT03:3189335","99566405124618295","100","0","1000.0","0.0"
"ESPORTSTMNT06:1320442","99322214689444546","200",,"150.0","950.0"
"ESPORTSTMNT06:1320442","101383793567806688","100",,"150.0","950.0"
"ESPORTSTMNT01:3335438","105549993449477104","100","0","1150.0","0.0"
"ESPORTSTMNT01:3335438","105550001032913831","200","100","1150.0","0.0"
"ESPORTSTMNT03:2704299","107598788926820994","100","700","1350.0","0.0"
"ESPORTSTMNT03:2704299","107598764318774383","200","150","1350.0","0.0"
"ESPORTSTMNT05:1540082","99322214689444546","100",,"800.0","50.0"
"ESPORTSTMNT05:1540082","101383793572656373","200",,"800.0","50.0"
"ESPORTSTMNT03:2794600","107582169874155554","200","100","100.0","50.0"
"ESPORTSTMNT03:2794600","107582181197106556","100","650","100.0","50.0"
"ESPORTSTMNT01:3314898","101383792559569368","200","2500","1400.0","200.0"
"ESPORTSTMNT01:3314898","104841890701948065","100","1150","1400.0","200.0"
"ESPORTSTMNT06:1830784","103535282148790975","100",,"800.0","200.0"
"ESPORTSTMNT06:1830784","103535282113853330","200",,"800.0","200.0"
"ESPORTSTMNT02:2820595","107598651997213225","200","700","1450.0","0.0"
"ESPORTSTMNT02:2820595","107598699275015260","100","0","1450.0","0.0"
"ESPORTSTMNT06:1200055","103877589042434434","100",,"400.0","100.0"
"ESPORTSTMNT06:1200055","102787200155434012","200",,"400.0","100.0"
"ESPORTSTMNT03:2635002","107599156601411192","200","1150","600.0","350.0"
"ESPORTSTMNT03:2635002","107599089191671351","100","400","600.0","350.0"
"ESPORTSTMNT06:2823138","110424397251619481","100","900","1300.0","300.0"
"ESPORTSTMNT06:2823138","110424394375218208","200","650","1300.0","300.0"
"ESPORTSTMNT03:1825508","105913232697120493","200",,"1000.0","1250.0"
"ESPORTSTMNT03:1825508","103461966981927044","100",,"1000.0","1250.0"
"ESPORTSTMNT01:2810245","101428372603715124","100","700","150.0","250.0"
"ESPORTSTMNT01:2810245","101428372598668846","200","300","150.0","250.0"
"ESPORTSTMNT06:2819734","103877675241047720","200","700","1200.0","0.0"
"ESPORTSTMNT06:2819734","105514907449611976","100","0","1200.0","0.0"
"ESPORTSTMNT03:1552433","98767991866488695","200",,"400.0","1550.0"
"ESPORTSTMNT03:1552433","99566404854685458","100",,"400.0","1550.0"
"ESPORTSTMNT03:3195497","105550047979361273","100","1650","150.0","900.0"
"ESPORTSTMNT03:3195497","105550059790656435","200","150","150.0","900.0"
"ESPORTSTMNT03:1752397","105549988405523871","200",,"500.0","0.0"
"ESPORTSTMNT03:1752397","105549991104165282","100",,"500.0","0.0"
"ESPORTSTMNT01:2740661","99566405130451785","100","850","1400.0","400.0"
"ESPORTSTMNT01:2740661","99566405127798575","200","700","1400.0","400.0"
"ESPORTSTMNT03:2002960","105550026570060790","200",,"950.0","750.0"
"ESPORTSTMNT03:2002960","105550051809743868","100",,"950.0","750.0"
"ESPORTSTMNT01:2730855","99566405128626825","200","250","50.0","600.0"
"ESPORTSTMNT01:2730855","103461966975897718","100","0","50.0","600.0"
"ESPORTSTMNT03:1811640","98767991926151025","200",,"1550.0","200.0"
"ESPORTSTMNT03:1811640","99322214689444546","100",,"1550.0","200.0"
"ESPORTSTMNT06:2769509","98767991866488695","200","850","650.0","500.0"
"ESPORTSTMNT06:2769509","101383793572656373","100","250","650.0","500.0"
"ESPORTSTMNT02:1334694","99566404585387054","200",,"1800.0","300.0"
"ESPORTSTMNT02:1334694","100725845018863243","100",,"1800.0","300.0"
"ESPORTSTMNT03:2799004","107581765633427097","200","100","1150.0","0.0"
"ESPORTSTMNT03:2799004","108121047955658273","100","0","1150.0","0.0"
"ESPORTSTMNT01:1884357","101428372605353526","100",,"950.0","50.0"
"ESPORTSTMNT01:1884357","101428372603715124","200",,"950.0","50.0"
"ESPORTSTMNT01:3326817","109699038581250169","200","1900","1200.0","100.0"
"ESPORTSTMNT01:3326817","109699042809864069","100","250","1200.0","100.0"
"ESPORTSTMNT01:1424446","99566405126602853","200",,"900.0","950.0"
"ESPORTSTMNT01:1424446","99566405124618295","100",,"900.0","950.0"
"ESPORTSTMNT01:2146710","105593161016793151","100",,"1200.0","250.0"
"ESPORTSTMNT01:2146710","105593213115128994","200",,"1200.0","250.0"
"ESPORTSTMNT01:3324890","98926509884398584","100","750","500.0","1350.0"
"ESPORTSTMNT01:3324890","99294153828264740","200","1200","500.0","1350.0"
"ESPORTSTMNT03:3088303","109698757443650056","100","850","450.0","450.0"
"ESPORTSTMNT03:3088303","108131965235538611","200","800","450.0","450.0"
"ESPORTSTMNT03:3181911","99566405126602853","100","800","250.0","800.0"
"ESPORTSTMNT03:3181911","103461966971048042","200","350","250.0","800.0"
"ESPORTSTMNT02:2882205","103877891572305836","200","450","850.0","50.0"
"ESPORTSTMNT02:2882205","107423109717243380","100","900","850.0","50.0"
"ESPORTSTMNT02:2151320","103461966975897718","200",,"650.0","1000.0"
"ESPORTSTMNT02:2151320","105913111502565010","100",,"650.0","1000.0"
"ESPORTSTMNT01:3405350","105550024238752685","100","100","900.0","0.0"
"ESPORTSTMNT01:3405350","105550054006182911","200","100","900.0","0.0"
"ESPORTSTMNT02:1321109","103461966971048042","100",,"200.0","0.0"
"ESPORTSTMNT02:1321109","103461966975897718","200",,"200.0","0.0"
"ESPORTSTMNT04:1240382","103535282151674574","100",,"1100.0","300.0"
"ESPORTSTMNT04:1240382","104251016988118464","200",,"1100.0","300.0"
"ESPORTSTMNT04:2684391","105536643047197642","200","650","450.0","150.0"
"ESPORTSTMNT04:2684391","103495716886587312","100","250","450.0","150.0"
"ESPORTSTMNT05:2521030","106371141659311452","200",,"1850.0","1100.0"
"ESPORTSTMNT05:2521030","105553729458550723","100",,"1850.0","1100.0"
"ESPORTSTMNT05:3223066","105536918475957734","200","550","250.0","450.0"
"ESPORTSTMNT05:3223066","109523293035238887","100","300","250.0","450.0"
"ESPORTSTMNT06:1720412","103535282124208038","200",,"250.0","800.0"
"ESPORTSTMNT06:1720412","99322214684939974","100",,"250.0","800.0"
"ESPORTSTMNT01:3316510","107648168744912288","100","0","1400.0","0.0"
"ESPORTSTMNT01:3316510","105536773074826367","200","200","1400.0","0.0"
"ESPORTSTMNT04:1570131","105519945593890595","200",,"1900.0","0.0"
"ESPORTSTMNT04:1570131","105519977854458717","100",,"1900.0","0.0"
"ESPORTSTMNT03:2631290","99566408561605102","200","850","150.0","1350.0"
"ESPORTSTMNT03:2631290","99566408358330419","100","150","150.0","1350.0"
"ESPORTSTMNT01:3399485","108361552741927561","200","850","300.0","50.0"
"ESPORTSTMNT01:3399485","99566405124618295","100","600","300.0","50.0"
"ESPORTSTMNT06:2470184","99566406064558732","200","1200","850.0","1050.0"
"ESPORTSTMNT06:2470184","101422616509070746","100","0","850.0","1050.0"
"ESPORTSTMNT02:2671831","107581287168722290","100","700","850.0","850.0"
"ESPORTSTMNT02:2671831","107581284487120142","200","1350","850.0","850.0"
"LPL_A:342884","99566404853058754","100","0","1750.0","0.0"
"LPL_A:342884","99566404854685458","200","850","1750.0","0.0"
