"platformgameid","teamid","side","shutdownbounty"
"ESPORTSTMNT06:1570927","99566406069969565","100",
"ESPORTSTMNT06:2290398","101422616509070746","100","0"
"ESPORTSTMNT06:2767214","101383793574360315","100","150"
"ESPORTSTMNT01:2137369","99566404579461230","200",
"ESPORTSTMNT01:2697253","107598982142057588","200",
"ESPORTSTMNT01:1881152","105593311172904657","100",
"ESPORTSTMNT01:1415535","98767991853197861","100",
"ESPORTSTMNT01:3311728","109783130654973406","100","150"
"ESPORTSTMNT03:3191547","105549995617170853","100","0"
"ESPORTSTMNT06:1072511","99566404855553726","100",
"ESPORTSTMNT01:1895524","105521674055625312","200",
"ESPORTSTMNT03:2075450","100205576307813373","100",
"ESPORTSTMNT04:1280203","102787200149928963","200",
"ESPORTSTMNT03:3192430","98926509883054987","100","1500"
"ESPORTSTMNT06:1720693","103535282124208038","200",
"ESPORTSTMNT01:1155681","98767991921462763","100",
"ESPORTSTMNT03:1754648","99294153828264740","200",
"ESPORTSTMNT03:2712881","99566408221961358","100","150"
"ESPORTSTMNT01:3403318","105536738266035235","100","2350"
"ESPORTSTMNT01:3086333","107760667929003738","100","1250"
"ESPORTSTMNT01:3373673","105550033967461806","100","300"
"ESPORTSTMNT03:1757934","100285330168091787","200",
"LPL_B:328019","99566404852189289","100","200"
"ESPORTSTMNT02:2884392","107582157086477662","200","450"
"ESPORTSTMNT01:2917181","108159917648031455","100","1400"
"ESPORTSTMNT03:2653566","98926509883054987","100","350"
"ESPORTSTMNT03:2001830","105593129376630217","200",
"ESPORTSTMNT04:2090780","103535282158162659","200",
"ESPORTSTMNT06:1881252","105521637552587612","100",
"ESPORTSTMNT04:1610267","102787200124959636","100",
"ESPORTSTMNT06:2541104","105550059790656435","200","1150"
"ESPORTSTMNT03:3129431","108404211655217274","200","300"
"ESPORTSTMNT02:2557993","105549991104165282","200",
"ESPORTSTMNT04:2693016","103935468920814040","200","600"
"LPL_A:330135","99566404848691211","100","0"
"ESPORTSTMNT02:1394183","103461966981927044","200",
"ESPORTSTMNT06:2823329","108404211655217274","200","50"
"ESPORTSTMNT06:1070475","102804906460506452","200",
"ESPORTSTMNT03:1763801","105537621677160078","100",
"ESPORTSTMNT06:2350353","108203169709977541","200","650"
"ESPORTSTMNT02:3220327","106827832203113865","100","0"
"ESPORTSTMNT03:1996523","105593129376630217","200",
"ESPORTSTMNT03:1551921","98767991926151025","100",
"ESPORTSTMNT01:3080943","99566405127798575","200","500"
"ESPORTSTMNT02:1332216","100725845022060229","100",
"ESPORTSTMNT06:2260320","101383793572656373","100","250"
"ESPORTSTMNT02:1093630","99566404581868574","200",
"ESPORTSTMNT01:3335729","99566405124618295","100","850"
"ESPORTSTMNT04:1810963","99566406064558732","200",
"ESPORTSTMNT03:3114160","108131965235538611","100","1650"
"ESPORTSTMNT05:3241533","105559480124455983","200","250"
"ESPORTSTMNT05:3223281","102235771678061291","200","200"
"ESPORTSTMNT01:2149425","99566406338282437","200",
"ESPORTSTMNT01:3335006","109699042809864069","100","750"
"ESPORTSTMNT04:2200548","105514967858969605","200","1150"
"ESPORTSTMNT03:1352450","99566408217116828","100",
"ESPORTSTMNT03:2569744","100205573495116443","100","0"
"ESPORTSTMNT06:2470456","107597870621708485","200","1700"
"ESPORTSTMNT05:1830660","103461966965149786","100",
"ESPORTSTMNT01:2250151","106827839261303409","100",
"ESPORTSTMNT01:1370738","100205576309502431","200",
"ESPORTSTMNT03:2820627","107598704067400262","100","150"
"ESPORTSTMNT02:2776167","105537149834356301","100","300"
"ESPORTSTMNT01:3416569","107700199633958891","100","200"
"ESPORTSTMNT06:1680136","104251016988118464","100",
"ESPORTSTMNT03:1431664","99566404581868574","200",
"ESPORTSTMNT03:2562201","104202382255290736","200","300"
"ESPORTSTMNT02:2576665","99566406338282437","100",
"ESPORTSTMNT02:3217610","105550059790656435","200","1800"
"ESPORTSTMNT06:1270655","103495716836203404","200",
"ESPORTSTMNT03:3197994","106269859169658575","200","700"
"ESPORTSTMNT01:2146850","99566405124618295","100",
"ESPORTSTMNT02:2577618","107581738783262346","100",
"ESPORTSTMNT05:1410711","103535282113853330","200",
"ESPORTSTMNT06:1071547","98767991897792379","100",
"ESPORTSTMNT01:1884466","101428372602011186","100",
"ESPORTSTMNT02:3153529","98926509892121852","200","450"
"ESPORTSTMNT01:2139385","101428372830010965","100",
"ESPORTSTMNT01:2703952","105520788833075738","200",
"ESPORTSTMNT02:1735357","102787200120306562","100",
"ESPORTSTMNT02:1333791","99566404581868574","200",
"ESPORTSTMNT04:2130041","103495716886587312","200",
"ESPORTSTMNT01:2983822","107582184905264520","100","150"
"ESPORTSTMNT04:2685122","107416342401528388","200","1400"
"ESPORTSTMNT05:2520621","104710383210356454","200",
"ESPORTSTMNT06:2532229","100725845022060229","100","2100"
"ESPORTSTMNT01:1692360","104710316579222193","100",
"ESPORTSTMNT02:2973094","99566405128626825","100","150"
"ESPORTSTMNT03:2796260","107581300297680248","200","1500"
"ESPORTSTMNT05:1190190","99566406064558732","100",
"ESPORTSTMNT02:2557604","105549995617170853","100",
"ESPORTSTMNT01:3401931","99566408217116828","200","700"
"ESPORTSTMNT03:1763014","105550001032913831","100",
"ESPORTSTMNT05:2952840","98926509885559666","100","400"
"ESPORTSTMNT06:1180350","102787200129022886","200",
"ESPORTSTMNT03:1994263","105514967858969605","200",
"ESPORTSTMNT01:1895443","105537621677160078","100",
"ESPORTSTMNT01:1403502","99566405123587075","200",
"ESPORTSTMNT03:1433722","101428372602011186","200",
"ESPORTSTMNT02:1936608","99566405128626825","100",
"ESPORTSTMNT01:3337766","103535282119620510","100","550"
"ESPORTSTMNT01:3409799","107565493716773932","100","400"
"ESPORTSTMNT06:2819277","107179740624168899","100","550"
"ESPORTSTMNT01:3386695","99566404579461230","200","150"
"ESPORTSTMNT05:3223031","105536918475957734","200","700"
"ESPORTSTMNT04:2694216","109669678317817381","100","0"
"ESPORTSTMNT03:2074151","99566405128626825","200",
"ESPORTSTMNT02:2674660","100205573495116443","100","2000"
"ESPORTSTMNT02:3152240","109698855806033734","100","250"
"ESPORTSTMNT01:2915679","99566408356697119","100","600"
"ESPORTSTMNT01:2697518","105519746234964687","200",
"ESPORTSTMNT05:2670430","108203173414485265","200","650"
"ESPORTSTMNT03:1114355","99566405128626825","200",
"ESPORTSTMNT03:2638460","99566408217955692","200","700"
"ESPORTSTMNT06:2774198","109642680932009857","200","500"
"ESPORTSTMNT01:1431505","98767991921462763","200",
"ESPORTSTMNT02:2662336","107582598621022934","200","50"
"ESPORTSTMNT01:1880812","99566408356697119","100",
"ESPORTSTMNT01:1691379","99566404579461230","100",
"ESPORTSTMNT04:2471384","99566404585387054","200","900"
"ESPORTSTMNT02:2972414","107575082591536093","100","750"
"ESPORTSTMNT03:2545467","100205573496804586","100","1500"
"ESPORTSTMNT06:1581147","105553729458550723","200",
"ESPORTSTMNT05:1860826","99566406065437842","100",
"ESPORTSTMNT01:1414831","98767991853197861","200",
"ESPORTSTMNT01:2705762","98767991926151025","100",
"ESPORTSTMNT03:1353591","104016416551172375","100",
"ESPORTSTMNT02:2075219","103935446548920777","100",
"ESPORTSTMNT06:2816545","105504044166670507","200","100"
"ESPORTSTMNT02:1334873","99566404581868574","200",
"ESPORTSTMNT02:2915222","107598683861013570","200","500"
"ESPORTSTMNT01:3387182","107467834753797729","200","750"
"ESPORTSTMNT04:2663732","109697686032800938","200","1500"
"ESPORTSTMNT04:2290325","108203164850614211","200","200"
"ESPORTSTMNT05:2580484","105514907449611976","200","500"
"ESPORTSTMNT01:2781964","107603600826620492","200","800"
"ESPORTSTMNT05:2580433","101383792887446028","100","950"
"ESPORTSTMNT03:1816677","99566405126602853","200",
"ESPORTSTMNT03:2544211","105550003470349739","200","1200"
"ESPORTSTMNT01:3416187","107581759470356115","200","400"
"ESPORTSTMNT03:3193652","99566408356697119","200","400"
"ESPORTSTMNT05:3222690","107467803833323099","200","950"
"ESPORTSTMNT03:2798782","105503535895066182","200","100"
"ESPORTSTMNT05:2760301","103535282143744679","100","0"
"ESPORTSTMNT02:3150895","105550026570060790","100","850"
"ESPORTSTMNT03:3196421","109485335453835911","100","0"
"ESPORTSTMNT01:3324628","99566404581868574","100","500"
"ESPORTSTMNT02:1333411","100725845022060229","200",
"ESPORTSTMNT03:2652023","99566405124618295","100","400"
"ESPORTSTMNT02:3217675","105550001032913831","200","600"
"ESPORTSTMNT05:2943033","103461966951059521","100","400"
"ESPORTSTMNT02:3042864","99566406332987990","200","1950"
"ESPORTSTMNT01:1413961","98767991921462763","100",
"ESPORTSTMNT01:2702518","98926509892121852","100",
"ESPORTSTMNT03:1414446","98767991853197861","100",
"ESPORTSTMNT02:3220999","100205573495116443","100","150"
"ESPORTSTMNT03:3187350","98926509892121852","200","1300"
"ESPORTSTMNT04:2330023","105553606349477427","200","350"
"ESPORTSTMNT02:3161630","105536738266035235","100","200"
"ESPORTSTMNT04:2688165","107563714667537640","100","0"
"ESPORTSTMNT02:3188175","106382545123328648","100","650"
"ESPORTSTMNT04:2220321","105543843212923183","100","250"
"ESPORTSTMNT02:1091677","99871276356460471","200",
"ESPORTSTMNT03:3130544","108352305932141947","200","200"
"ESPORTSTMNT04:2666126","105521419784127190","200","300"
"ESPORTSTMNT02:3160785","107598788926820994","100","0"
"ESPORTSTMNT01:2250285","98767991916844003","100",
"ESPORTSTMNT03:2930674","105519746234964687","200","550"
"ESPORTSTMNT03:1352257","99566408221114231","200",
"LPL_A:343357","99566404845279652","100","150"
"ESPORTSTMNT04:2450722","98767991853197861","100","0"
"ESPORTSTMNT01:2744027","107603548241713732","200","850"
"ESPORTSTMNT06:1881437","98767991866488695","200",
"ESPORTSTMNT01:2773199","105504044166670507","200","850"
"ESPORTSTMNT03:1343103","98767991853197861","100",
"ESPORTSTMNT02:1731011","105593213115128994","200",
"ESPORTSTMNT02:2884041","106250729133367861","100","50"
"ESPORTSTMNT02:3171418","107582184905264520","100","0"
"ESPORTSTMNT06:1190909","103877554248683116","100",
"ESPORTSTMNT03:3096269","98767991921462763","100","50"
"ESPORTSTMNT01:3321532","105550033967461806","100","600"
"ESPORTSTMNT01:3314921","105549998884468136","200","1250"
"ESPORTSTMNT01:3294128","103461966971048042","100","350"
"ESPORTSTMNT04:2451771","100725845018863243","100","200"
"ESPORTSTMNT03:2713813","107599144012469862","200","200"
"ESPORTSTMNT02:1800195","101428372602011186","200",
"ESPORTSTMNT03:1129088","99566408217955692","200",
"ESPORTSTMNT04:2694099","105520796734358045","100","150"
"ESPORTSTMNT03:3100084","105550033967461806","200","200"
"ESPORTSTMNT05:2990380","98767991853197861","100","600"
"ESPORTSTMNT03:2654673","101428372600307248","100","0"
"ESPORTSTMNT06:1860500","103535282143744679","100",
"ESPORTSTMNT01:2147800","101428372602011186","200",
"ESPORTSTMNT02:1732980","103935530333072898","200",
"ESPORTSTMNT05:3060382","103461966965149786","100","1500"
"ESPORTSTMNT02:1725145","105593161016793151","100",
"ESPORTSTMNT02:2551459","99566405129589291","100",
"ESPORTSTMNT03:2055034","99566408356697119","200",
"ESPORTSTMNT01:2781789","104710316579222193","200","550"
"ESPORTSTMNT04:980372","100205576949530558","100",
"ESPORTSTMNT01:3306957","109631326144414089","200","0"
"ESPORTSTMNT04:1220209","103495716836203404","200",
"ESPORTSTMNT01:1121593","98926509885559666","200",
"ESPORTSTMNT06:2530798","102787200124959636","200","0"
"ESPORTSTMNT02:2073696","105532791598779236","200",
"ESPORTSTMNT04:2694228","105520786527322647","100","400"
"ESPORTSTMNT06:1880609","102235771678061291","100",
"ESPORTSTMNT03:2635102","107700204561086446","100","700"
"ESPORTSTMNT03:1440853","103461966951059521","100",
"ESPORTSTMNT02:1722426","105550042327365041","100",
"ESPORTSTMNT02:2911303","107437032053655867","200","900"
"ESPORTSTMNT05:1540082","99322214689444546","100",
"ESPORTSTMNT05:2580483","103935468920814040","200","1950"
"ESPORTSTMNT02:2065406","103461966975897718","100",
"ESPORTSTMNT02:3158392","107467827374313054","100","700"
"ESPORTSTMNT05:2520138","104710682193583854","100",
"ESPORTSTMNT03:3127554","109480056092207899","200","750"
"LPL_A:343485","99566404850008779","200","1250"
"ESPORTSTMNT01:3343040","101428372605353526","200","50"
"ESPORTSTMNT05:1520247","101422616509070746","100",
"ESPORTSTMNT03:2073450","99566406334639907","100",
"ESPORTSTMNT02:3214098","99566404579461230","100","1150"
"ESPORTSTMNT03:2543672","107581761958954646","200","950"
"ESPORTSTMNT06:1830411","103535282148790975","100",
"ESPORTSTMNT04:2451186","100725845018863243","100","850"
"ESPORTSTMNT03:3174818","106972778172351142","100","700"
"ESPORTSTMNT01:2780338","99566404581868574","200","450"
"ESPORTSTMNT03:2655962","99566408217955692","100","100"
"ESPORTSTMNT02:2578310","102787200120306562","100",
"ESPORTSTMNT05:1210503","101383793572656373","100",
"ESPORTSTMNT01:2916288","107582598621022934","100","1850"
"ESPORTSTMNT01:2138368","105521637552587612","100",
"ESPORTSTMNT01:3333144","107251374793416561","200","1000"
"ESPORTSTMNT02:3057859","98767991954244555","200","250"
"ESPORTSTMNT04:1560309","103535282146169523","100",
"ESPORTSTMNT01:3335723","108361552741927561","200","550"
"ESPORTSTMNT03:2541482","107700211633200412","100","700"
"ESPORTSTMNT03:1762347","105593951536470384","100",
"ESPORTSTMNT01:3327883","104710678170825211","200","2200"
"ESPORTSTMNT03:2054752","106334802515490809","200",
"ESPORTSTMNT02:2665108","107581287168722290","100","200"
"ESPORTSTMNT03:2563534","107467827374313054","200","1750"
"ESPORTSTMNT06:2541221","108404211655217274","200","1550"
"ESPORTSTMNT02:3159815","109696138543579708","200","1300"
"ESPORTSTMNT03:3088463","107598780504331406","100","850"
"ESPORTSTMNT03:3167489","107581284487120142","100","600"
"ESPORTSTMNT02:2554915","99566405123587075","100",
"ESPORTSTMNT02:3169570","107450819235010833","100","0"
"ESPORTSTMNT04:2300252","108203169709977541","200","1150"
"ESPORTSTMNT02:2789864","107581750701049485","200","450"
"ESPORTSTMNT02:1104281","101428372600307248","200",
"ESPORTSTMNT01:1886569","105520822049210915","200",
"ESPORTSTMNT03:3115323","104367068120825486","100","350"
"ESPORTSTMNT02:3217570","106857761435870473","200","400"
"ESPORTSTMNT03:2055129","106334794714373670","200",
"ESPORTSTMNT01:3380702","107437032053655867","200","850"
"ESPORTSTMNT03:3097455","105532791598779236","100","0"
"ESPORTSTMNT01:3373396","109696115986547257","100","300"
"ESPORTSTMNT06:2773526","99322214695067838","200","50"
"ESPORTSTMNT02:2785194","108361550364038935","100","650"
"ESPORTSTMNT06:2500018","99566404581868574","200","750"
"ESPORTSTMNT04:2471980","105550026570060790","200","0"
"ESPORTSTMNT02:2915150","107582178455767077","100","2150"
"ESPORTSTMNT04:2668044","102787200136756173","200","300"
"ESPORTSTMNT03:3175234","107422385694193066","100","450"
"ESPORTSTMNT01:2131800","99566405123587075","200",
"ESPORTSTMNT02:2776520","107581296208168309","200","1600"
"ESPORTSTMNT02:1970018","105594116005157262","100",
"ESPORTSTMNT05:3223388","105559480124455983","100","100"
"ESPORTSTMNT02:2065228","103935421249833954","200",
"ESPORTSTMNT04:1960694","104367068120825486","200",
"ESPORTSTMNT02:3142450","107416483509696259","200","1750"
"ESPORTSTMNT02:2883766","107603600826620492","100","0"
"ESPORTSTMNT02:3162510","107597870621708485","200","500"
"ESPORTSTMNT05:2670467","108203161924300737","200","50"
"ESPORTSTMNT03:3167920","107564135791716115","100","500"
"ESPORTSTMNT02:3048494","98767991853197861","200","100"
"ESPORTSTMNT01:2201159","105550024238752685","100",
"ESPORTSTMNT06:2823258","99566406065437842","100","100"
"ESPORTSTMNT01:3369886","107581284487120142","200","0"
"ESPORTSTMNT02:3217450","107582178455767077","100","700"
"ESPORTSTMNT02:3165696","105505619546859895","100","200"
"ESPORTSTMNT02:1770153","102747101565183056","100",
"ESPORTSTMNT03:2052084","99566408222831088","100",
"ESPORTSTMNT06:1860067","103935468920814040","100",
"ESPORTSTMNT05:1860669","103535282148790975","100",
"ESPORTSTMNT03:3185926","102787200126663579","100","150"
"ESPORTSTMNT04:2674867","98767991853197861","200","0"
"ESPORTSTMNT04:2431101","99566404579461230","200","2050"
"ESPORTSTMNT06:1300288","99322214695067838","200",
"ESPORTSTMNT05:2600092","105514907449611976","200","300"
"ESPORTSTMNT03:1760121","102787200129022886","200",
"ESPORTSTMNT02:1921630","99566405130451785","100",
"ESPORTSTMNT03:2789974","106269804045322803","100","150"
"ESPORTSTMNT02:1094925","100205576307813373","100",
"ESPORTSTMNT04:2691371","105594135137147298","200","400"
"ESPORTSTMNT05:3217455","105521419784127190","200","1900"
"ESPORTSTMNT03:1997535","100725845022060229","100",
"ESPORTSTMNT02:3212182","99566408221961358","100","550"
"ESPORTSTMNT01:3316458","107574959289974368","200","1400"
"ESPORTSTMNT02:1115876","98926509884398584","200",
"ESPORTSTMNT06:1210044","103877774634323825","100",
"ESPORTSTMNT02:3219771","105505619546859895","200","1350"
"ESPORTSTMNT06:1071025","99322214684939974","200",
"ESPORTSTMNT01:2706724","107581765633427097","200",
"ESPORTSTMNT06:2260116","103535282113853330","200","650"
"LPL_A:331013","98767991887166787","200","0"
"ESPORTSTMNT06:2776156","105553606349477427","200","900"
"ESPORTSTMNT02:2674174","105550033967461806","100","150"
"ESPORTSTMNT03:1141218","101383792887446028","100",
"ESPORTSTMNT03:3197128","108573042084687884","100","850"
"ESPORTSTMNT06:1570484","105521637552587612","200",
"ESPORTSTMNT02:3213050","105549993449477104","100","50"
"ESPORTSTMNT03:3197274","105550042327365041","100","550"
"ESPORTSTMNT01:1895749","105550042327365041","200",
"ESPORTSTMNT01:2572191","98767991954244555","200",
"ESPORTSTMNT01:2983556","107467803833323099","100","0"
"ESPORTSTMNT03:3186009","104843437139220481","200","500"
"ESPORTSTMNT04:1880311","102787200136756173","200",
"ESPORTSTMNT03:1432222","101428372603715124","200",
"ESPORTSTMNT01:1885163","100205573495116443","100",
"ESPORTSTMNT05:1180401","101383793567806688","100",
"ESPORTSTMNT01:3366904","108319257932089006","200","500"
"ESPORTSTMNT04:2689647","107416342401528388","100","1150"
"ESPORTSTMNT03:1766142","103878020539746273","200",
"ESPORTSTMNT03:3122061","105550049871017396","200","250"
"ESPORTSTMNT06:1880108","102787200151698443","100",
"ESPORTSTMNT01:3409294","107598805167594304","200","400"
"ESPORTSTMNT06:2190727","98767991866488695","100","300"
"ESPORTSTMNT01:2210369","99566404581868574","100",
"ESPORTSTMNT03:1092104","99566405126602853","100",
"ESPORTSTMNT01:3329961","108361552741927561","100","1700"
"ESPORTSTMNT03:1821659","99566408217955692","100",
"ESPORTSTMNT06:2210947","105553684493690219","100","350"
"ESPORTSTMNT04:2170322","99566406065437842","200","450"
"ESPORTSTMNT04:2470430","99566408222831088","100","0"
"ESPORTSTMNT02:1686283","98926509892121852","100",
"ESPORTSTMNT01:2782871","105549988405523871","200","450"
"ESPORTSTMNT01:2983230","105594101461473671","100","1100"
"ESPORTSTMNT03:2566643","104367068120825486","200","100"
"ESPORTSTMNT03:1997088","105594176887807460","200",
"ESPORTSTMNT04:2410397","101422616509070746","200","700"
"ESPORTSTMNT02:1140596","99566405944694628","100",
"ESPORTSTMNT02:3168742","105521637552587612","100","650"
"ESPORTSTMNT03:2885938","102787200120306562","200","50"
"ESPORTSTMNT05:2560076","103535282158162659","100","450"
"ESPORTSTMNT06:2821430","100725845022060229","100","850"
"ESPORTSTMNT06:2823260","103877589042434434","100","200"
"ESPORTSTMNT04:2688439","105515345386578249","100","50"
"ESPORTSTMNT03:1551936","99566406493155041","200",
"ESPORTSTMNT03:1323083","99566404581868574","100",
"ESPORTSTMNT03:3092519","107599089191671351","100","1050"
"ESPORTSTMNT05:1831831","104710373370426042","200",
"ESPORTSTMNT03:1683522","103461966981927044","100",
"ESPORTSTMNT06:2530316","103495716836203404","100","150"
"ESPORTSTMNT02:3170452","107581300297680248","200","650"
"ESPORTSTMNT02:1800228","98767991860392497","100",
"ESPORTSTMNT03:3090563","99566404581868574","200","200"
"ESPORTSTMNT01:1895810","105521706535388095","100",
"ESPORTSTMNT05:3219243","109704625422425316","100","1950"
"ESPORTSTMNT02:3048492","98767991892579754","100","150"
"ESPORTSTMNT03:2636762","99566405128626825","200","1100"
"ESPORTSTMNT01:1132134","99566405130451785","100",
"ESPORTSTMNT01:3000017","107581287168722290","200","500"
"ESPORTSTMNT01:1414291","99566408219409348","200",
"ESPORTSTMNT02:2066419","100205576309502431","200",
"ESPORTSTMNT01:2142009","99566405129589291","100",
"ESPORTSTMNT01:3336482","107581300297680248","200","350"
"ESPORTSTMNT02:3213150","106827848618374543","100","300"
"ESPORTSTMNT01:3378234","102787200129022886","200","450"
"ESPORTSTMNT06:2210574","105520819263036609","200","1250"
"ESPORTSTMNT01:2693557","105504044166670507","200",
"ESPORTSTMNT02:1800192","101428372605353526","200",
"ESPORTSTMNT03:1824366","99566408221961358","200",
"ESPORTSTMNT03:3111230","105550059790656435","200","50"
"ESPORTSTMNT02:2578516","100285330168091787","200",
"ESPORTSTMNT02:2551488","103461966981927044","200",
"ESPORTSTMNT06:2290206","103535282138043022","100","150"
"ESPORTSTMNT01:3380741","105550059790656435","100","0"
"ESPORTSTMNT04:2664180","100205573496804586","100","1200"
"ESPORTSTMNT02:3207804","99294153828264740","100","300"
"ESPORTSTMNT02:1694753","103877625775457850","200",
"ESPORTSTMNT02:2960521","107437032053655867","100","250"
"ESPORTSTMNT01:3408156","105550054006182911","200","800"
"ESPORTSTMNT02:2650744","99566405124618295","200","50"
"ESPORTSTMNT01:3300919","99566405128626825","100","300"
"ESPORTSTMNT01:2982937","99566406332987990","100","700"
"ESPORTSTMNT03:1990176","105532840001188717","200",
"ESPORTSTMNT03:1824192","101383792559569368","200",
"ESPORTSTMNT06:1040942","99566406070802758","100",
"ESPORTSTMNT01:2982968","101383792887446028","200","1150"
"ESPORTSTMNT02:1725546","104841890701948065","200",
"ESPORTSTMNT03:1127323","98767991853197861","200",
"ESPORTSTMNT05:3090374","102787200124959636","100","200"
"ESPORTSTMNT06:2773751","103495716886587312","100","650"
"ESPORTSTMNT01:3369830","109695924147263860","100","1850"
"ESPORTSTMNT06:2817798","102787200132955066","100","0"
"ESPORTSTMNT02:2785220","108361545122797332","200","1400"
"ESPORTSTMNT03:1404095","99566404579461230","200",
"ESPORTSTMNT03:3167472","107467834753797729","200","650"
"ESPORTSTMNT03:3094708","109480204628225868","100","50"
"ESPORTSTMNT01:2982866",,"200","50"
"ESPORTSTMNT03:2798353","108018637503819612","200","150"
"ESPORTSTMNT04:2683186","109539776003058530","100","1200"
"ESPORTSTMNT04:2170102","105537947396116202","200","50"
"ESPORTSTMNT01:3384246","103535282124208038","200","1000"
"ESPORTSTMNT02:2577563","107599089191671351","200",
"ESPORTSTMNT01:3411988","109695910533747910","200","3200"
"ESPORTSTMNT03:3198592","104367068120825486","200","250"
"ESPORTSTMNT03:2102586","99566408356697119","200",
"ESPORTSTMNT06:1840426","106371176555003349","200",
"ESPORTSTMNT03:1124652","99566408217955692","100",
"ESPORTSTMNT03:1683347","103461966971048042","100",
"ESPORTSTMNT03:3100009","107581284487120142","100","50"
"ESPORTSTMNT03:3100615","100205573495116443","100","450"
"ESPORTSTMNT02:1080611","99566404578577099","200",
"ESPORTSTMNT03:2885701","99566406338282437","100","350"
"ESPORTSTMNT03:2006566","98926509883054987","100",
"ESPORTSTMNT05:1821371","104710369093939895","100",
"ESPORTSTMNT06:2815843","108403526900459473","200","1000"
"ESPORTSTMNT02:3165680","109671193729027761","100","750"
"ESPORTSTMNT03:3123086","99566406490127625","100","350"
"ESPORTSTMNT03:3126871","98767991921462763","200","150"
"ESPORTSTMNT03:3178116","104843437139220481","100","650"
"ESPORTSTMNT02:1404192","102747101565183056","200",
"ESPORTSTMNT03:3090629","103495716886587312","100","1000"
"ESPORTSTMNT03:3195074","99566408217955692","200","0"
"ESPORTSTMNT02:1697414","102787200138722262","200",
"ESPORTSTMNT03:2075574","99566408562477641","100",
"ESPORTSTMNT03:2714452","98767991892579754","100","50"
"ESPORTSTMNT01:3305685","105549993449477104","100","350"
"ESPORTSTMNT02:2141801","99566405129589291","100",
"ESPORTSTMNT03:1764840","101383793567806688","200",
"ESPORTSTMNT01:3378943","110534732558665825","100","600"
"ESPORTSTMNT02:3166225","106857734387052095","100","50"
"ESPORTSTMNT05:2990549","105550036134585264","100","750"
"ESPORTSTMNT03:2799822","105504044166670507","100","0"
"ESPORTSTMNT02:3219854","108517492697602721","100","800"
"ESPORTSTMNT03:1951120","105537621677160078","100",
"ESPORTSTMNT06:1031228","101383793572656373","200",
"ESPORTSTMNT05:2530361","98767991949608898","100",
"ESPORTSTMNT03:1334730","101428372598668846","100",
"ESPORTSTMNT01:1883825","100205573495116443","200",
"ESPORTSTMNT02:2840052","100205573495116443","200","550"
"ESPORTSTMNT06:1560072","99566406066182955","100",
"ESPORTSTMNT03:3118050","107582618156093368","100","750"
"ESPORTSTMNT01:2772484","107581733744920199","100","1900"
"ESPORTSTMNT01:3306451","105550033967461806","100","1350"
"ESPORTSTMNT03:2784609","107581284487120142","100","200"
"ESPORTSTMNT01:2144839","105537408539332006","200",
"ESPORTSTMNT02:3155436","99566405126602853","200","550"
"ESPORTSTMNT01:3313836","108078422885368642","100","350"
"ESPORTSTMNT05:1860847","99566406066182955","200",
"ESPORTSTMNT06:2773763","99566406064558732","200","0"
"ESPORTSTMNT02:1295849","99566404579461230","100",
"ESPORTSTMNT02:3230685","105397404796640412","100","50"
"ESPORTSTMNT06:2821034","107563714667537640","200","150"
"ESPORTSTMNT02:2570340","105550059790656435","100",
"ESPORTSTMNT06:1180358","103877951616192529","100",
"ESPORTSTMNT03:3141994","102141671183409133","100","1000"
"ESPORTSTMNT01:3387249","107467827374313054","200","650"
"ESPORTSTMNT03:3179013","109695924147263860","200","2600"
"ESPORTSTMNT02:3218779","105550049871017396","100","250"
"ESPORTSTMNT04:1520522","98767991926151025","100",
"ESPORTSTMNT03:2795325","99566405126602853","200","900"
"ESPORTSTMNT04:2694237","109642680932009857","100","600"
"ESPORTSTMNT02:2665071","107603548241713732","100","600"
"ESPORTSTMNT03:2788584","102787200138722262","200","550"
"ESPORTSTMNT06:1580513","105519846782566525","100",
"ESPORTSTMNT03:3190914","109696126554266494","100","400"
"ESPORTSTMNT01:2913773","107598788926820994","200","50"
"ESPORTSTMNT01:3084261","98767991860392497","200","750"
"ESPORTSTMNT03:3165687","100205573496804586","100","150"
"ESPORTSTMNT02:2660207","99566408217955692","200","0"
"ESPORTSTMNT03:3088450","109631610813971977","100","0"
"ESPORTSTMNT04:2090170","103935446548920777","100",
"ESPORTSTMNT03:3091336","100725845022060229","200","300"
"ESPORTSTMNT01:3315675","107581212180071788","200","350"
"ESPORTSTMNT01:2240347","106827823550343961","200",
"ESPORTSTMNT01:2800026","107635420167535818","100","800"
"ESPORTSTMNT03:1134392","100285330168091787","100",
"ESPORTSTMNT01:1313818","99566406334639907","100",
"ESPORTSTMNT01:2984423","107603566520687175","100","200"
"ESPORTSTMNT03:2638215","106806773698472633","100","1200"
"ESPORTSTMNT02:2884057","105521637552587612","100","0"
"ESPORTSTMNT01:2701456","103877625775457850","200",
"ESPORTSTMNT06:1680297","105536952747658409","200",
"ESPORTSTMNT03:1765570","105550033967461806","200",
"ESPORTSTMNT01:3338759","107700204561086446","200","50"
"ESPORTSTMNT01:3303342","106857734387052095","200","1350"
"ESPORTSTMNT01:3307677","107467803833323099","100","350"
"ESPORTSTMNT01:3313276","109783160511364305","100","150"
"ESPORTSTMNT05:2530368","103495716836203404","200",
"ESPORTSTMNT01:1121192","99566404848691211","100",
"ESPORTSTMNT02:2558761","101428372600307248","200",
