"gametime","platformgameid","killerteamid"
"435941","ESPORTSTMNT04:2685815","100"
"201188","ESPORTSTMNT02:2820595","100"
"285761","ESPORTSTMNT05:1430382","200"
"279439","ESPORTSTMNT03:2793661","100"
"904238","ESPORTSTMNT01:2146653","100"
"274199","ESPORTSTMNT04:1800355","100"
"700690","ESPORTSTMNT01:2135338","100"
"62176","ESPORTSTMNT01:2704285","200"
"271736","ESPORTSTMNT02:2061050","200"
"272066","ESPORTSTMNT05:3225016","200"
"249421","ESPORTSTMNT03:1443697","100"
"61456","ESPORTSTMNT03:3098889","200"
"42820","ESPORTSTMNT06:1880511","200"
"416344","ESPORTSTMNT05:1860320","100"
"297181","ESPORTSTMNT06:2542419","200"
"392298","ESPORTSTMNT03:2632657","200"
"380589","ESPORTSTMNT04:1670388","200"
"460188","ESPORTSTMNT01:3416074","100"
"193622","ESPORTSTMNT04:2685392","200"
"277511","ESPORTSTMNT03:3089112","100"
"671914","ESPORTSTMNT03:3185990","200"
"211875","ESPORTSTMNT01:1881152","200"
"785353","LPL_A:331706","200"
"162785","ESPORTSTMNT02:1936726","200"
"181491","ESPORTSTMNT06:1180336","200"
"227541","ESPORTSTMNT01:2983230","200"
"376338","ESPORTSTMNT01:1692355","200"
"167354","ESPORTSTMNT01:3367751","200"
"244362","ESPORTSTMNT02:3217312","100"
"318227","ESPORTSTMNT03:2799787","200"
"422748","ESPORTSTMNT02:1732984","100"
"891242","ESPORTSTMNT06:2290566","100"
"403375","ESPORTSTMNT06:2190889","200"
"221144","ESPORTSTMNT03:2830575","100"
"208137","ESPORTSTMNT02:2810460","100"
"231181","ESPORTSTMNT01:3317857","200"
"343288","ESPORTSTMNT02:3221389","200"
"385287","ESPORTSTMNT01:2782468","100"
"297733","ESPORTSTMNT03:2794504","100"
"276644","ESPORTSTMNT05:3090394","200"
"122672","ESPORTSTMNT01:1370134","100"
"538874","ESPORTSTMNT04:2430207","100"
"492210","ESPORTSTMNT03:1441795","200"
"685599","ESPORTSTMNT01:1306395","100"
"244374","ESPORTSTMNT03:3170102","200"
"153301","ESPORTSTMNT01:3342189","200"
"210590","ESPORTSTMNT03:3121988","200"
"197035","ESPORTSTMNT03:1755441","200"
"400039","ESPORTSTMNT05:2750521","200"
"102494","ESPORTSTMNT01:1131926","200"
"286002","ESPORTSTMNT06:2460614","200"
"170785","ESPORTSTMNT03:3100422","100"
"933937","ESPORTSTMNT04:1240449","100"
"719545","ESPORTSTMNT01:2148262","100"
"463247","ESPORTSTMNT01:3381038","100"
"233291","ESPORTSTMNT03:1443737","200"
"298816","ESPORTSTMNT04:2691188","100"
"481873","ESPORTSTMNT01:3339136","200"
"517084","ESPORTSTMNT04:970340","200"
"104315","LPL_A:335135","100"
"379499","ESPORTSTMNT04:2140088","100"
"629021","ESPORTSTMNT02:3226900","200"
"205238","ESPORTSTMNT06:2542050","200"
"553357","ESPORTSTMNT03:2790466","200"
"691341","ESPORTSTMNT06:1680142","200"
"570111","ESPORTSTMNT02:3210339","200"
"269592","ESPORTSTMNT02:1725547","200"
"196258","ESPORTSTMNT01:3314911","200"
"593560","ESPORTSTMNT02:2674677","200"
"330369","ESPORTSTMNT02:2067168","200"
"347412","ESPORTSTMNT06:2290563","100"
"212392","ESPORTSTMNT04:2689361","200"
"551183","ESPORTSTMNT05:2760435","100"
"538077","ESPORTSTMNT02:2820181","100"
"249926","ESPORTSTMNT03:1092517","200"
"264900","ESPORTSTMNT01:3384074","100"
"279733","ESPORTSTMNT03:2630763","100"
"322184","ESPORTSTMNT02:2883766","200"
"454183","ESPORTSTMNT04:1130153","100"
"128342","ESPORTSTMNT06:1880221","100"
"472531","ESPORTSTMNT02:1683832","200"
"297673","ESPORTSTMNT05:3090676","200"
"326856","ESPORTSTMNT06:1880516","100"
"223412","ESPORTSTMNT01:1722568","100"
"402228","ESPORTSTMNT06:1570950","200"
"629736","ESPORTSTMNT02:2570368","200"
"181827","ESPORTSTMNT02:2914946","200"
"1022149","ESPORTSTMNT03:1123791","100"
"410505","ESPORTSTMNT01:3411054","100"
"284768","ESPORTSTMNT02:1735353","200"
"332007","ESPORTSTMNT06:1571104","100"
"450909","ESPORTSTMNT03:2093856","200"
"276767","ESPORTSTMNT03:1764894","100"
"222952","ESPORTSTMNT03:2637876","200"
"569226","ESPORTSTMNT01:3383571","100"
"673277","ESPORTSTMNT02:2883771","100"
"1138200","ESPORTSTMNT03:3199206","200"
"637973","ESPORTSTMNT01:1885306","100"
"924646","ESPORTSTMNT03:2783402","200"
"782585","ESPORTSTMNT03:1340567","200"
"222467","ESPORTSTMNT06:1720762","200"
"330092","ESPORTSTMNT03:1951086","200"
"98715","ESPORTSTMNT05:2060237","100"
"1263215","ESPORTSTMNT04:1140510","200"
"528131","LPL_B:326534","200"
"671936","ESPORTSTMNT03:2714186","200"
"1413589","ESPORTSTMNT01:1120949","200"
"689617","ESPORTSTMNT01:1155159","100"
"206642","ESPORTSTMNT03:2789228","100"
"321222","ESPORTSTMNT03:2787043","200"
"322241","ESPORTSTMNT02:1938370","100"
"317464","ESPORTSTMNT01:2131800","200"
"598391","ESPORTSTMNT02:2784847","100"
"351772","ESPORTSTMNT05:3060319","100"
"512623","ESPORTSTMNT01:1885092","100"
"42798","ESPORTSTMNT02:2553231","200"
"289378","ESPORTSTMNT02:2062880","200"
"321447","ESPORTSTMNT01:2733519","100"
"484839","ESPORTSTMNT02:3214306","200"
"187674","ESPORTSTMNT06:2530721","200"
"401903","ESPORTSTMNT01:3332285","200"
"265097","ESPORTSTMNT02:2663191","100"
"385935","ESPORTSTMNT03:1432033","100"
"210420","ESPORTSTMNT04:2658225","200"
"203897","ESPORTSTMNT03:2563823","100"
"519108","ESPORTSTMNT01:2772078","100"
"189294","ESPORTSTMNT03:3100442","100"
"197421","ESPORTSTMNT03:2714827","100"
"744405","ESPORTSTMNT01:1436504","200"
"699203","ESPORTSTMNT01:3336270","200"
"533611","ESPORTSTMNT01:3374638","200"
"510400","ESPORTSTMNT06:2822237","100"
"352417","ESPORTSTMNT04:1250129","100"
"43681","ESPORTSTMNT05:2060636","200"
"359045","ESPORTSTMNT02:2972018","200"
"399634","ESPORTSTMNT01:3094384","100"
"254564","ESPORTSTMNT03:2637016","100"
"825861","ESPORTSTMNT04:2656217","200"
"149320","ESPORTSTMNT04:2694228","100"
"179074","ESPORTSTMNT04:1230325","100"
"601724","ESPORTSTMNT01:1691645","200"
"532667","ESPORTSTMNT01:3412789","200"
"537621","ESPORTSTMNT03:3195176","100"
"144943","ESPORTSTMNT05:2580208","200"
"642969","ESPORTSTMNT01:3310801","200"
"486396","ESPORTSTMNT03:3122713","100"
"303641","ESPORTSTMNT01:1434821","100"
"447951","ESPORTSTMNT02:1283675","100"
"225995","ESPORTSTMNT05:3222115","200"
"1011088","ESPORTSTMNT03:1994880","100"
"351099","ESPORTSTMNT03:2568127","200"
"298551","ESPORTSTMNT01:3306853","200"
"341903","ESPORTSTMNT06:1690294","100"
"364089","ESPORTSTMNT01:2139485","200"
"364982","ESPORTSTMNT03:1997578","100"
"185166","ESPORTSTMNT01:1896589","100"
"535041","ESPORTSTMNT01:2133645","200"
"246628","ESPORTSTMNT01:3388271","100"
"342371","ESPORTSTMNT03:3090962","100"
"364845","ESPORTSTMNT04:2280057","200"
"217130","ESPORTSTMNT02:1401294","100"
"937487","ESPORTSTMNT02:3141904","100"
"194789","ESPORTSTMNT04:2340019","100"
"364086","ESPORTSTMNT04:2669485","100"
"929647","ESPORTSTMNT02:1115851","200"
"371009","ESPORTSTMNT02:2786781","100"
"192408","ESPORTSTMNT05:1200114","200"
"940770","ESPORTSTMNT06:1160126","100"
"297263","ESPORTSTMNT03:2130393","100"
"287140","ESPORTSTMNT05:2941999","100"
"201631","ESPORTSTMNT02:2440617","100"
"184997","ESPORTSTMNT01:3380253","200"
"571066","ESPORTSTMNT01:1434733","200"
"628610","ESPORTSTMNT02:2551187","200"
"318782","ESPORTSTMNT05:1440383","200"
"205246","ESPORTSTMNT03:2799580","100"
"484280","ESPORTSTMNT03:2104085","100"
"916510","ESPORTSTMNT03:3086249","100"
"372071","ESPORTSTMNT02:2558499","200"
"237060","ESPORTSTMNT01:3366264","100"
"262142","ESPORTSTMNT06:2340475","100"
"522318","ESPORTSTMNT04:2431171","200"
"279163","ESPORTSTMNT04:1880060","100"
"714937","ESPORTSTMNT01:1305601","200"
"408030","ESPORTSTMNT03:2893877","100"
"245902","ESPORTSTMNT06:1071398","200"
"276079","ESPORTSTMNT04:990745","200"
"340228","ESPORTSTMNT02:3161936","200"
"181581","ESPORTSTMNT05:3239389","200"
"361955","ESPORTSTMNT02:1688214","200"
"216982","ESPORTSTMNT01:1435307","100"
"253921","ESPORTSTMNT03:3119219","200"
"764282","ESPORTSTMNT01:2862478","100"
"770343","ESPORTSTMNT01:1693596","100"
"628451","ESPORTSTMNT05:2520320","100"
"294962","ESPORTSTMNT05:2600011","200"
"267043","ESPORTSTMNT06:2260499","100"
"889684","ESPORTSTMNT06:2211051","200"
"266688","ESPORTSTMNT04:2270117","200"
"176452","ESPORTSTMNT04:2450581","200"
"231191","ESPORTSTMNT01:3336224","200"
"536284","ESPORTSTMNT03:3095362","100"
"735515","ESPORTSTMNT01:1155199","200"
"555452","ESPORTSTMNT03:3178195","100"
"190699","ESPORTSTMNT01:3342352","200"
"912718","ESPORTSTMNT01:2771584","100"
"554620","ESPORTSTMNT01:2770996","200"
"277622","ESPORTSTMNT01:1883184","200"
"283110","ESPORTSTMNT03:2547919","200"
"176774","ESPORTSTMNT06:1310568","100"
"378165","ESPORTSTMNT04:2663702","200"
"721505","ESPORTSTMNT05:1860772","100"
"424973","ESPORTSTMNT01:1303533","100"
"251496","ESPORTSTMNT04:2688231","100"
"499750","ESPORTSTMNT06:1580798","200"
"343026","ESPORTSTMNT05:2580173","200"
"125041","ESPORTSTMNT03:3158564","100"
"484066","ESPORTSTMNT01:1141759","200"
"646730","ESPORTSTMNT02:3220939","200"
"765580","ESPORTSTMNT04:970949","100"
"698462","ESPORTSTMNT02:2779220","200"
"254078","ESPORTSTMNT03:1100937","100"
"113477","ESPORTSTMNT01:3410616","100"
"414902","ESPORTSTMNT01:1306256","100"
"331323","ESPORTSTMNT04:2686009","200"
"206565","ESPORTSTMNT02:2673002","100"
"896304","ESPORTSTMNT01:3303404","200"
"277321","ESPORTSTMNT01:2250111","100"
"648292","ESPORTSTMNT06:2540485","100"
"176541","ESPORTSTMNT03:2636341","200"
"435831","ESPORTSTMNT02:2553928","200"
"392456","ESPORTSTMNT01:2800551","100"
"271962","ESPORTSTMNT04:1960850","100"
"422860","ESPORTSTMNT01:3409320","100"
"291979","ESPORTSTMNT02:3211482","100"
"530368","ESPORTSTMNT05:2760173","100"
"421231","ESPORTSTMNT01:1436333","100"
"512757","ESPORTSTMNT06:2773955","100"
"512484","ESPORTSTMNT01:2138052","100"
"436169","ESPORTSTMNT02:3160853","100"
"239294","ESPORTSTMNT05:1860823","200"
"1747441","ESPORTSTMNT01:1325825","200"
"673806","ESPORTSTMNT01:3394183","100"
"391697","ESPORTSTMNT02:3217499","200"
"114463","ESPORTSTMNT03:1812125","200"
"372231","ESPORTSTMNT04:1250395","200"
"394055","ESPORTSTMNT05:1870655","200"
"248368","ESPORTSTMNT01:1295383","200"
"542676","ESPORTSTMNT02:1281070","200"
"382328","ESPORTSTMNT02:2554142","100"
"548328","ESPORTSTMNT01:2703309","200"
"375930","ESPORTSTMNT01:2706724","100"
"597968","ESPORTSTMNT03:1405626","200"
"514710","ESPORTSTMNT06:1070349","100"
"205059","ESPORTSTMNT01:1291178","200"
"243484","ESPORTSTMNT06:2260336","100"
"208889","ESPORTSTMNT03:2656210","100"
"272416","ESPORTSTMNT03:1962165","200"
"417640","ESPORTSTMNT02:1693300","200"
"108116","ESPORTSTMNT01:2745235","100"
"609600","ESPORTSTMNT06:1860874","200"
"1228055","ESPORTSTMNT03:2072267","200"
"252306","ESPORTSTMNT03:2780604","100"
"301015","ESPORTSTMNT05:3240495","100"
"177357","ESPORTSTMNT04:2170521","200"
"178109","ESPORTSTMNT03:2796023","200"
"170010","ESPORTSTMNT01:3295083","100"
"551688","ESPORTSTMNT03:3127092","200"
"224777","ESPORTSTMNT05:3219371","100"
"555755","ESPORTSTMNT02:1735865","100"
"167892","ESPORTSTMNT05:1530426","200"
"430994","ESPORTSTMNT03:1751662","100"
"535279","ESPORTSTMNT02:3167209","200"
"272481","ESPORTSTMNT06:2510240","100"
"169456","ESPORTSTMNT02:2073007","200"
"255171","ESPORTSTMNT06:2763132","100"
"578965","ESPORTSTMNT03:3180455","200"
"667269","ESPORTSTMNT03:2795267","200"
"169583","ESPORTSTMNT05:1831391","100"
"212029","ESPORTSTMNT05:2942311","200"
"452849","ESPORTSTMNT01:2984436","100"
"115283","ESPORTSTMNT04:2450302","300"
"173524","ESPORTSTMNT03:1684192","200"
"154530","ESPORTSTMNT03:3196226","100"
"1147542","ESPORTSTMNT03:3119387","100"
"262227","ESPORTSTMNT02:1331415","200"
"533152","ESPORTSTMNT05:2953224","200"
"667472","ESPORTSTMNT02:1725495","200"
"853019","ESPORTSTMNT01:3313836","200"
"408559","ESPORTSTMNT02:1091677","100"
"366219","ESPORTSTMNT06:2774812","200"
"997731","ESPORTSTMNT02:2071803","100"
"790497","ESPORTSTMNT03:2544303","100"
"768933","ESPORTSTMNT01:2692441","200"
"283643","ESPORTSTMNT03:2545259","100"
"220700","ESPORTSTMNT01:2984423","100"
"1399233","ESPORTSTMNT04:970416","100"
"279933","ESPORTSTMNT05:1820569","200"
"210335","ESPORTSTMNT06:2290516","200"
"521671","ESPORTSTMNT04:2685277","100"
"176825","ESPORTSTMNT06:1721057","100"
"419356","ESPORTSTMNT06:2768031","200"
"553184","ESPORTSTMNT03:2569981","100"
"305480","ESPORTSTMNT01:1313781","100"
"403269","ESPORTSTMNT01:1325639","100"
"203149","ESPORTSTMNT05:1832055","100"
"119280","ESPORTSTMNT01:2905618","100"
"214881","ESPORTSTMNT03:1764683","100"
"408451","ESPORTSTMNT04:1800435","100"
"179090","ESPORTSTMNT05:3220498","200"
"683626","ESPORTSTMNT01:1141965","200"
"693798","ESPORTSTMNT01:2707791","100"
"379552","ESPORTSTMNT01:2131887","100"
"747125","ESPORTSTMNT03:2050776","200"
"1078932","ESPORTSTMNT05:2952182","100"
"532811","ESPORTSTMNT02:2556972","200"
"336876","ESPORTSTMNT02:3169651","100"
"276321","ESPORTSTMNT02:3186180","100"
"403908","ESPORTSTMNT02:3220539","200"
"668902","ESPORTSTMNT03:2656765","100"
"1027461","ESPORTSTMNT03:2003225","100"
"363124","ESPORTSTMNT03:2714351","200"
"453063","ESPORTSTMNT02:1736315","100"
"288244","ESPORTSTMNT01:1323219","100"
"724002","ESPORTSTMNT04:2090277","100"
"405518","ESPORTSTMNT01:1690828","100"
"610305","ESPORTSTMNT01:3340119","200"
"307062","ESPORTSTMNT01:1162236","200"
"421720","ESPORTSTMNT02:2674660","200"
"425105","ESPORTSTMNT01:3329396","200"
"669366","ESPORTSTMNT03:1823042","200"
"446795","ESPORTSTMNT02:3214341","100"
"649632","ESPORTSTMNT04:1800121","100"
"553541","ESPORTSTMNT06:1031249","200"
"619405","ESPORTSTMNT02:2840747","100"
"130653","ESPORTSTMNT01:1881290","200"
"626798","ESPORTSTMNT05:1400226","100"
"199467","ESPORTSTMNT04:2240370","100"
"465615","ESPORTSTMNT03:3090743","100"
"694473","ESPORTSTMNT04:1670379","100"
"190992","ESPORTSTMNT03:1320920","100"
"403743","ESPORTSTMNT06:2542141","200"
"144958","ESPORTSTMNT02:3163394","200"
"269346","ESPORTSTMNT03:3190919","200"
"382207","ESPORTSTMNT04:2693256","100"
"504000","ESPORTSTMNT03:1751247","100"
"441060","ESPORTSTMNT01:2135609","200"
"298821","ESPORTSTMNT02:1730964","200"
"505152","ESPORTSTMNT02:3216887","200"
"910426","ESPORTSTMNT01:2966006","200"
"1338947","ESPORTSTMNT02:2883730","100"
"568580","ESPORTSTMNT02:2076543","200"
"594291","ESPORTSTMNT02:2884041","200"
"210889","ESPORTSTMNT03:1340657","100"
"320180","ESPORTSTMNT01:2773425","200"
"1411627","ESPORTSTMNT05:1400857","300"
"283644","ESPORTSTMNT06:2761107","200"
"188011","ESPORTSTMNT03:2072372","100"
"162175","ESPORTSTMNT04:2667096","100"
"369452","ESPORTSTMNT03:1133756","100"
"286026","ESPORTSTMNT03:1129055","100"
"45352","ESPORTSTMNT06:2815937","100"
"327642","ESPORTSTMNT03:1755552","100"
"199570","ESPORTSTMNT03:3174631","100"
"487468","ESPORTSTMNT04:1230192","100"
"505753","ESPORTSTMNT03:2896130","200"
"403401","ESPORTSTMNT06:2821457","100"
"448783","ESPORTSTMNT02:2775843","200"
"206039","ESPORTSTMNT03:2636108","100"
"557509","ESPORTSTMNT03:2563808","100"
"148476","ESPORTSTMNT02:3164960","100"
"321899","ESPORTSTMNT03:2007104","200"
"189830","ESPORTSTMNT01:1683002","200"
"293174","ESPORTSTMNT03:1330737","100"
"441116","ESPORTSTMNT03:1751181","100"
"177271","ESPORTSTMNT06:2190441","200"
"743427","ESPORTSTMNT02:1924149","100"
"357187","ESPORTSTMNT02:1294582","100"
"222653","ESPORTSTMNT03:1414580","100"
"629185","ESPORTSTMNT03:2791916","100"
"247934","ESPORTSTMNT02:2572063","200"
"471583","ESPORTSTMNT02:3218516","100"
"773237","ESPORTSTMNT02:3170165","100"
"344296","ESPORTSTMNT02:3161817","100"
"387165","ESPORTSTMNT01:2030816","100"
"303852","ESPORTSTMNT03:2091948","200"
"270071","ESPORTSTMNT04:2690630","100"
"323417","ESPORTSTMNT02:3167607","200"
"331073","ESPORTSTMNT06:2500263","100"
"838719","ESPORTSTMNT03:2892189","200"
"335588","ESPORTSTMNT02:2830564","200"
"46206","ESPORTSTMNT03:2566536","100"
"522242","ESPORTSTMNT05:2521088","200"
"178697","ESPORTSTMNT04:2110662","200"
"304886","ESPORTSTMNT03:2053923","100"
"592317","ESPORTSTMNT05:1390263","200"
"299203","ESPORTSTMNT03:3085422","200"
"712650","ESPORTSTMNT05:1831435","100"
"134972","ESPORTSTMNT03:1811621","100"
"785135","ESPORTSTMNT02:1393296","100"
"1062374","ESPORTSTMNT02:1294968","200"
"686326","ESPORTSTMNT02:2578803","200"
"732054","ESPORTSTMNT04:2670525","100"
"117960","ESPORTSTMNT04:1970975","100"
"503677","ESPORTSTMNT03:2073012","100"
"250283","ESPORTSTMNT06:1571190","100"
"355638","ESPORTSTMNT03:1766890","200"
"219595","ESPORTSTMNT02:3219314","200"
"904154","ESPORTSTMNT02:2776426","200"
"1330930","ESPORTSTMNT03:2560989","200"
"319283","ESPORTSTMNT06:1840476","100"
"437830","ESPORTSTMNT02:3222132","100"
"523652","ESPORTSTMNT01:2745548","200"
"1080499","ESPORTSTMNT01:3323975","100"
"448281","ESPORTSTMNT01:3376215","200"
"489610","ESPORTSTMNT01:2984717","200"
"375636","ESPORTSTMNT02:1698014","100"
"196108","ESPORTSTMNT05:3217251","100"
"416160","ESPORTSTMNT01:2695722","100"
"739542","ESPORTSTMNT03:3126396","200"
"240619","ESPORTSTMNT01:2703294","200"
"606468","ESPORTSTMNT03:2883612","200"
"275058","ESPORTSTMNT01:1133776","200"
"343282","ESPORTSTMNT04:2683429","200"
"503583","ESPORTSTMNT02:3159397","100"
"441795","ESPORTSTMNT01:2145344","100"
"733725","ESPORTSTMNT02:1324783","100"
"412436","LPL_B:327296","200"
"769894","ESPORTSTMNT03:2892737","200"
"412636","ESPORTSTMNT03:2713059","200"
"873698","ESPORTSTMNT03:1382425","100"
"236006","ESPORTSTMNT03:3090539","100"
"270676","ESPORTSTMNT03:3187432","100"
"501533","ESPORTSTMNT02:1686370","200"
"526230","ESPORTSTMNT02:2960519","200"
"261938","ESPORTSTMNT03:3198737","200"
"217126","ESPORTSTMNT01:2916275","100"
"169977","ESPORTSTMNT02:3170452","200"
"274047","ESPORTSTMNT06:1720497","200"
"210023","ESPORTSTMNT01:2690210","100"
"356356","ESPORTSTMNT01:2138334","100"
"268049","ESPORTSTMNT02:2071379","200"
"149945","ESPORTSTMNT03:2093892","200"
"221231","ESPORTSTMNT03:3090183","200"
"383765","ESPORTSTMNT03:2930131","100"
"358484","ESPORTSTMNT06:2767073","200"
"325135","ESPORTSTMNT02:1800225","100"
"290848","ESPORTSTMNT01:3326099","200"
"661028","ESPORTSTMNT06:2260078","100"
"1486442","ESPORTSTMNT03:3098787","300"
"477013","ESPORTSTMNT03:1342995","100"
"447212","ESPORTSTMNT01:3388047","200"
"781493","ESPORTSTMNT02:1683273","200"
"408795","ESPORTSTMNT06:1041163","100"
"843649","ESPORTSTMNT01:3092274","100"
"527041","ESPORTSTMNT06:2340392","100"
"1717545","ESPORTSTMNT01:3366513","200"
"856000","ESPORTSTMNT03:1824192","100"
"169877","ESPORTSTMNT01:1425732","100"
"450356","ESPORTSTMNT03:1631500","200"
"758178","ESPORTSTMNT02:1294462","100"
"218111","ESPORTSTMNT01:1313662","100"
"549309","ESPORTSTMNT03:2788093","200"
"209044","ESPORTSTMNT04:2667095","200"
"900190","ESPORTSTMNT01:3335256","100"
"586117","ESPORTSTMNT04:1010575","100"
"1032445","ESPORTSTMNT06:2190106","100"
"592538","ESPORTSTMNT03:1404391","200"
"490304","ESPORTSTMNT02:2062799","100"
"562739","ESPORTSTMNT01:2773219","100"
"326187","ESPORTSTMNT03:2569478","200"
"1055348","ESPORTSTMNT03:3119869","200"
"201142","ESPORTSTMNT01:3336147","100"
"671851","ESPORTSTMNT02:3057859","100"
"702957","ESPORTSTMNT06:2260548","200"
"199355","ESPORTSTMNT04:1230268","100"
"480456","ESPORTSTMNT01:2903980","200"
"529621","ESPORTSTMNT03:2792738","100"
"581480","ESPORTSTMNT03:1765868","200"
"320859","ESPORTSTMNT02:3213774","100"
"514321","ESPORTSTMNT03:3165973","100"
"246951","ESPORTSTMNT01:1885129","100"
"199621","ESPORTSTMNT01:3315287","200"
"240843","ESPORTSTMNT06:2542316","100"
"172613","LPL_B:326429","200"
"194458","ESPORTSTMNT03:3101068","200"
"353413","ESPORTSTMNT03:2634518","100"
"201293","ESPORTSTMNT06:2260479","100"
"431841","ESPORTSTMNT01:3371741","100"
"101833","ESPORTSTMNT03:1760225","100"
"402030","ESPORTSTMNT03:2784609","200"
"430002","ESPORTSTMNT01:1432114","200"
"556303","ESPORTSTMNT01:2591840","200"
"201974","ESPORTSTMNT05:3221084","100"
"568864","ESPORTSTMNT01:2201273","200"
"164128","ESPORTSTMNT02:3211673","100"
"247418","ESPORTSTMNT01:1142278","100"
"395082","ESPORTSTMNT02:1684302","200"
"217794","ESPORTSTMNT05:1821826","100"
"329970","ESPORTSTMNT02:2076583","100"
"321692","ESPORTSTMNT02:3214638","200"
"513340","ESPORTSTMNT06:2190855","100"
"236902","ESPORTSTMNT02:2972426","200"
"289413","ESPORTSTMNT03:1323037","100"
"458865","ESPORTSTMNT03:2546019","100"
"779539","ESPORTSTMNT02:2911519","100"
"233324","ESPORTSTMNT04:1610343","100"
"221529","ESPORTSTMNT06:1300416","100"
"242587","ESPORTSTMNT02:1113974","100"
"380772","ESPORTSTMNT04:2090301","200"
"1015667","ESPORTSTMNT02:1083593","100"
"1007552","ESPORTSTMNT03:1816963","100"
"423953","ESPORTSTMNT02:2972408","100"
"554538","ESPORTSTMNT06:2510178","100"
"214506","ESPORTSTMNT04:2663669","100"
"271083","ESPORTSTMNT01:3370706","100"
"263201","ESPORTSTMNT01:3384074","200"
"250401","ESPORTSTMNT04:2470857","100"
"120767","ESPORTSTMNT01:3338851","100"
"731237","ESPORTSTMNT01:1683124","200"
"419573","ESPORTSTMNT01:3092613","100"
"555468","ESPORTSTMNT01:2704672","100"
"932672","ESPORTSTMNT03:3190276","200"
"667816","ESPORTSTMNT01:2139240","200"
"203872","ESPORTSTMNT02:3166216","200"
"1302912","LPL_A:331304","100"
"311090","ESPORTSTMNT03:3122287","100"
"63550","ESPORTSTMNT06:2530928","100"
"169109","ESPORTSTMNT04:2692276","100"
"419084","ESPORTSTMNT03:1750308","200"
"448396","ESPORTSTMNT03:3103008","100"
"310967","ESPORTSTMNT03:2789920","200"
"918224","ESPORTSTMNT01:3307101","100"
"327801","ESPORTSTMNT04:1800334","200"
"348542","ESPORTSTMNT04:2668044","100"
"299378","ESPORTSTMNT06:1190697","100"
"359577","ESPORTSTMNT01:3091464","200"
"280390","ESPORTSTMNT03:2793221","100"
"252176","ESPORTSTMNT03:2789089","200"
"549094","ESPORTSTMNT03:1552434","200"
"274796","ESPORTSTMNT04:1961139","200"
"1452473","ESPORTSTMNT05:1390196","200"
"338267","ESPORTSTMNT03:3125343","200"
"479640","ESPORTSTMNT04:2430953","200"
"571087","ESPORTSTMNT02:3218013","100"
"260976","ESPORTSTMNT01:2136415","200"
"248083","ESPORTSTMNT05:2990075","200"
"953014","ESPORTSTMNT03:3129431","100"
"1046482","ESPORTSTMNT06:1160095","200"
"292031","ESPORTSTMNT01:1120782","200"
"179758","ESPORTSTMNT02:3214865","100"
"201321","ESPORTSTMNT06:2542336","100"
"701722","ESPORTSTMNT03:1531302","200"
"184977","ESPORTSTMNT02:1932905","100"
"1187875","ESPORTSTMNT01:2745240","100"
"199273","ESPORTSTMNT02:3144241","100"
"491656","ESPORTSTMNT03:2051406","100"
"532866","ESPORTSTMNT02:2820648","100"
"268465","ESPORTSTMNT04:970463","200"
"172399","ESPORTSTMNT06:1560061","100"
"133955","ESPORTSTMNT02:1693196","100"
"400994","ESPORTSTMNT05:3219551","200"
"354344","ESPORTSTMNT03:2590082","100"
"201957","ESPORTSTMNT02:2883013","200"
"173226","ESPORTSTMNT04:1800388","100"
"238848","ESPORTSTMNT04:2658202","100"
"507082","LPL_B:328629","100"
"501815","ESPORTSTMNT02:1735489","200"
"300235","ESPORTSTMNT06:1570290","200"
"723376","ESPORTSTMNT01:3413381","200"
"228392","ESPORTSTMNT03:2798127","200"
"275086","ESPORTSTMNT04:2661065","200"
"1177514","ESPORTSTMNT01:3340438","200"
"609389","ESPORTSTMNT03:2130440","200"
"262730","ESPORTSTMNT01:1683235","200"
"272674","ESPORTSTMNT06:1830647","200"
"208271","ESPORTSTMNT03:1996026","200"
"252620","ESPORTSTMNT01:3405200","100"
"250828","ESPORTSTMNT01:2149135","100"
"491229","ESPORTSTMNT01:2782001","100"
"232117","ESPORTSTMNT02:1687027","100"
"480116","ESPORTSTMNT03:1111909","200"
"569098","ESPORTSTMNT06:2531145","100"
"419595","ESPORTSTMNT01:3300699","200"
"497455","ESPORTSTMNT01:3409963","100"
"880510","ESPORTSTMNT05:1510549","200"
"404136","ESPORTSTMNT04:2670485","100"
"211138","ESPORTSTMNT03:1827163","200"
"262210","ESPORTSTMNT02:3226887","200"
"918506","ESPORTSTMNT02:3221456","100"
"472315","ESPORTSTMNT03:3168131","200"
"211388","ESPORTSTMNT03:3130701","100"
"556419","ESPORTSTMNT02:3221977","100"
"274516","ESPORTSTMNT01:2697165","200"
"784352","ESPORTSTMNT02:3153825","100"
"591287","ESPORTSTMNT03:2635716","100"
"321466","ESPORTSTMNT03:1755958","200"
"705467","LPL_B:328453","200"
"351940","ESPORTSTMNT02:2674291","100"
"635189","ESPORTSTMNT01:1120722","100"
"250053","ESPORTSTMNT03:1430863","100"
"652876","ESPORTSTMNT03:3167347","100"
"159458","ESPORTSTMNT03:3130319","100"
"304392","ESPORTSTMNT03:2895385","200"
"657686","ESPORTSTMNT04:1240224","100"
"948068","ESPORTSTMNT02:1391962","200"
"236299","ESPORTSTMNT04:2663978","200"
"358398","ESPORTSTMNT01:3329040","200"
"378847","ESPORTSTMNT01:2905435","100"
