"eventtime","platformgameid"
"2021-10-25T13:13:19.764Z","ESPORTSTMNT04:1961320"
"2023-07-21T09:12:33.348Z","ESPORTSTMNT02:3220953"
"2022-07-29T09:19:20.744Z","ESPORTSTMNT03:2884181"
"2023-01-28T00:07:54.524Z","ESPORTSTMNT03:3093202"
"2021-01-27T12:10:06.171Z","ESPORTSTMNT05:1830089"
"2023-04-01T20:06:55.973Z","ESPORTSTMNT01:3337891"
"2023-02-01T17:07:47.635Z","ESPORTSTMNT02:3144328"
"2021-02-21T22:56:58.063Z","ESPORTSTMNT03:1755552"
"2022-09-10T18:39:26.899Z","ESPORTSTMNT05:3060787"
"2023-03-17T11:53:04.498Z","ESPORTSTMNT01:3325624"
"2022-04-10T16:18:36.934Z","ESPORTSTMNT06:2260700"
"2019-08-10T00:06:53.700Z","ESPORTSTMNT02:1111955"
"2021-06-10T22:54:52.863Z","ESPORTSTMNT02:1936763"
"2023-06-27T11:24:22.047Z","ESPORTSTMNT02:3211871"
"2023-08-04T00:09:35.942Z","ESPORTSTMNT01:3408372"
"2023-02-14T01:29:08.502Z","ESPORTSTMNT01:3313692"
"2021-10-05T15:33:55.513Z","ESPORTSTMNT04:1970423"
"2023-08-10T21:10:39.350Z","ESPORTSTMNT01:3414014"
"2023-04-01T17:35:22.938Z","ESPORTSTMNT01:3338902"
"2019-06-15T09:00:38.736Z","ESPORTSTMNT01:1134136"
"2023-04-09T11:05:15.625Z","ESPORTSTMNT01:3344163"
"2021-01-31T21:51:40.188Z","ESPORTSTMNT02:1682723"
"2023-07-23T13:04:23.526Z","ESPORTSTMNT03:3197128"
"2022-03-27T23:24:59.477Z","ESPORTSTMNT03:2634156"
"2023-06-26T21:15:47.868Z","ESPORTSTMNT02:3212674"
"2023-04-13T15:00:22.705Z","ESPORTSTMNT05:3220344"
"2021-06-08T17:28:55.003Z","ESPORTSTMNT02:1935266"
"2021-06-26T23:55:38.410Z","ESPORTSTMNT03:1996040"
"2023-07-01T08:59:09.913Z","ESPORTSTMNT02:3217042"
"2023-07-09T20:21:53.510Z","ESPORTSTMNT06:2818454"
"2023-01-17T20:16:20.843Z","ESPORTSTMNT03:3084624"
"2023-01-17T19:12:26.921Z","ESPORTSTMNT03:3084614"
"2019-06-08T15:10:58.364Z","ESPORTSTMNT04:970442"
"2023-03-20T17:08:12.219Z","ESPORTSTMNT06:2773941"
"2022-01-28T00:10:03.890Z","ESPORTSTMNT01:2707857"
"2023-07-08T16:26:10.148Z","ESPORTSTMNT03:3178793"
"2023-08-01T21:08:36.898Z","ESPORTSTMNT01:3406795"
"2019-08-02T01:45:56.786Z","ESPORTSTMNT01:1164881"
"2022-02-03T14:56:10.760Z","ESPORTSTMNT05:2530673"
"2022-03-30T15:55:50.727Z","ESPORTSTMNT02:2664587"
"2019-05-01T15:04:44.657Z","ESPORTSTMNT01:1110210"
"2020-07-12T22:04:09.355Z","ESPORTSTMNT03:1404931"
"2023-03-02T19:12:50.611Z","ESPORTSTMNT02:3169391"
"2023-02-28T10:31:15.455Z","ESPORTSTMNT03:3112372"
"2022-08-31T16:43:39.209Z","ESPORTSTMNT05:3060547"
"2022-06-29T19:59:19.189Z","ESPORTSTMNT03:2789229"
"2023-06-16T16:07:02.016Z","ESPORTSTMNT04:2684383"
"2021-07-31T08:56:47.998Z","ESPORTSTMNT02:2067520"
"2020-09-05T13:37:46.574Z","ESPORTSTMNT06:1320890"
"2019-07-19T00:04:50.479Z","ESPORTSTMNT03:1117333"
"2022-08-09T11:41:03.291Z","ESPORTSTMNT04:2450615"
"2021-06-28T09:06:01.642Z","ESPORTSTMNT03:1996670"
"2019-07-20T10:17:39.680Z","ESPORTSTMNT03:1118288"
"2022-06-06T19:33:22.506Z","ESPORTSTMNT02:2774919"
"2023-02-25T11:32:22.851Z","ESPORTSTMNT02:3165414"
"2021-10-16T15:09:36.866Z","ESPORTSTMNT04:1961082"
"2022-08-13T20:06:38.122Z","ESPORTSTMNT01:3094337"
"2021-01-25T17:09:05.684Z","ESPORTSTMNT03:1673827"
"2023-02-04T22:09:40.378Z","ESPORTSTMNT03:3100979"
"2020-06-27T19:24:02.423Z","ESPORTSTMNT02:1394880"
"2019-06-15T19:23:33.619Z","ESPORTSTMNT01:1144581"
"2021-01-21T11:41:13.473Z","ESPORTSTMNT01:1693596"
"2019-07-21T00:14:19.056Z","ESPORTSTMNT03:1118618"
"2022-06-02T01:14:35.358Z","ESPORTSTMNT01:2905951"
"2022-08-15T21:06:58.968Z","ESPORTSTMNT04:2471560"
"2021-06-19T00:22:23.553Z","ESPORTSTMNT03:2001053"
"2022-01-30T08:09:08.360Z","ESPORTSTMNT02:2552430"
"2021-02-27T05:34:42.092Z","ESPORTSTMNT03:1767412"
"2023-06-23T17:02:58.047Z","ESPORTSTMNT04:2686001"
"2021-09-04T18:32:57.931Z","ESPORTSTMNT01:2240502"
"2021-07-07T10:22:36.464Z","ESPORTSTMNT01:2135638"
"2021-08-05T08:17:16.260Z","ESPORTSTMNT03:2053897"
"2021-02-13T17:10:28.783Z","ESPORTSTMNT03:1760768"
"2022-06-30T14:15:50.852Z","ESPORTSTMNT04:2430154"
"2021-09-05T19:55:43.892Z","ESPORTSTMNT04:1880289"
"2022-02-03T19:08:37.014Z","ESPORTSTMNT02:2574792"
"2021-10-31T12:08:49.895Z","ESPORTSTMNT04:1961379"
"2023-03-23T19:09:12.093Z","ESPORTSTMNT01:3332454"
"2022-01-24T17:55:28.591Z","ESPORTSTMNT01:2706524"
"2022-05-08T07:52:46.793Z","ESPORTSTMNT05:2680486"
"2023-02-03T05:08:06.818Z","ESPORTSTMNT03:3098570"
"2021-10-06T11:12:00.005Z","ESPORTSTMNT04:1970467"
"2023-02-23T05:06:34.320Z","ESPORTSTMNT02:3160277"
"2023-02-19T10:30:09.756Z","ESPORTSTMNT02:3154101"
"2019-12-07T05:20:45.963Z","ESPORTSTMNT02:1220739"
"2023-03-26T11:09:02.330Z","ESPORTSTMNT03:3132256"
"2023-03-22T19:20:36.664Z","ESPORTSTMNT04:2672233"
"2022-03-03T19:00:49.996Z","ESPORTSTMNT01:2745088"
"2023-07-16T10:11:13.385Z","LPL_B:328983"
"2020-02-02T16:18:11.687Z","ESPORTSTMNT01:1291651"
"2022-08-28T18:13:55.316Z","ESPORTSTMNT05:3060448"
"2022-04-09T17:20:01.835Z","ESPORTSTMNT03:2657101"
"2023-02-05T17:06:28.050Z","ESPORTSTMNT06:2768899"
"2021-02-01T21:19:52.124Z","ESPORTSTMNT02:1683210"
"2023-07-01T17:19:44.905Z","ESPORTSTMNT02:3217150"
"2021-02-07T21:59:28.050Z","ESPORTSTMNT02:1686783"
"2022-02-22T23:36:09.712Z","ESPORTSTMNT03:2568626"
"2023-01-28T19:20:12.974Z","ESPORTSTMNT06:2768454"
"2023-02-24T11:32:44.608Z","ESPORTSTMNT02:3163045"
"2019-07-20T17:05:51.899Z","ESPORTSTMNT06:1031363"
"2021-06-18T19:01:08.479Z","ESPORTSTMNT06:1840498"
"2020-08-15T07:18:25.847Z","ESPORTSTMNT03:1430863"
"2021-02-25T20:22:52.311Z","ESPORTSTMNT03:1757332"
"2023-03-08T19:59:22.439Z","ESPORTSTMNT03:3122803"
"2021-03-20T19:37:48.215Z","ESPORTSTMNT05:1860822"
"2023-06-16T09:00:29.780Z","ESPORTSTMNT01:3375277"
"2022-04-05T18:57:51.658Z","ESPORTSTMNT06:2290559"
"2021-01-25T20:44:06.542Z","ESPORTSTMNT01:1731571"
"2022-03-05T22:39:27.772Z","ESPORTSTMNT01:2780787"
"2023-06-15T06:50:44.716Z","ESPORTSTMNT01:3373673"
"2022-03-06T10:19:45.975Z","ESPORTSTMNT01:2780956"
"2022-06-25T23:14:37.900Z","ESPORTSTMNT03:2796896"
"2023-02-03T00:03:41.259Z","ESPORTSTMNT03:3100442"
"2022-07-03T13:51:12.298Z","ESPORTSTMNT03:2820572"
"2020-01-31T19:06:47.115Z","ESPORTSTMNT04:1120150"
"2023-08-12T16:06:09.452Z","ESPORTSTMNT04:2694130"
"2022-06-02T19:56:27.837Z","ESPORTSTMNT04:2330086"
"2023-08-11T22:00:19.030Z","ESPORTSTMNT01:3413227"
"2020-08-25T18:46:04.622Z","ESPORTSTMNT06:1320606"
"2022-06-12T19:53:13.814Z","ESPORTSTMNT01:2917399"
"2023-03-09T18:09:05.477Z","ESPORTSTMNT06:2775299"
"2023-02-23T09:05:32.030Z","ESPORTSTMNT02:3162295"
"2021-06-13T22:18:06.042Z","ESPORTSTMNT02:1938162"
"2021-07-06T18:13:52.181Z","ESPORTSTMNT01:2135241"
"2020-06-28T18:25:35.498Z","ESPORTSTMNT02:1385351"
"2021-06-16T17:05:02.825Z","ESPORTSTMNT03:1961998"
"2021-04-11T12:58:11.726Z","ESPORTSTMNT06:1690584"
"2023-05-29T12:20:23.039Z","LPL_A:329567"
"2021-03-14T22:06:59.721Z","ESPORTSTMNT02:1732315"
"2023-07-18T16:59:36.324Z","ESPORTSTMNT06:2823144"
"2023-07-18T19:49:59.974Z","ESPORTSTMNT03:3191846"
"2023-07-23T06:05:49.414Z","ESPORTSTMNT02:3224004"
"2022-05-04T16:02:03.808Z","ESPORTSTMNT04:2280110"
"2022-06-16T17:00:54.785Z","ESPORTSTMNT02:2840156"
"2023-07-12T17:19:29.738Z","ESPORTSTMNT06:2820648"
"2023-03-16T06:49:47.426Z","ESPORTSTMNT01:3325299"
"2022-07-18T18:25:15.020Z","ESPORTSTMNT02:2913682"
"2022-08-14T11:21:56.893Z","ESPORTSTMNT01:3094500"
"2022-02-15T13:05:31.374Z","ESPORTSTMNT03:2563823"
"2022-07-15T02:09:43.676Z","ESPORTSTMNT01:3000020"
"2023-07-14T18:12:27.605Z","ESPORTSTMNT06:2819859"
"2022-02-02T20:09:34.750Z","ESPORTSTMNT05:2520621"
"2023-02-06T07:03:54.937Z","ESPORTSTMNT01:3301928"
"2022-06-22T22:20:13.437Z","ESPORTSTMNT03:2784519"
"2022-02-14T22:31:28.008Z","ESPORTSTMNT03:2543604"
"2023-03-26T20:23:58.407Z","ESPORTSTMNT03:3134254"
"2022-07-16T16:23:36.882Z","ESPORTSTMNT05:2952661"
"2023-03-31T19:46:14.344Z","ESPORTSTMNT01:3337609"
"2021-08-07T15:30:30.893Z","ESPORTSTMNT06:1880557"
"2021-03-13T09:05:54.005Z","ESPORTSTMNT01:1887197"
"2022-07-20T18:59:46.542Z","ESPORTSTMNT02:2884319"
"2021-02-23T23:12:27.728Z","ESPORTSTMNT03:1756558"
"2022-08-16T09:28:25.667Z","ESPORTSTMNT02:2960519"
"2019-05-14T14:43:25.837Z","ESPORTSTMNT01:1121486"
"2021-07-10T15:21:03.369Z","ESPORTSTMNT01:2137665"
"2021-03-01T10:15:14.125Z","ESPORTSTMNT01:1891145"
"2019-10-07T12:21:37.334Z","ESPORTSTMNT06:1070918"
"2023-07-17T02:57:47.175Z","ESPORTSTMNT03:3189345"
"2022-04-17T13:18:02.754Z","ESPORTSTMNT03:2638250"
"2022-06-21T17:58:11.814Z","ESPORTSTMNT03:2783491"
"2021-02-08T21:19:21.531Z","ESPORTSTMNT02:1696811"
"2023-07-06T05:54:59.181Z","ESPORTSTMNT02:3218776"
"2022-07-14T19:18:36.934Z","ESPORTSTMNT05:2941955"
"2021-06-12T18:20:39.743Z","ESPORTSTMNT02:1937630"
"2023-03-09T08:07:54.693Z","ESPORTSTMNT03:3123048"
"2023-03-15T23:52:37.408Z","ESPORTSTMNT01:3326230"
"2021-02-14T17:24:18.138Z","ESPORTSTMNT03:1751069"
"2019-07-05T22:50:53.699Z","ESPORTSTMNT02:1086407"
"2022-09-16T18:48:47.725Z","ESPORTSTMNT06:2570490"
"2021-08-13T10:07:31.962Z","ESPORTSTMNT03:2102017"
"2023-04-19T21:05:37.878Z","ESPORTSTMNT03:3141595"
"2022-06-15T17:03:12.261Z","ESPORTSTMNT02:2820444"
"2022-07-25T21:54:11.801Z","ESPORTSTMNT06:2530831"
"2023-05-29T11:01:16.872Z","LPL_A:329551"
"2020-03-14T19:17:00.329Z","ESPORTSTMNT01:1321427"
"2020-04-11T11:55:33.913Z","ESPORTSTMNT02:1324786"
"2022-02-11T20:04:52.846Z","ESPORTSTMNT06:2210177"
"2020-09-28T10:13:49.886Z","ESPORTSTMNT03:1531286"
"2022-02-06T22:04:07.491Z","ESPORTSTMNT02:2556500"
"2022-06-17T06:08:03.193Z","ESPORTSTMNT02:2840421"
"2020-09-05T21:08:12.553Z","ESPORTSTMNT03:1443542"
"2021-02-09T21:20:39.397Z","ESPORTSTMNT02:1687599"
"2023-07-22T11:20:00.484Z","ESPORTSTMNT03:3193944"
"2022-05-15T07:58:10.033Z","ESPORTSTMNT06:2340479"
"2020-05-04T14:55:25.833Z","ESPORTSTMNT04:1190135"
"2020-06-06T18:42:44.752Z","ESPORTSTMNT01:1401600"
"2020-07-04T08:51:31.381Z","ESPORTSTMNT03:1401724"
"2023-03-24T22:11:30.454Z","ESPORTSTMNT01:3332769"
"2021-06-25T15:55:13.686Z","ESPORTSTMNT06:1830871"
"2023-06-11T09:13:26.690Z","ESPORTSTMNT01:3368555"
"2022-02-23T09:17:43.815Z","ESPORTSTMNT03:2568857"
"2021-07-28T16:24:27.186Z","ESPORTSTMNT03:2071132"
"2022-05-14T13:44:09.287Z","ESPORTSTMNT03:2713164"
"2023-03-15T21:57:49.010Z","ESPORTSTMNT01:3325205"
"2023-06-27T09:15:54.472Z","LPL_B:327309"
"2023-08-03T21:57:48.263Z","ESPORTSTMNT01:3408355"
"2019-10-03T11:11:19.372Z","ESPORTSTMNT06:1070393"
"2022-02-04T19:28:45.943Z","ESPORTSTMNT02:2575377"
"2022-02-08T00:07:58.420Z","ESPORTSTMNT02:2557101"
"2019-06-09T22:29:31.856Z","ESPORTSTMNT01:1142237"
"2021-07-13T20:07:59.306Z","ESPORTSTMNT02:2061064"
"2021-01-13T10:57:57.531Z","ESPORTSTMNT01:1690563"
"2023-06-24T10:11:42.874Z","LPL_A:335957"
"2023-02-19T01:57:43.734Z","ESPORTSTMNT02:3152989"
"2020-08-16T11:03:50.337Z","ESPORTSTMNT06:1310110"
"2021-03-08T19:07:54.585Z","ESPORTSTMNT04:1610267"
"2023-07-15T22:12:48.288Z","ESPORTSTMNT03:3187801"
"2021-07-01T16:08:55.490Z","ESPORTSTMNT01:2142313"
"2023-07-21T05:06:37.060Z","ESPORTSTMNT02:3220937"
"2021-10-13T16:27:01.528Z","ESPORTSTMNT04:1970922"
"2023-03-23T19:02:17.939Z","ESPORTSTMNT01:3330482"
"2023-02-01T00:46:43.766Z","ESPORTSTMNT03:3097592"
"2021-02-20T15:17:15.652Z","ESPORTSTMNT06:1570931"
"2022-05-20T22:15:56.207Z","ESPORTSTMNT03:2704282"
"2019-08-09T00:02:50.066Z","ESPORTSTMNT02:1111642"
"2020-07-11T06:11:44.311Z","ESPORTSTMNT03:1404379"
"2022-05-13T09:42:52.223Z","ESPORTSTMNT03:2712881"
"2022-06-24T02:15:07.907Z","ESPORTSTMNT03:2785517"
"2022-06-11T16:23:06.732Z","ESPORTSTMNT02:2778045"
"2020-02-21T18:03:37.998Z","ESPORTSTMNT05:1410735"
"2022-06-28T11:07:14.649Z","ESPORTSTMNT03:2798573"
"2022-03-01T00:03:48.791Z","ESPORTSTMNT01:2733122"
"2023-02-17T21:05:40.450Z","ESPORTSTMNT02:3151521"
"2023-08-19T20:44:35.333Z","ESPORTSTMNT01:3416184"
"2022-06-30T02:22:42.599Z","ESPORTSTMNT03:2799585"
"2022-05-29T12:00:00.221Z","ESPORTSTMNT03:2714871"
"2023-06-17T22:58:27.484Z","ESPORTSTMNT01:3380155"
"2019-07-26T19:04:36.846Z","ESPORTSTMNT04:980240"
"2023-07-27T19:27:27.202Z","ESPORTSTMNT04:2691372"
"2021-09-01T07:14:23.185Z","ESPORTSTMNT01:2250227"
"2023-04-20T16:47:13.567Z","ESPORTSTMNT05:3222594"
"2022-07-13T10:17:13.956Z","ESPORTSTMNT05:2951542"
"2022-02-18T12:05:10.920Z","ESPORTSTMNT03:2546265"
"2023-07-19T12:06:19.405Z","ESPORTSTMNT03:3193148"
"2023-02-13T21:06:54.191Z","ESPORTSTMNT01:3312668"
"2023-04-19T18:21:17.680Z","ESPORTSTMNT05:3223291"
"2021-06-03T00:49:41.339Z","ESPORTSTMNT02:1921673"
"2023-01-24T08:59:21.109Z","ESPORTSTMNT03:3090080"
"2022-05-24T10:37:00.686Z","ESPORTSTMNT03:2714611"
"2019-08-16T20:01:49.467Z","ESPORTSTMNT05:1210394"
"2022-07-29T08:06:53.115Z","ESPORTSTMNT06:2531311"
"2023-03-18T02:00:47.023Z","ESPORTSTMNT06:2773832"
"2021-02-06T20:18:57.379Z","ESPORTSTMNT02:1695842"
"2023-07-17T10:26:54.649Z","ESPORTSTMNT02:3222073"
"2022-02-09T21:09:41.434Z","ESPORTSTMNT03:2560989"
"2020-04-28T13:15:05.044Z","ESPORTSTMNT04:1180108"
"2019-06-01T19:08:14.529Z","ESPORTSTMNT03:1102289"
"2019-07-14T17:24:00.618Z","ESPORTSTMNT03:1125235"
"2022-06-13T22:02:34.859Z","ESPORTSTMNT02:2789788"
"2022-02-18T12:54:27.674Z","ESPORTSTMNT03:2546282"
"2022-01-20T18:07:01.930Z","ESPORTSTMNT04:2110673"
"2021-07-27T17:46:34.502Z","ESPORTSTMNT03:2050728"
"2019-07-06T15:13:06.033Z","ESPORTSTMNT06:1020310"
"2021-01-31T00:50:36.423Z","ESPORTSTMNT02:1691991"
"2022-03-08T20:13:39.906Z","ESPORTSTMNT04:2220305"
"2021-02-06T15:59:02.749Z","ESPORTSTMNT05:1831618"
"2023-07-12T08:06:28.102Z","LPL_B:329532"
"2022-01-30T19:24:39.394Z","ESPORTSTMNT02:2552773"
"2019-07-28T09:52:09.487Z","ESPORTSTMNT01:1153105"
"2021-08-30T18:10:43.289Z","ESPORTSTMNT04:1890092"
"2022-03-02T18:04:04.574Z","ESPORTSTMNT04:2170437"
"2022-03-27T19:46:51.477Z","ESPORTSTMNT03:2653842"
"2021-02-17T20:57:09.332Z","ESPORTSTMNT03:1762980"
"2019-08-17T19:50:26.855Z","ESPORTSTMNT05:1210521"
"2022-07-19T16:06:36.807Z","ESPORTSTMNT02:2884011"
"2022-02-03T17:44:04.839Z","ESPORTSTMNT05:2530725"
"2021-08-02T18:13:39.341Z","ESPORTSTMNT06:1880425"
"2023-07-06T18:03:22.532Z","ESPORTSTMNT03:3178041"
"2020-05-06T17:19:42.800Z","ESPORTSTMNT06:1210160"
"2023-06-17T10:08:53.441Z","LPL_A:335283"
"2019-05-14T12:55:18.853Z","ESPORTSTMNT01:1121470"
"2023-03-26T21:07:06.820Z","ESPORTSTMNT01:3335201"
"2022-07-29T20:32:47.928Z","ESPORTSTMNT06:2531409"
"2022-08-06T00:42:08.573Z","ESPORTSTMNT01:3091540"
"2019-10-08T11:59:20.991Z","ESPORTSTMNT06:1070985"
"2021-09-17T23:20:26.507Z","ESPORTSTMNT02:2151812"
"2023-07-07T16:05:42.642Z","ESPORTSTMNT06:2819332"
"2021-07-18T10:00:40.385Z","ESPORTSTMNT01:2149661"
"2023-02-22T23:04:15.034Z","ESPORTSTMNT02:3161142"
"2022-06-18T19:06:50.975Z","ESPORTSTMNT06:2470157"
"2023-04-22T20:06:13.044Z","ESPORTSTMNT03:3142937"
"2021-06-23T17:04:42.579Z","ESPORTSTMNT03:1994183"
"2022-08-21T21:05:18.737Z","ESPORTSTMNT02:2971607"
"2021-03-06T12:59:37.985Z","ESPORTSTMNT04:1600061"
"2022-02-09T18:05:50.118Z","ESPORTSTMNT05:2530995"
"2020-09-26T13:28:58.222Z","ESPORTSTMNT03:1531100"
"2021-03-15T11:46:54.749Z","ESPORTSTMNT02:1722426"
"2021-02-02T18:07:03.528Z","ESPORTSTMNT02:1693334"
"2023-08-26T17:05Z","ESPORTSTMNT05:3240542"
"2023-01-18T11:00:09.899Z","ESPORTSTMNT04:2660040"
"2023-04-17T16:13:19.370Z","ESPORTSTMNT05:3223249"
"2023-07-09T21:01:06.603Z","ESPORTSTMNT03:3182395"
"2023-04-05T17:38:19.298Z","ESPORTSTMNT05:3222123"
"2021-06-23T19:18:03.697Z","ESPORTSTMNT03:1994330"
"2021-07-08T17:01:00.686Z","ESPORTSTMNT04:1810744"
"2023-06-14T18:07:06.618Z","ESPORTSTMNT01:3373365"
"2023-02-28T20:05:11.336Z","ESPORTSTMNT05:3219459"
"2023-04-21T18:50:11.005Z","ESPORTSTMNT05:3223324"
"2022-03-04T22:11:29.674Z","ESPORTSTMNT01:2770123"
"2023-07-18T19:29:28.550Z","ESPORTSTMNT03:3191834"
"2021-03-03T19:27:23.019Z","ESPORTSTMNT01:1882810"
"2020-04-29T09:02:30.663Z","ESPORTSTMNT03:1353499"
"2021-02-11T20:17:48.041Z","ESPORTSTMNT03:1760121"
"2023-03-16T18:44:46.499Z","ESPORTSTMNT06:2775754"
"2022-01-25T19:16:45.499Z","ESPORTSTMNT01:2697080"
"2021-03-08T12:45:01.122Z","ESPORTSTMNT01:1885647"
"2021-03-21T16:06:08.772Z","ESPORTSTMNT05:1860862"
"2023-02-23T20:08:14.064Z","ESPORTSTMNT02:3161627"
"2022-07-18T22:30:47.582Z","ESPORTSTMNT01:3000394"
"2022-06-30T15:59:19.018Z","ESPORTSTMNT03:2799780"
"2022-04-14T17:26:14.085Z","ESPORTSTMNT04:2240136"
"2022-04-16T17:16:57.890Z","ESPORTSTMNT04:2240172"
"2023-04-04T15:58:19.159Z","ESPORTSTMNT05:3220094"
"2020-02-12T10:14:50.005Z","ESPORTSTMNT01:1305613"
"2022-08-02T22:10:18.779Z","ESPORTSTMNT06:2541919"
"2022-02-19T17:00:46.012Z","ESPORTSTMNT06:2210821"
"2022-07-09T21:59:50.025Z","ESPORTSTMNT02:2880990"
"2023-08-26T11:12Z","ESPORTSTMNT01:3418439"
"2023-01-28T06:06:49.953Z","ESPORTSTMNT03:3093250"
"2021-07-01T00:45:54.579Z","ESPORTSTMNT01:2131911"
"2021-04-10T10:55:59.259Z","ESPORTSTMNT03:1816183"
"2022-07-31T17:40:11.543Z","ESPORTSTMNT03:2895385"
"2022-03-11T05:09:00.935Z","ESPORTSTMNT01:2783353"
"2020-06-14T16:18:28.522Z","ESPORTSTMNT01:1414280"
"2022-03-05T17:28:29.657Z","ESPORTSTMNT01:2770628"
"2022-08-04T16:56:52.781Z","ESPORTSTMNT06:2532122"
"2023-03-25T12:12:24.635Z","ESPORTSTMNT01:3331844"
"2022-02-14T17:07:57.817Z","ESPORTSTMNT03:2563414"
"2022-03-15T18:41:15.126Z","ESPORTSTMNT05:2560466"
"2021-03-28T11:44:18.042Z","ESPORTSTMNT02:1770266"
"2023-07-02T08:08:07.071Z","ESPORTSTMNT02:3218195"
"2021-01-26T18:08:09.983Z","ESPORTSTMNT01:1721747"
"2023-02-19T21:53:14.621Z","ESPORTSTMNT02:3155407"
"2023-02-08T22:10:10.219Z","ESPORTSTMNT04:2664639"
"2020-07-04T01:03:13.971Z","ESPORTSTMNT03:1411500"
"2022-08-28T07:51:05.980Z","ESPORTSTMNT04:2472110"
"2022-06-29T09:08:43.836Z","ESPORTSTMNT03:2788956"
"2022-02-04T22:59:57.061Z","ESPORTSTMNT02:2555478"
"2022-04-13T21:10:46.564Z","ESPORTSTMNT03:2657570"
"2021-06-09T20:11:53.463Z","ESPORTSTMNT02:1935993"
"2023-07-18T19:48:12.039Z","ESPORTSTMNT06:2822185"
"2022-07-18T10:12:18.934Z","ESPORTSTMNT02:2913492"
"2021-01-31T22:51:25.581Z","ESPORTSTMNT02:1682743"
"2021-01-13T12:52:31.566Z","ESPORTSTMNT01:1690585"
"2021-01-28T20:10:54.240Z","ESPORTSTMNT06:1560274"
"2022-05-01T07:45:05.665Z","ESPORTSTMNT05:2680313"
"2022-05-25T21:08:57.366Z","ESPORTSTMNT01:2913742"
"2021-10-12T16:44:48.792Z","ESPORTSTMNT04:1960850"
"2022-07-17T11:58:25.343Z","ESPORTSTMNT05:2942869"
"2023-02-04T18:09:36.752Z","ESPORTSTMNT06:2769839"
"2023-04-15T03:09:14.747Z","ESPORTSTMNT01:3344541"
"2022-07-16T17:31:28.837Z","ESPORTSTMNT05:2952682"
"2020-10-03T08:14:17.481Z","ESPORTSTMNT03:1551530"
"2021-07-29T17:06:33.398Z","ESPORTSTMNT06:1880140"
"2023-06-05T18:16:33.744Z","ESPORTSTMNT06:2816663"
"2021-06-27T13:00:21.646Z","ESPORTSTMNT03:1996296"
"2022-07-24T11:11:24.125Z","ESPORTSTMNT05:2990684"
"2022-04-16T21:39:43.093Z","ESPORTSTMNT03:2638215"
"2023-08-12T17:25:27.365Z","ESPORTSTMNT04:2692186"
"2020-08-07T00:57:43.423Z","ESPORTSTMNT02:1413410"
"2021-02-24T17:31:48.333Z","ESPORTSTMNT03:1766424"
"2020-07-12T12:48:50.897Z","ESPORTSTMNT03:1414505"
"2022-03-10T00:04:24.282Z","ESPORTSTMNT01:2772875"
"2022-03-04T02:07:54.001Z","ESPORTSTMNT01:2745350"
"2022-01-26T20:37:19.797Z","ESPORTSTMNT01:2707434"
"2023-02-14T22:54:08.486Z","ESPORTSTMNT01:3314911"
"2023-02-17T10:15:54.334Z","ESPORTSTMNT01:3315715"
"2023-08-05T17:17:43.962Z","ESPORTSTMNT01:3409839"
"2020-07-25T05:47:10.376Z","ESPORTSTMNT01:1434745"
"2022-06-07T00:47:38.133Z","ESPORTSTMNT02:2775145"
"2022-09-10T17:38:04.047Z","ESPORTSTMNT05:3060785"
"2023-02-02T17:14:10.270Z","ESPORTSTMNT06:2768698"
"2021-02-01T22:33:32.950Z","ESPORTSTMNT02:1683240"
"2021-07-14T10:25:26.541Z","ESPORTSTMNT01:2138819"
"2022-02-13T02:07:44.091Z","ESPORTSTMNT03:2562462"
"2022-04-15T22:07:22.972Z","ESPORTSTMNT03:2657811"
"2021-02-16T21:00:43.261Z","ESPORTSTMNT03:1752298"
"2022-09-01T18:58:13.958Z","ESPORTSTMNT05:3090608"
"2023-01-27T19:44:00.893Z","ESPORTSTMNT03:3094049"
"2023-03-25T20:57:52.206Z","ESPORTSTMNT06:2776061"
"2021-01-12T17:04:39.838Z","ESPORTSTMNT03:1681044"
"2022-06-27T18:08:10.167Z","ESPORTSTMNT03:2788022"
"2022-01-17T19:10:48.895Z","ESPORTSTMNT01:2703020"
"2022-07-01T11:15:57.823Z","ESPORTSTMNT03:2820036"
"2023-01-27T00:12:20.826Z","ESPORTSTMNT03:3089850"
"2021-03-07T01:21:30.405Z","ESPORTSTMNT01:1894774"
"2021-09-12T16:53:31.006Z","ESPORTSTMNT04:1890456"
"2022-06-08T15:01:59.728Z","ESPORTSTMNT05:2750191"
"2023-07-07T19:23:05.160Z","ESPORTSTMNT06:2819363"
"2021-01-28T19:05:29.923Z","ESPORTSTMNT04:1481175"
"2023-06-23T05:54:58.735Z","ESPORTSTMNT01:3385467"
"2021-07-18T20:10:33.157Z","ESPORTSTMNT02:2073139"
"2022-07-13T16:08:47.153Z","ESPORTSTMNT05:2951627"
"2023-03-16T23:07:16.814Z","ESPORTSTMNT01:3324554"
"2023-07-02T03:10:56.083Z","ESPORTSTMNT02:3216713"
"2023-07-12T18:10:04.568Z","ESPORTSTMNT03:3185529"
"2022-07-22T08:07:45.072Z","ESPORTSTMNT05:2980509"
"2023-02-02T19:54:01.669Z","ESPORTSTMNT02:3142422"
"2019-07-14T08:08:22.831Z","ESPORTSTMNT03:1115146"
"2023-08-02T00:53:16.896Z","ESPORTSTMNT01:3405880"
"2022-07-31T19:06:06.975Z","ESPORTSTMNT03:2885360"
