"gametime","platformgameid","teamid","buildingtype"
"1069624","ESPORTSTMNT04:2675712","200","turret"
"1081520","ESPORTSTMNT02:3217756","200","turret"
"1912350","ESPORTSTMNT02:2775486","200","inhibitor"
"1855126","ESPORTSTMNT02:2912579","100","inhibitor"
"1044297","ESPORTSTMNT01:1156558","200","turret"
"548507","ESPORTSTMNT05:3222286","200","turret"
"860290","LPL_A:335982","100","turret"
"1457446","ESPORTSTMNT06:2541643","200","inhibitor"
"699027","ESPORTSTMNT02:2150505","100","turret"
"1641540","ESPORTSTMNT02:3168465","200","inhibitor"
"650620","ESPORTSTMNT04:2451647","200","turret"
"710993","ESPORTSTMNT06:2260701","100","turret"
"584170","ESPORTSTMNT02:1936716","100","turret"
"1655486","ESPORTSTMNT05:1220213","200","inhibitor"
"852509","ESPORTSTMNT02:3222295","200","turret"
"1530385","ESPORTSTMNT05:1860562","100","inhibitor"
"905631","ESPORTSTMNT04:1250405","200","turret"
"697538","ESPORTSTMNT02:2075951","200","turret"
"1044609","ESPORTSTMNT01:3342290","100","turret"
"879378","ESPORTSTMNT01:3414244","200","turret"
"730920","ESPORTSTMNT02:2557618","100","turret"
"931175","ESPORTSTMNT03:2052140","200","turret"
"2102805","ESPORTSTMNT06:2817541","100","inhibitor"
"1085660","ESPORTSTMNT02:1294689","200","turret"
"1158156","ESPORTSTMNT01:1134623","100","turret"
"1951882","ESPORTSTMNT03:2564408","200","inhibitor"
"1565971","ESPORTSTMNT02:3217365","200","inhibitor"
"646003","ESPORTSTMNT06:1550007","200","turret"
"1127690","ESPORTSTMNT01:2250289","200","turret"
"1271113","ESPORTSTMNT03:1111807","100","turret"
"1961420","ESPORTSTMNT03:2883282","200","inhibitor"
"1139818","ESPORTSTMNT03:3187913","100","turret"
"1839004","ESPORTSTMNT01:1433946","100","turret"
"1454272","ESPORTSTMNT03:1414589","200","inhibitor"
"1467919","ESPORTSTMNT02:3164960","200","inhibitor"
"1127247","ESPORTSTMNT03:1826695","200","turret"
"1939911","ESPORTSTMNT05:2680288","100","inhibitor"
"1303174","ESPORTSTMNT03:1995368","200","inhibitor"
"807760","ESPORTSTMNT01:1111464","200","turret"
"1489051","ESPORTSTMNT04:2210375","100","inhibitor"
"836818","ESPORTSTMNT03:1551654","200","turret"
"895092","ESPORTSTMNT03:3197161","200","turret"
"944438","ESPORTSTMNT01:3405031","100","turret"
"887243","ESPORTSTMNT01:1144855","100","turret"
"833149","ESPORTSTMNT06:1570398","100","turret"
"858396","ESPORTSTMNT02:3150298","100","turret"
"1466321","ESPORTSTMNT04:1971171","100","inhibitor"
"836512","ESPORTSTMNT05:2950994","100","turret"
"1106553","ESPORTSTMNT01:2730757","200","turret"
"1015424","ESPORTSTMNT04:2672281","100","turret"
"1761718","ESPORTSTMNT01:2240527","200","inhibitor"
"761730","ESPORTSTMNT01:2966398","100","turret"
"2045738","ESPORTSTMNT03:1962333","200","inhibitor"
"1051511","ESPORTSTMNT02:2671880","100","turret"
"1118607","ESPORTSTMNT01:3410713","100","turret"
"922854","ESPORTSTMNT02:2556220","100","turret"
"1522267","ESPORTSTMNT03:2633706","200","inhibitor"
"2321556","ESPORTSTMNT04:2240331","200","inhibitor"
"885445","ESPORTSTMNT03:3129600","200","turret"
"1039007","ESPORTSTMNT06:2460304","200","turret"
"2164430","ESPORTSTMNT01:3414442","100","inhibitor"
"1097596","ESPORTSTMNT02:1084471","200","turret"
"1078103","ESPORTSTMNT02:2840156","200","turret"
"1710515","ESPORTSTMNT06:1881270","200","inhibitor"
"2277157","ESPORTSTMNT03:2052576","100","inhibitor"
"725323","ESPORTSTMNT02:3142054","200","turret"
"1086416","ESPORTSTMNT03:2092367","100","turret"
"1187041","ESPORTSTMNT03:2794082","200","turret"
"1731303","ESPORTSTMNT03:2886243","100","inhibitor"
"1135310","ESPORTSTMNT01:2906305","100","turret"
"982941","ESPORTSTMNT02:2064144","100","turret"
"924947","ESPORTSTMNT03:3165381","200","turret"
"1584854","ESPORTSTMNT05:1820496","100","inhibitor"
"839426","ESPORTSTMNT06:1072327","200","turret"
"1443362","ESPORTSTMNT01:3366794","200","inhibitor"
"1452895","ESPORTSTMNT03:1334756","200","inhibitor"
"1913102","ESPORTSTMNT01:3406478","100","inhibitor"
"1747618","ESPORTSTMNT06:1860101","100","inhibitor"
"1132720","ESPORTSTMNT01:3384126","200","turret"
"853386","ESPORTSTMNT01:3313637","200","turret"
"1079150","ESPORTSTMNT02:2913639","100","turret"
"1036307","ESPORTSTMNT01:3402766","100","turret"
"1318255","ESPORTSTMNT02:3217072","200","turret"
"961407","ESPORTSTMNT01:3413797","100","turret"
"968268","ESPORTSTMNT03:3129011","200","turret"
"806954","ESPORTSTMNT06:2531445","200","turret"
"1898115","ESPORTSTMNT02:1294655","100","inhibitor"
"975136","ESPORTSTMNT01:1151506","200","turret"
"1110381","ESPORTSTMNT05:1390213","100","turret"
"2053389","ESPORTSTMNT01:3094370","200","inhibitor"
"854944","ESPORTSTMNT03:3185169","100","turret"
"579841","ESPORTSTMNT01:2572378","200","turret"
"1082919","ESPORTSTMNT06:1680293","200","turret"
"818784","ESPORTSTMNT03:2566390","100","turret"
"2159522","ESPORTSTMNT02:1401346","100","inhibitor"
"636675","ESPORTSTMNT01:1721719","200","turret"
"778317","ESPORTSTMNT02:1723568","200","turret"
"1256409","ESPORTSTMNT03:3120298","100","turret"
"1068568","ESPORTSTMNT03:3129850","200","turret"
"1032191","ESPORTSTMNT03:2795429","100","turret"
"1094539","ESPORTSTMNT05:1190176","200","turret"
"1054906","ESPORTSTMNT05:2980455","200","turret"
"1005764","ESPORTSTMNT02:3222016","100","turret"
"2055312","ESPORTSTMNT03:2714443","200","inhibitor"
"1481565","ESPORTSTMNT01:3084261","200","inhibitor"
"854660","ESPORTSTMNT03:1827052","200","turret"
"899767","LPL_B:326887","200","turret"
"741270","ESPORTSTMNT02:1091262","200","turret"
"880638","ESPORTSTMNT04:1010538","100","turret"
"854802","ESPORTSTMNT01:3309912","100","turret"
"798725","ESPORTSTMNT02:1386349","200","turret"
"1318469","ESPORTSTMNT01:2982376","100","inhibitor"
"2009297","ESPORTSTMNT02:1282702","100","inhibitor"
"726477","ESPORTSTMNT05:2521076","200","turret"
"1428802","ESPORTSTMNT03:1825543","100","turret"
"897308","ESPORTSTMNT03:2701960","100","turret"
"1693804","ESPORTSTMNT01:3372597","200","inhibitor"
"1362680","ESPORTSTMNT03:2796225","200","turret"
"1316698","ESPORTSTMNT03:3170102","100","turret"
"1938317","ESPORTSTMNT04:2666089","100","inhibitor"
"1019981","ESPORTSTMNT04:1490228","100","turret"
"870131","ESPORTSTMNT01:3340325","100","turret"
"829723","ESPORTSTMNT05:1530408","100","turret"
"971014","ESPORTSTMNT06:1020629","100","turret"
"736011","ESPORTSTMNT03:2000977","100","turret"
"828038","ESPORTSTMNT03:3198021","200","turret"
"792398","ESPORTSTMNT05:2530727","200","turret"
"2465377","ESPORTSTMNT06:2290508","100","inhibitor"
"1712935","ESPORTSTMNT03:3116753","200","inhibitor"
"1809566","ESPORTSTMNT03:1812125","100","inhibitor"
"1247018","ESPORTSTMNT03:2893238","100","turret"
"1676801","ESPORTSTMNT05:1971611","100","inhibitor"
"814084","ESPORTSTMNT06:1880264","200","turret"
"1582282","ESPORTSTMNT06:1062051","100","inhibitor"
"866481","ESPORTSTMNT06:2818344","200","turret"
"722929","ESPORTSTMNT06:2340456","200","turret"
"1528855","ESPORTSTMNT01:1894244","200","inhibitor"
"695332","ESPORTSTMNT02:2074385","100","turret"
"1381047","ESPORTSTMNT04:2685825","200","turret"
"989546","ESPORTSTMNT06:2769369","200","turret"
"1348290","ESPORTSTMNT06:2775366","200","inhibitor"
"1582971","ESPORTSTMNT01:3303391","100","inhibitor"
"1557161","ESPORTSTMNT01:3401330","100","inhibitor"
"571168","ESPORTSTMNT03:1993382","200","turret"
"709728","ESPORTSTMNT03:2070642","100","turret"
"943994","ESPORTSTMNT03:2590222","200","turret"
"956124","ESPORTSTMNT03:1124605","200","turret"
"1454610","ESPORTSTMNT03:2786031","100","turret"
"870473","ESPORTSTMNT03:1826266","100","turret"
"1478672","ESPORTSTMNT03:2789159","200","inhibitor"
"1601764","ESPORTSTMNT04:1250124","100","inhibitor"
"956203","ESPORTSTMNT04:2451160","200","turret"
"1034130","ESPORTSTMNT03:2544631","200","turret"
"744535","ESPORTSTMNT01:2691518","100","turret"
"853546","ESPORTSTMNT01:2147035","200","turret"
"1047490","ESPORTSTMNT01:2240116","200","turret"
"1735467","ESPORTSTMNT03:2781561","100","inhibitor"
"1984044","ESPORTSTMNT06:1570430","200","inhibitor"
"871473","ESPORTSTMNT01:1886569","100","turret"
"923498","ESPORTSTMNT01:3301369","100","turret"
"647513","ESPORTSTMNT01:2745522","100","turret"
"1207985","ESPORTSTMNT01:2772562","100","turret"
"924699","ESPORTSTMNT05:2560466","100","turret"
"1808939","ESPORTSTMNT01:3387109","200","inhibitor"
"1308467","ESPORTSTMNT02:3207804","200","turret"
"891585","ESPORTSTMNT04:2683141","100","turret"
"2349501","ESPORTSTMNT06:2210746","100","inhibitor"
"772613","ESPORTSTMNT04:2688518","200","turret"
"849881","ESPORTSTMNT05:3219540","200","turret"
"1585751","ESPORTSTMNT01:3406282","100","inhibitor"
"1654554","ESPORTSTMNT02:2840162","200","inhibitor"
"887929","ESPORTSTMNT04:2685458","200","turret"
"675897","LPL_B:328227","200","turret"
"995837","ESPORTSTMNT01:2781109","200","turret"
"2090722","ESPORTSTMNT02:1733521","200","inhibitor"
"1709988","ESPORTSTMNT03:1331919","200","inhibitor"
"975414","ESPORTSTMNT03:2590205","200","turret"
"1312021","ESPORTSTMNT01:2134770","100","inhibitor"
"555896","LPL_A:343215","200","turret"
"760393","ESPORTSTMNT02:3143199","100","turret"
"1581560","ESPORTSTMNT03:1994420","200","inhibitor"
"978050","ESPORTSTMNT01:3339915","100","turret"
"890324","ESPORTSTMNT02:3208942","200","turret"
"976819","ESPORTSTMNT03:3184300","100","turret"
"661625","ESPORTSTMNT02:1324546","100","turret"
"1117476","ESPORTSTMNT06:2530573","100","turret"
"922774","ESPORTSTMNT01:2983293","100","turret"
"1010468","ESPORTSTMNT05:2670218","100","turret"
"1566422","ESPORTSTMNT05:2940695","100","inhibitor"
"889221","ESPORTSTMNT02:3229559","100","turret"
"862526","ESPORTSTMNT01:3311790","200","turret"
"830912","ESPORTSTMNT02:1281110","200","turret"
"1795945","ESPORTSTMNT02:1725963","100","inhibitor"
"1839084","ESPORTSTMNT01:1403878","100","inhibitor"
"861224","LPL_B:328400","200","turret"
"864427","ESPORTSTMNT02:2570934","100","turret"
"1010874","ESPORTSTMNT01:2735350","200","turret"
"1872961","ESPORTSTMNT02:3166049","200","inhibitor"
"1408823","ESPORTSTMNT01:3328958","100","turret"
"1483971","ESPORTSTMNT01:2904334","200","inhibitor"
"1147893","ESPORTSTMNT02:3048651","200","turret"
"891661","ESPORTSTMNT03:2102636","100","turret"
"2149839","ESPORTSTMNT04:1670290","100","inhibitor"
"717330","ESPORTSTMNT03:2651390","200","turret"
"1105542","ESPORTSTMNT03:3134334","200","turret"
"1968899","ESPORTSTMNT04:2090543","200","inhibitor"
"1046112","ESPORTSTMNT03:1433748","200","turret"
"2154629","ESPORTSTMNT03:2007154","200","inhibitor"
"915697","ESPORTSTMNT06:2210962","100","turret"
"1099011","ESPORTSTMNT05:3218337","100","turret"
"2118898","ESPORTSTMNT02:2810470","200","inhibitor"
"897444","ESPORTSTMNT03:2543672","200","turret"
"1562379","ESPORTSTMNT03:3192062","100","inhibitor"
"1655909","ESPORTSTMNT04:2472225","200","inhibitor"
"855727","ESPORTSTMNT03:2569539","200","turret"
"1741569","ESPORTSTMNT01:3376646","200","inhibitor"
"852175","ESPORTSTMNT01:3380104","200","turret"
"971087","ESPORTSTMNT03:3126817","200","turret"
"898025","ESPORTSTMNT06:2260538","100","turret"
"1035319","ESPORTSTMNT03:3200532","200","turret"
"625897","ESPORTSTMNT01:3380111","200","turret"
"1491879","ESPORTSTMNT01:2810129","100","inhibitor"
"2253703","LPL_A:330319","100","inhibitor"
"1050695","ESPORTSTMNT02:1292653","100","turret"
"1461833","ESPORTSTMNT03:2789661","100","inhibitor"
"2056913","ESPORTSTMNT03:2652286","200","inhibitor"
"1310162","ESPORTSTMNT06:2774259","200","inhibitor"
"917338","ESPORTSTMNT06:2774912","100","turret"
"934544","ESPORTSTMNT01:2782871","200","turret"
"944312","ESPORTSTMNT03:1331999","200","turret"
"930314","ESPORTSTMNT04:2220085","200","turret"
"1326041","ESPORTSTMNT01:3371446","100","turret"
"865549","ESPORTSTMNT02:2558129","100","turret"
"2017476","ESPORTSTMNT05:1830373","200","inhibitor"
"1744091","ESPORTSTMNT01:3306943","100","inhibitor"
"886752","ESPORTSTMNT03:3086271","200","turret"
"659816","ESPORTSTMNT06:1571157","100","turret"
"1547384","ESPORTSTMNT04:2431476","100","inhibitor"
"1611606","ESPORTSTMNT03:3177661","200","inhibitor"
"1252368","ESPORTSTMNT01:2701333","200","turret"
"962990","ESPORTSTMNT06:2773784","200","turret"
"1042182","ESPORTSTMNT03:3098983","100","turret"
"1398895","ESPORTSTMNT02:2620855","200","inhibitor"
"1016816","ESPORTSTMNT05:2990853","200","turret"
"1938014","ESPORTSTMNT01:3301911","200","turret"
"1600642","ESPORTSTMNT01:2800267","100","inhibitor"
"1118530","ESPORTSTMNT06:2460638","100","turret"
"1127898","ESPORTSTMNT04:1961085","200","turret"
"978970","ESPORTSTMNT02:1323408","200","turret"
"953481","ESPORTSTMNT02:2558411","100","turret"
"644303","ESPORTSTMNT01:1291426","200","turret"
"2472078","ESPORTSTMNT06:2500054","200","inhibitor"
"811155","ESPORTSTMNT03:1134392","200","turret"
"772987","ESPORTSTMNT03:2566417","200","turret"
"916204","ESPORTSTMNT06:2768583","200","turret"
"1853838","ESPORTSTMNT02:3218473","100","inhibitor"
"2200470","ESPORTSTMNT01:2695835","100","inhibitor"
"1711719","ESPORTSTMNT02:1102075","200","inhibitor"
"1493004","ESPORTSTMNT02:3141736","100","turret"
"1468036","ESPORTSTMNT01:1162393","100","turret"
"1462064","ESPORTSTMNT02:2781540","100","inhibitor"
"960076","ESPORTSTMNT02:1080533","100","turret"
"730624","ESPORTSTMNT06:2819365","100","turret"
"1706533","ESPORTSTMNT03:1433021","100","turret"
"2297700","ESPORTSTMNT04:2451371","200","inhibitor"
"888388","ESPORTSTMNT06:1180367","200","turret"
"1762542","ESPORTSTMNT03:2795515","100","inhibitor"
"856599","ESPORTSTMNT03:3090657","200","turret"
"886998","ESPORTSTMNT03:3125652","200","turret"
"975451","ESPORTSTMNT02:2776462","200","turret"
"1918670","ESPORTSTMNT01:3411627","100","inhibitor"
"1639136","ESPORTSTMNT01:3084523","200","inhibitor"
"949537","ESPORTSTMNT02:3144402","200","turret"
"729789","ESPORTSTMNT03:3095530","100","turret"
"1209882","ESPORTSTMNT01:2772479","100","inhibitor"
"952986","ESPORTSTMNT03:2054066","100","turret"
"926861","ESPORTSTMNT02:1723140","200","turret"
"2128712","ESPORTSTMNT06:1881293","200","inhibitor"
"1930015","ESPORTSTMNT05:2520607","100","inhibitor"
"2396775","ESPORTSTMNT02:1404098","100","inhibitor"
"2332864","ESPORTSTMNT02:3212182","200","inhibitor"
"1648071","ESPORTSTMNT03:2893994","200","inhibitor"
"1457185","ESPORTSTMNT06:1880343","100","turret"
"1550673","LPL_B:329111","200","inhibitor"
"1376281","ESPORTSTMNT01:2135850","200","inhibitor"
"2068035","ESPORTSTMNT06:2420119","100","inhibitor"
"746331","ESPORTSTMNT03:2893441","100","turret"
"713728","ESPORTSTMNT06:1071461","100","turret"
"991623","ESPORTSTMNT04:2684187","200","turret"
"1157401","ESPORTSTMNT01:1305843","200","turret"
"1118021","LPL_B:329227","200","turret"
"1851933","ESPORTSTMNT05:2600041","200","inhibitor"
"925866","LPL_A:343996","200","turret"
"1031412","ESPORTSTMNT02:2777011","100","turret"
"862502","ESPORTSTMNT05:3219558","200","turret"
"1794127","ESPORTSTMNT03:1143741","100","inhibitor"
"1021276","ESPORTSTMNT03:1127218","200","turret"
"2195799","ESPORTSTMNT02:3221061","100","inhibitor"
"834230","ESPORTSTMNT01:2148427","100","turret"
"1456393","ESPORTSTMNT06:2775352","100","turret"
"1500928","ESPORTSTMNT03:3185647","100","inhibitor"
"1007996","ESPORTSTMNT04:2673497","100","turret"
"1730581","ESPORTSTMNT01:3408852","100","inhibitor"
"1428365","ESPORTSTMNT01:2744650","100","inhibitor"
"839769","ESPORTSTMNT01:2905619","200","turret"
"1669999","ESPORTSTMNT03:2657886","100","inhibitor"
"980945","ESPORTSTMNT01:3340418","100","turret"
"1664221","ESPORTSTMNT02:2555478","100","inhibitor"
"1967409","ESPORTSTMNT04:1320025","200","inhibitor"
"952183","ESPORTSTMNT03:3122731","200","turret"
"770304","ESPORTSTMNT02:1384620","200","turret"
"1084638","ESPORTSTMNT04:2686175","200","turret"
"829847","ESPORTSTMNT06:1571195","200","turret"
"1075398","ESPORTSTMNT03:1100980","200","turret"
"959577","ESPORTSTMNT04:2669245","200","turret"
"895645","ESPORTSTMNT01:1380453","100","turret"
"1068763","ESPORTSTMNT01:3364786","100","turret"
"1771646","ESPORTSTMNT05:3060680","200","inhibitor"
"1016991","LPL_A:343543","100","turret"
"960453","ESPORTSTMNT03:2961716","200","turret"
"1038383","ESPORTSTMNT03:1752579","200","turret"
"893899","ESPORTSTMNT06:2290302","200","turret"
"773730","ESPORTSTMNT01:3335438","200","turret"
"892908","ESPORTSTMNT04:2673677","200","turret"
"890088","ESPORTSTMNT02:3041990","100","turret"
"820644","ESPORTSTMNT06:2822185","200","turret"
"1493174","ESPORTSTMNT02:2972772","100","inhibitor"
"1807686","ESPORTSTMNT02:3208818","200","inhibitor"
"1121082","ESPORTSTMNT02:1115920","100","turret"
"1070714","LPL_B:329532","200","turret"
"1258754","ESPORTSTMNT02:1293792","100","turret"
"1355556","ESPORTSTMNT06:2773546","200","inhibitor"
"953717","ESPORTSTMNT01:2915391","100","turret"
"1099762","ESPORTSTMNT03:2075450","200","turret"
"1160902","ESPORTSTMNT01:3344006","100","turret"
"962475","ESPORTSTMNT04:1120173","200","turret"
"906904","ESPORTSTMNT01:2593081","200","turret"
"2224749","ESPORTSTMNT06:1181005","200","inhibitor"
"902448","ESPORTSTMNT03:2542777","100","turret"
"1081902","ESPORTSTMNT05:2530784","200","turret"
"651379","ESPORTSTMNT06:2290141","100","turret"
"1744107","ESPORTSTMNT04:990469","100","inhibitor"
"2070219","ESPORTSTMNT02:1696997","100","inhibitor"
"1049704","ESPORTSTMNT02:3053295","100","turret"
"748968","ESPORTSTMNT05:2060434","200","turret"
"723330","ESPORTSTMNT02:2673009","100","turret"
"1483209","ESPORTSTMNT02:1698014","200","inhibitor"
"870259","LPL_B:329904","100","turret"
"1413489","ESPORTSTMNT02:3169570","200","inhibitor"
"1851992","ESPORTSTMNT01:2783459","100","inhibitor"
"1070412","ESPORTSTMNT05:2530361","200","turret"
"1530209","ESPORTSTMNT01:1414048","100","inhibitor"
"1053500","ESPORTSTMNT04:2691595","200","turret"
"1011886","ESPORTSTMNT01:2030698","200","turret"
"1628497","ESPORTSTMNT05:2531026","100","inhibitor"
"933273","ESPORTSTMNT02:2071147","100","turret"
"1919388","ESPORTSTMNT03:2007586","200","inhibitor"
"1133115","ESPORTSTMNT04:1570044","200","turret"
"720127","ESPORTSTMNT01:3328155","200","turret"
"1581899","ESPORTSTMNT02:3217904","100","inhibitor"
"1826627","LPL_A:335309","100","inhibitor"
"902321","ESPORTSTMNT02:2661155","100","turret"
"721360","ESPORTSTMNT06:1830420","200","turret"
"1103009","ESPORTSTMNT05:2942372","100","turret"
"836234","ESPORTSTMNT02:1394969","200","turret"
"726328","ESPORTSTMNT02:2784809","100","turret"
"1560239","ESPORTSTMNT01:2780787","100","inhibitor"
"1880791","ESPORTSTMNT01:1156438","200","inhibitor"
"1063432","ESPORTSTMNT03:1413000","100","turret"
"1052425","ESPORTSTMNT01:2782935","100","turret"
"703325","ESPORTSTMNT01:2810248","200","turret"
"977783","ESPORTSTMNT04:2330060","100","turret"
"1674408","ESPORTSTMNT01:1895945","100","inhibitor"
"1104803","ESPORTSTMNT02:2061952","100","turret"
"1979270","ESPORTSTMNT05:2990166","200","inhibitor"
"1214917","ESPORTSTMNT02:2558760","200","turret"
"857071","ESPORTSTMNT02:3190075","200","turret"
"1048764","ESPORTSTMNT03:2549412","100","turret"
"1165860","ESPORTSTMNT06:1300850","100","turret"
"895411","ESPORTSTMNT03:1766476","200","turret"
"893743","ESPORTSTMNT03:3190638","200","turret"
"1010801","ESPORTSTMNT02:3045480","100","turret"
"2079549","ESPORTSTMNT06:2460436","100","inhibitor"
"929505","ESPORTSTMNT05:1860820","100","turret"
"1049261","ESPORTSTMNT03:2896294","200","turret"
"660010","ESPORTSTMNT04:1970407","200","turret"
"2130386","ESPORTSTMNT01:3416274","100","inhibitor"
"981186","ESPORTSTMNT02:3057724","200","turret"
"2652843","ESPORTSTMNT03:3094552","200","inhibitor"
"1575507","LPL_B:328329","100","inhibitor"
"1729094","ESPORTSTMNT03:1751103","200","inhibitor"
"1037589","ESPORTSTMNT03:3117486","200","turret"
"1812064","ESPORTSTMNT06:1020973","100","inhibitor"
"986976","ESPORTSTMNT01:3084243","100","turret"
"1843746","ESPORTSTMNT05:2520245","200","inhibitor"
"1008095","ESPORTSTMNT04:1660373","100","turret"
"722899","ESPORTSTMNT02:2578516","100","turret"
"804831","ESPORTSTMNT04:2471073","100","turret"
"1105228","ESPORTSTMNT02:3170218","100","turret"
"834942","ESPORTSTMNT02:2578035","100","turret"
"1680957","ESPORTSTMNT04:2694104","200","inhibitor"
"964327","LPL_A:343354","200","turret"
"709307","ESPORTSTMNT03:1128603","100","turret"
"1436930","ESPORTSTMNT01:3307711","100","inhibitor"
"966805","ESPORTSTMNT02:3218812","100","turret"
"1977044","ESPORTSTMNT03:2563115","100","inhibitor"
"1255236","ESPORTSTMNT02:1386500","100","turret"
"2292965","ESPORTSTMNT04:1800857","100","inhibitor"
"1315742","ESPORTSTMNT02:2913661","100","inhibitor"
"1215707","ESPORTSTMNT03:1392714","100","turret"
"700006","ESPORTSTMNT01:3338662","100","turret"
"1073525","ESPORTSTMNT04:2689705","100","turret"
"1099618","ESPORTSTMNT03:2892470","100","turret"
"1393737","ESPORTSTMNT03:3193291","100","inhibitor"
"893064","ESPORTSTMNT03:2569991","100","turret"
"1178439","ESPORTSTMNT03:3120825","200","turret"
"982003","ESPORTSTMNT05:2951534","100","turret"
"715656","ESPORTSTMNT01:2144420","100","turret"
"837642","ESPORTSTMNT05:3220304","100","turret"
"2052748","ESPORTSTMNT02:1385241","200","inhibitor"
"1465450","ESPORTSTMNT02:1922144","100","inhibitor"
"799196","ESPORTSTMNT01:2137440","100","turret"
"2521254","ESPORTSTMNT03:2007039","100","turret"
"1497299","ESPORTSTMNT06:2775305","100","inhibitor"
"886638","ESPORTSTMNT01:3413910","200","turret"
"1551800","ESPORTSTMNT03:1432054","100","turret"
"1209925","ESPORTSTMNT01:1692300","100","turret"
"994442","ESPORTSTMNT01:3371532","200","turret"
"1869399","LPL_B:328595","200","inhibitor"
"2299534","ESPORTSTMNT02:3210268","200","inhibitor"
"1893333","ESPORTSTMNT02:1733048","100","inhibitor"
"1763934","ESPORTSTMNT03:2580134","200","turret"
"1665230","ESPORTSTMNT04:960777","200","inhibitor"
"997866","ESPORTSTMNT01:3405215","200","turret"
"2101557","ESPORTSTMNT03:1765200","100","inhibitor"
"865713","ESPORTSTMNT06:2260512","200","turret"
"690829","ESPORTSTMNT02:2063219","200","turret"
"981336","ESPORTSTMNT03:3181007","200","turret"
"2046451","ESPORTSTMNT02:1732265","200","inhibitor"
"1537395","ESPORTSTMNT01:3081229","200","inhibitor"
"726410","ESPORTSTMNT03:3128234","200","turret"
"2082953","ESPORTSTMNT03:2651111","200","inhibitor"
"2023366","ESPORTSTMNT01:3334514","200","inhibitor"
"2205594","ESPORTSTMNT03:3124464","100","inhibitor"
"1703905","ESPORTSTMNT03:1672441","200","inhibitor"
"2147089","ESPORTSTMNT06:2541458","100","inhibitor"
"840415","ESPORTSTMNT03:3084596","200","turret"
"905382","ESPORTSTMNT01:3407528","200","turret"
"907069","ESPORTSTMNT05:3223032","200","turret"
"1711507","ESPORTSTMNT05:1860532","200","inhibitor"
"798987","ESPORTSTMNT05:3219311","100","turret"
"1612509","ESPORTSTMNT03:2130397","200","inhibitor"
"1315087","ESPORTSTMNT03:2788049","200","turret"
"1086776","ESPORTSTMNT03:2657172","100","turret"
"1423384","ESPORTSTMNT02:3214601","200","inhibitor"
"1066113","ESPORTSTMNT02:1403916","100","turret"
"1011901","ESPORTSTMNT02:1682812","100","turret"
"916435","ESPORTSTMNT02:3047802","200","turret"
"1085315","ESPORTSTMNT03:1821692","200","turret"
"2223017","ESPORTSTMNT01:2773480","200","inhibitor"
"796160","ESPORTSTMNT01:2902760","200","turret"
"1102911","ESPORTSTMNT03:3125458","100","turret"
"894620","ESPORTSTMNT01:1321377","200","turret"
"2011195","ESPORTSTMNT03:3198206","200","inhibitor"
"1848426","ESPORTSTMNT02:3160023","200","inhibitor"
"2375934","ESPORTSTMNT02:3220900","100","inhibitor"
"589512","ESPORTSTMNT02:1404349","200","turret"
"1394603","ESPORTSTMNT02:1115921","100","turret"
"1655867","ESPORTSTMNT05:1821028","200","inhibitor"
"1442221","ESPORTSTMNT02:2210079","100","inhibitor"
"1735105","ESPORTSTMNT03:3130690","200","inhibitor"
"1833495","ESPORTSTMNT01:1370339","200","inhibitor"
"2009568","ESPORTSTMNT01:1156507","200","inhibitor"
"932857","ESPORTSTMNT04:1970423","100","turret"
"822335","ESPORTSTMNT06:1041158","200","turret"
"1076617","ESPORTSTMNT03:3143794","200","turret"
"2167968","ESPORTSTMNT03:1334386","200","inhibitor"
"1385252","ESPORTSTMNT04:2411260","100","inhibitor"
"2436445","ESPORTSTMNT06:1041087","100","inhibitor"
"1828651","ESPORTSTMNT05:3239540","200","inhibitor"
"1718281","ESPORTSTMNT01:2144560","100","turret"
"1134371","ESPORTSTMNT01:2200820","100","turret"
"976129","ESPORTSTMNT01:3341362","100","turret"
"964919","ESPORTSTMNT02:2962365","100","turret"
"625233","ESPORTSTMNT01:3374944","200","turret"
"1700130","ESPORTSTMNT04:1140174","200","inhibitor"
"1073124","ESPORTSTMNT02:2574986","100","turret"
"2307952","ESPORTSTMNT06:1881127","100","inhibitor"
"1962133","ESPORTSTMNT02:1686283","100","inhibitor"
"669542","ESPORTSTMNT02:1414310","100","turret"
"905112","ESPORTSTMNT03:2793542","200","turret"
"2192701","ESPORTSTMNT04:2688449","100","inhibitor"
"900248","ESPORTSTMNT01:3381478","200","turret"
"1494459","ESPORTSTMNT02:3187849","200","inhibitor"
"1112591","ESPORTSTMNT03:3131782","200","turret"
"1580249","ESPORTSTMNT05:1981395","200","turret"
"864027","ESPORTSTMNT01:2810162","100","turret"
"864128","ESPORTSTMNT03:2548943","200","turret"
"858812","ESPORTSTMNT05:3060379","200","turret"
"1760010","ESPORTSTMNT04:1120629","200","inhibitor"
"1895366","ESPORTSTMNT05:1430403","200","inhibitor"
"1597470","ESPORTSTMNT01:2913857","200","inhibitor"
"949389","ESPORTSTMNT01:2745098","100","turret"
"1168718","ESPORTSTMNT02:1103818","200","turret"
"979449","ESPORTSTMNT03:2630752","200","turret"
"865584","ESPORTSTMNT06:1861064","100","turret"
"2757011","ESPORTSTMNT02:1112568","200","inhibitor"
"952340","ESPORTSTMNT03:2920219","200","turret"
"1892658","ESPORTSTMNT04:2090538","100","inhibitor"
