"platformgameid","blue_kills","red_kills"
"ESPORTSTMNT01:3372716","6","18"
"ESPORTSTMNT05:3223388","21","6"
"ESPORTSTMNT02:1101579","9","15"
"ESPORTSTMNT05:1830123","7","22"
"ESPORTSTMNT04:1660254","19","15"
"ESPORTSTMNT03:1433700","2","16"
"ESPORTSTMNT02:1112249","18","17"
"ESPORTSTMNT04:2684187","5","17"
"ESPORTSTMNT03:2568657","5","20"
"ESPORTSTMNT05:2520587","11","24"
"ESPORTSTMNT02:2556308","5","17"
"ESPORTSTMNT01:2906040","8","15"
"ESPORTSTMNT06:1680372","10","23"
"ESPORTSTMNT03:2545393","19","6"
"ESPORTSTMNT03:1404322","1","15"
"ESPORTSTMNT02:2075411","7","16"
"ESPORTSTMNT03:1811915","13","11"
"ESPORTSTMNT04:2200313","13","7"
"ESPORTSTMNT02:1280891","4","15"
"ESPORTSTMNT03:1123484","13","6"
"ESPORTSTMNT01:3373652","8","8"
"ESPORTSTMNT03:3088407","1","12"
"ESPORTSTMNT03:3090607","17","6"
"ESPORTSTMNT04:2450295","9","2"
"ESPORTSTMNT02:2882306","31","25"
"ESPORTSTMNT02:2661102","27","21"
"ESPORTSTMNT04:2411521","7","22"
"ESPORTSTMNT03:1961570","21","21"
"ESPORTSTMNT01:3096746","17","4"
"ESPORTSTMNT02:1800193","15","7"
"ESPORTSTMNT03:1997578","9","19"
"ESPORTSTMNT03:2050771","16","22"
"ESPORTSTMNT01:2692722","13","7"
"ESPORTSTMNT04:2411388","15","6"
"ESPORTSTMNT06:1320512","6","16"
"ESPORTSTMNT01:1426092","15","11"
"ESPORTSTMNT02:3191919","15","1"
"ESPORTSTMNT01:1130750","3","16"
"ESPORTSTMNT05:1400553","12","16"
"ESPORTSTMNT03:2544371","20","13"
"ESPORTSTMNT06:2510048","22","7"
"ESPORTSTMNT03:2566390","12","28"
"ESPORTSTMNT03:2782866","4","13"
"ESPORTSTMNT06:1680685","19","9"
"ESPORTSTMNT05:2942496","1","13"
"ESPORTSTMNT03:2006626","6","28"
"ESPORTSTMNT02:1736089","14","10"
"ESPORTSTMNT02:1090928","15","4"
"ESPORTSTMNT01:2135213","21","10"
"ESPORTSTMNT02:2673017","7","23"
"ESPORTSTMNT01:1141728","13","2"
"LPL_A:331894","13","13"
"ESPORTSTMNT04:2450607","18","14"
"ESPORTSTMNT05:1970748","18","18"
"ESPORTSTMNT02:2830458","1","9"
"ESPORTSTMNT05:1831456","7","15"
"ESPORTSTMNT04:1960844","13","13"
"ESPORTSTMNT05:2670326","22","17"
"ESPORTSTMNT04:2210408","5","19"
"ESPORTSTMNT01:1370145","11","10"
"ESPORTSTMNT06:2823229","5","16"
"ESPORTSTMNT01:2916297","11","17"
"ESPORTSTMNT01:3403796","18","7"
"ESPORTSTMNT01:3380083","6","22"
"ESPORTSTMNT03:2714207","9","15"
"ESPORTSTMNT05:1530170","4","7"
"ESPORTSTMNT03:1764121","19","14"
"ESPORTSTMNT03:1552434","16","6"
"ESPORTSTMNT02:1331470","6","13"
"ESPORTSTMNT01:3381584","30","12"
"ESPORTSTMNT06:1860075","9","27"
"ESPORTSTMNT01:3412852","6","20"
"ESPORTSTMNT04:2689784","17","23"
"ESPORTSTMNT03:1755573","16","12"
"ESPORTSTMNT03:2050724","3","9"
"ESPORTSTMNT03:3182129","20","9"
"ESPORTSTMNT02:3170359","25","10"
"ESPORTSTMNT04:1971236","1","18"
"ESPORTSTMNT06:2260453","11","9"
"ESPORTSTMNT03:2795481","14","11"
"ESPORTSTMNT01:2903264","20","27"
"ESPORTSTMNT03:1824707","13","11"
"ESPORTSTMNT04:2665600","23","14"
"ESPORTSTMNT01:3330970","15","23"
"ESPORTSTMNT04:1810756","7","22"
"ESPORTSTMNT06:2817751","21","8"
"ESPORTSTMNT06:2773488","15","12"
"ESPORTSTMNT03:3098090","16","4"
"ESPORTSTMNT02:1924080","15","9"
"ESPORTSTMNT01:3303404","21","6"
"ESPORTSTMNT04:2685686","21","20"
"ESPORTSTMNT03:1996307","25","2"
"ESPORTSTMNT01:2773425","14","9"
"ESPORTSTMNT01:3414586","13","4"
"ESPORTSTMNT06:2777049","24","5"
"ESPORTSTMNT03:2075119","25","5"
"ESPORTSTMNT02:1401270","21","10"
"ESPORTSTMNT01:2250474","25","12"
"ESPORTSTMNT01:2964973","25","9"
"ESPORTSTMNT03:2055125","17","17"
"ESPORTSTMNT01:1732130","6","16"
"ESPORTSTMNT01:3391812","14","15"
"ESPORTSTMNT01:2144982","6","19"
"ESPORTSTMNT03:2791942","16","2"
"ESPORTSTMNT01:2139240","17","5"
"ESPORTSTMNT03:2075100","12","24"
"ESPORTSTMNT03:3191892","6","14"
"ESPORTSTMNT04:1880314","16","33"
"ESPORTSTMNT03:1827043","8","16"
"ESPORTSTMNT02:1686370","26","10"
"ESPORTSTMNT05:2520211","13","18"
"ESPORTSTMNT03:2563556","15","4"
"ESPORTSTMNT02:3144385","12","22"
"ESPORTSTMNT04:2300252","15","10"
"ESPORTSTMNT05:1180275","6","12"
"ESPORTSTMNT04:2669304","15","26"
"ESPORTSTMNT05:1821362","15","18"
"ESPORTSTMNT02:2076512","15","6"
"ESPORTSTMNT03:3089607","13","5"
"ESPORTSTMNT01:2770428","13","22"
"ESPORTSTMNT02:3166601","23","4"
"ESPORTSTMNT01:3405817","19","5"
"ESPORTSTMNT03:3166758","2","22"
"ESPORTSTMNT02:3216537","8","0"
"ESPORTSTMNT01:1435244","7","11"
"ESPORTSTMNT05:3218336","15","7"
"ESPORTSTMNT01:2702177","15","7"
"ESPORTSTMNT02:2075337","11","12"
"ESPORTSTMNT02:1291071","11","27"
"ESPORTSTMNT01:3314645","13","9"
"ESPORTSTMNT03:1961611","24","8"
"ESPORTSTMNT03:2546990","5","8"
"ESPORTSTMNT02:2574521","23","10"
"ESPORTSTMNT02:3218051","21","11"
"ESPORTSTMNT03:1641027","23","31"
"ESPORTSTMNT02:3219848","8","27"
"ESPORTSTMNT02:2962358","9","17"
"ESPORTSTMNT03:2002899","17","9"
"ESPORTSTMNT01:2694921","7","18"
"ESPORTSTMNT04:2450215","22","18"
"ESPORTSTMNT01:2136300","7","2"
"ESPORTSTMNT01:1880949","14","10"
"ESPORTSTMNT02:3162514","9","13"
"ESPORTSTMNT03:3174593","28","10"
"ESPORTSTMNT01:3406515","20","26"
"ESPORTSTMNT01:2144517","11","25"
"ESPORTSTMNT06:1170233","4","10"
"ESPORTSTMNT02:3218931","6","21"
"ESPORTSTMNT03:2101834","2","19"
"ESPORTSTMNT06:2818879","23","8"
"ESPORTSTMNT02:1722015","11","6"
"ESPORTSTMNT01:1121139","14","19"
"ESPORTSTMNT04:2684109","18","3"
"ESPORTSTMNT01:3380108","5","17"
"ESPORTSTMNT06:2470323","2","15"
"ESPORTSTMNT03:1812095","7","20"
"ESPORTSTMNT03:2657181","16","5"
"ESPORTSTMNT01:1895749","10","4"
"ESPORTSTMNT02:2789933","7","15"
"ESPORTSTMNT01:2982848","13","1"
"ESPORTSTMNT02:3162005","13","7"
"ESPORTSTMNT01:3303646","10","19"
"ESPORTSTMNT03:3091162","17","13"
"ESPORTSTMNT03:2073826","8","19"
"ESPORTSTMNT06:1881407","16","4"
"ESPORTSTMNT01:2773240","16","6"
"ESPORTSTMNT06:2817475","18","16"
"ESPORTSTMNT03:2654072","4","21"
"ESPORTSTMNT06:2420117","21","19"
"ESPORTSTMNT04:2410920","10","17"
"ESPORTSTMNT01:1691433","14","6"
"ESPORTSTMNT04:2684736","19","4"
"ESPORTSTMNT03:3087549","17","9"
"ESPORTSTMNT01:3327159","23","9"
"ESPORTSTMNT06:2774934","14","31"
"ESPORTSTMNT03:2794610","5","10"
"LPL_B:327956","12","25"
"ESPORTSTMNT01:1110177","24","7"
"ESPORTSTMNT03:2790434","4","30"
"ESPORTSTMNT01:3083229","20","12"
"ESPORTSTMNT03:1766503","17","11"
"ESPORTSTMNT03:2885434","19","14"
"ESPORTSTMNT06:1020659","18","5"
"ESPORTSTMNT06:2820279","7","17"
"ESPORTSTMNT01:1693576","11","17"
"ESPORTSTMNT01:2810248","17","5"
"ESPORTSTMNT06:2768790","8","8"
"ESPORTSTMNT03:2564162","16","22"
"ESPORTSTMNT04:2672468","10","15"
"ESPORTSTMNT02:1735242","22","14"
"ESPORTSTMNT03:3130374","5","18"
"ESPORTSTMNT03:2130462","16","6"
"ESPORTSTMNT01:2697480","16","13"
"ESPORTSTMNT01:3306772","30","7"
"ESPORTSTMNT03:2635454","12","16"
"ESPORTSTMNT03:2793041","23","19"
"ESPORTSTMNT01:1162249","19","11"
"ESPORTSTMNT01:3408818","5","20"
"ESPORTSTMNT06:1071705","4","12"
"ESPORTSTMNT01:3324401","11","15"
"ESPORTSTMNT01:2692951","7","15"
"ESPORTSTMNT03:2549546","19","15"
"ESPORTSTMNT01:3325573","7","15"
"ESPORTSTMNT03:3185130","14","15"
"ESPORTSTMNT04:2450483","8","20"
"ESPORTSTMNT06:1031302","10","3"
"ESPORTSTMNT01:2744040","17","19"
"ESPORTSTMNT04:1961390","11","16"
"ESPORTSTMNT03:2580010","12","4"
"ESPORTSTMNT05:3217554","11","12"
"ESPORTSTMNT02:2577533","16","8"
"ESPORTSTMNT01:2250494","6","22"
"ESPORTSTMNT01:2905087","18","25"
"ESPORTSTMNT02:3139906","11","12"
"ESPORTSTMNT01:3412754","17","10"
"ESPORTSTMNT05:3060449","7","16"
"ESPORTSTMNT02:3164252","9","23"
"ESPORTSTMNT06:2530452","18","3"
"ESPORTSTMNT03:1827453","6","23"
"ESPORTSTMNT01:3405562","23","4"
"ESPORTSTMNT02:1682025","21","8"
"ESPORTSTMNT04:2689186","23","11"
"ESPORTSTMNT01:3314849","10","4"
"ESPORTSTMNT03:1754970","22","13"
"ESPORTSTMNT01:1144130","29","14"
"ESPORTSTMNT02:3232320","17","6"
"ESPORTSTMNT03:2541958","14","2"
"ESPORTSTMNT03:2653794","21","16"
"ESPORTSTMNT02:1934634","12","23"
"ESPORTSTMNT06:1720699","8","23"
"ESPORTSTMNT06:1071514","16","13"
"ESPORTSTMNT02:3211720","19","19"
"ESPORTSTMNT05:2530669","17","2"
"ESPORTSTMNT01:1144770","16","4"
"ESPORTSTMNT02:3228341","24","6"
"ESPORTSTMNT05:3060709","15","5"
"ESPORTSTMNT01:2148829","25","10"
"ESPORTSTMNT03:2893341","27","6"
"ESPORTSTMNT03:3126281","12","10"
"ESPORTSTMNT02:3158954","12","24"
"ESPORTSTMNT02:1725495","13","20"
"LPL_A:331354","4","11"
"ESPORTSTMNT02:3143477","7","18"
"ESPORTSTMNT01:3418098","21","4"
"ESPORTSTMNT03:1816755","14","6"
"ESPORTSTMNT06:1041162","18","8"
"ESPORTSTMNT06:2777011","20","13"
"ESPORTSTMNT03:3093289","2","19"
"ESPORTSTMNT01:3408367","7","14"
"ESPORTSTMNT02:2075210","5","18"
"ESPORTSTMNT01:1310892","7","19"
"ESPORTSTMNT02:2573576","20","9"
"ESPORTSTMNT06:2460417","4","19"
"ESPORTSTMNT06:2210706","15","3"
"ESPORTSTMNT03:2799907","15","3"
"ESPORTSTMNT02:2575943","15","27"
"ESPORTSTMNT02:3169648","16","7"
"ESPORTSTMNT04:2674557","19","24"
"ESPORTSTMNT04:1670379","6","14"
"ESPORTSTMNT03:3166925","5","15"
"ESPORTSTMNT05:1510546","10","18"
"ESPORTSTMNT01:3387318","11","4"
"ESPORTSTMNT01:3337374","29","16"
"ESPORTSTMNT03:1824359","23","15"
"ESPORTSTMNT05:1410711","15","7"
"ESPORTSTMNT02:2775711","3","15"
"ESPORTSTMNT01:3367228","10","7"
"ESPORTSTMNT03:2547251","6","12"
"ESPORTSTMNT04:2410370","16","1"
"ESPORTSTMNT04:2411147","9","11"
"ESPORTSTMNT03:3099692","21","10"
"ESPORTSTMNT04:2691905","25","18"
"ESPORTSTMNT01:1434977","6","16"
"ESPORTSTMNT03:3192492","17","6"
"ESPORTSTMNT01:2905644","14","22"
"ESPORTSTMNT04:1220214","21","5"
"ESPORTSTMNT04:2686428","8","15"
"ESPORTSTMNT04:2664750","17","3"
"ESPORTSTMNT06:1680202","8","19"
"ESPORTSTMNT05:1830686","14","24"
"ESPORTSTMNT02:2787132","5","24"
"ESPORTSTMNT04:1880447","9","14"
"ESPORTSTMNT01:3338507","13","18"
"ESPORTSTMNT03:2714197","21","14"
"ESPORTSTMNT04:2683936","5","13"
"ESPORTSTMNT03:2072338","16","11"
"ESPORTSTMNT01:1110187","27","20"
"ESPORTSTMNT03:3096235","20","8"
"ESPORTSTMNT03:1816971","2","14"
"ESPORTSTMNT06:1860884","13","20"
"ESPORTSTMNT05:3223030","27","11"
"ESPORTSTMNT01:3307677","23","10"
"ESPORTSTMNT02:1284923","10","7"
"ESPORTSTMNT06:2460638","12","27"
"ESPORTSTMNT05:3221097","28","12"
"ESPORTSTMNT06:1880148","7","16"
"ESPORTSTMNT01:2705072","6","17"
"ESPORTSTMNT03:1631486","20","37"
"ESPORTSTMNT01:3384405","8","24"
"ESPORTSTMNT03:1951008","4","13"
"ESPORTSTMNT03:3088456","11","14"
"ESPORTSTMNT06:2470466","27","32"
"ESPORTSTMNT02:2067624","17","8"
"ESPORTSTMNT03:1134395","11","5"
"ESPORTSTMNT03:2565333","6","24"
"ESPORTSTMNT06:1310393","26","29"
"ESPORTSTMNT01:2872146","12","9"
"ESPORTSTMNT02:2578308","29","11"
"ESPORTSTMNT01:2133754","20","11"
"ESPORTSTMNT02:1391729","3","23"
"ESPORTSTMNT06:1160522","7","27"
"ESPORTSTMNT04:2672638","5","13"
"ESPORTSTMNT02:2076465","18","12"
"ESPORTSTMNT02:2558570","12","7"
"ESPORTSTMNT03:3178383","14","2"
"LPL_A:334984","3","13"
"ESPORTSTMNT02:3057505","16","8"
"ESPORTSTMNT03:2884539","5","18"
"ESPORTSTMNT05:1510117","14","2"
"ESPORTSTMNT02:2067504","15","20"
"ESPORTSTMNT06:2340627","21","11"
"ESPORTSTMNT06:1720536","11","22"
"ESPORTSTMNT03:1413000","4","19"
"ESPORTSTMNT02:1270886","4","21"
"ESPORTSTMNT01:2133546","8","13"
"ESPORTSTMNT04:2230245","19","7"
"ESPORTSTMNT03:2562127","14","6"
"ESPORTSTMNT03:1433008","10","18"
"ESPORTSTMNT05:3239469","19","22"
"ESPORTSTMNT05:3090746","13","15"
"ESPORTSTMNT01:3307381","14","4"
"ESPORTSTMNT01:1131604","11","16"
"ESPORTSTMNT02:2974314","23","4"
"ESPORTSTMNT02:3163891","4","16"
"ESPORTSTMNT03:2003271","20","13"
"ESPORTSTMNT02:2556220","24","9"
"ESPORTSTMNT05:3222622","16","8"
"ESPORTSTMNT03:2654267","27","16"
"ESPORTSTMNT02:3160190","15","1"
"ESPORTSTMNT02:2070522","2","14"
"ESPORTSTMNT01:1132049","9","16"
"ESPORTSTMNT03:3199250","27","18"
"ESPORTSTMNT01:2250493","15","11"
"ESPORTSTMNT02:2775890","20","11"
"ESPORTSTMNT04:2230244","13","22"
"ESPORTSTMNT01:2694175","4","13"
"ESPORTSTMNT05:1440480","13","6"
"ESPORTSTMNT02:3168830","27","8"
"ESPORTSTMNT03:1811890","19","3"
"ESPORTSTMNT03:3197994","24","4"
"ESPORTSTMNT06:2541643","21","3"
"LPL_B:326429","5","14"
"ESPORTSTMNT01:2694124","16","6"
"ESPORTSTMNT02:3143464","21","17"
"ESPORTSTMNT05:3221122","16","7"
"ESPORTSTMNT05:3090069","5","23"
"ESPORTSTMNT03:1683969","18","5"
"ESPORTSTMNT04:2683130","13","18"
"ESPORTSTMNT05:3090397","22","2"
"ESPORTSTMNT02:2972294","18","13"
"ESPORTSTMNT03:3129957","8","18"
"ESPORTSTMNT05:2940847","10","23"
"ESPORTSTMNT01:3410165","12","9"
"ESPORTSTMNT01:1165836","15","7"
"ESPORTSTMNT05:3090325","16","5"
"ESPORTSTMNT05:1200114","11","4"
"ESPORTSTMNT02:2553970","27","12"
"ESPORTSTMNT05:1832061","13","27"
"ESPORTSTMNT01:3383590","17","11"
"ESPORTSTMNT02:3159815","15","22"
"ESPORTSTMNT04:2210330","24","10"
"ESPORTSTMNT01:1693683","9","21"
"ESPORTSTMNT01:3327436","11","18"
"ESPORTSTMNT05:1822014","23","5"
"ESPORTSTMNT04:1670294","14","23"
"ESPORTSTMNT01:3406605","12","6"
"ESPORTSTMNT05:3060412","1","15"
"ESPORTSTMNT04:1320064","13","12"
"ESPORTSTMNT02:1937455","11","11"
"ESPORTSTMNT02:2673191","9","27"
"ESPORTSTMNT06:2530550","8","35"
"ESPORTSTMNT05:3220355","17","7"
"ESPORTSTMNT01:2592499","10","25"
"ESPORTSTMNT01:2138334","21","33"
"ESPORTSTMNT04:1250460","18","14"
"ESPORTSTMNT01:2693060","14","16"
"ESPORTSTMNT06:1881127","9","12"
"ESPORTSTMNT03:2654227","20","7"
"ESPORTSTMNT02:3213817","9","16"
"ESPORTSTMNT04:2451162","17","5"
"ESPORTSTMNT02:2820650","13","3"
"ESPORTSTMNT04:2693278","2","15"
"ESPORTSTMNT01:1121638","22","8"
"ESPORTSTMNT05:3090766","16","11"
"ESPORTSTMNT02:1929125","11","29"
"ESPORTSTMNT05:1821041","26","19"
"ESPORTSTMNT03:3167990","11","21"
"ESPORTSTMNT02:3048763","9","15"
"ESPORTSTMNT02:1938621","18","22"
"ESPORTSTMNT02:2884737","9","26"
"ESPORTSTMNT01:1720707","14","11"
"ESPORTSTMNT04:1660234","6","16"
"ESPORTSTMNT02:2673855","13","3"
"ESPORTSTMNT02:2971196","12","15"
"ESPORTSTMNT04:2686368","3","12"
"ESPORTSTMNT04:2677225","13","4"
"ESPORTSTMNT04:1800331","19","9"
"ESPORTSTMNT05:1540150","12","31"
"ESPORTSTMNT03:2541943","20","6"
"ESPORTSTMNT01:1895789","17","2"
"ESPORTSTMNT03:2795141","9","15"
"ESPORTSTMNT02:1736315","8","17"
"ESPORTSTMNT06:1720497","8","22"
"ESPORTSTMNT06:2510179","10","25"
"ESPORTSTMNT03:3093310","6","20"
"ESPORTSTMNT01:3368425","20","10"
"ESPORTSTMNT03:1114848","12","3"
"ESPORTSTMNT02:2882299","7","21"
"ESPORTSTMNT06:1860500","22","7"
"ESPORTSTMNT05:2070115","6","21"
"ESPORTSTMNT04:1520386","7","19"
"ESPORTSTMNT03:3196049","14","16"
"ESPORTSTMNT01:2136415","18","6"
"ESPORTSTMNT02:2663988","17","11"
"ESPORTSTMNT03:3122376","25","10"
"ESPORTSTMNT01:1896701","11","14"
"ESPORTSTMNT03:2780214","25","12"
"ESPORTSTMNT01:2210658","20","29"
"ESPORTSTMNT01:2693004","26","14"
"ESPORTSTMNT01:3404678","9","6"
"ESPORTSTMNT01:2145344","15","28"
"ESPORTSTMNT06:1170837","14","4"
"ESPORTSTMNT02:1810417","13","18"
"ESPORTSTMNT01:2694807","7","23"
"ESPORTSTMNT06:1830705","15","16"
"ESPORTSTMNT02:3158392","21","16"
"ESPORTSTMNT05:1831833","6","22"
"ESPORTSTMNT03:1683522","15","3"
"ESPORTSTMNT03:2580333","16","12"
"ESPORTSTMNT03:2002733","21","11"
"ESPORTSTMNT04:970837","6","25"
"ESPORTSTMNT03:2563144","11","14"
"ESPORTSTMNT02:3214664","13","7"
"ESPORTSTMNT02:2662767","3","10"
"ESPORTSTMNT03:2799847","9","15"
"ESPORTSTMNT02:1697451","17","2"
"LPL_B:327929","2","15"
"ESPORTSTMNT03:3083561","18","4"
"ESPORTSTMNT01:2147877","3","15"
"ESPORTSTMNT05:1822036","8","12"
"ESPORTSTMNT06:2769135","4","15"
"ESPORTSTMNT04:1130643","10","12"
"ESPORTSTMNT05:3222576","16","6"
"ESPORTSTMNT04:2672428","12","4"
"ESPORTSTMNT03:3090142","16","5"
"ESPORTSTMNT01:2733107","13","19"
"ESPORTSTMNT03:3093210","3","9"
"ESPORTSTMNT01:1152878","14","4"
"ESPORTSTMNT02:3165397","27","19"
"ESPORTSTMNT01:1896216","24","5"
"ESPORTSTMNT03:1334202","19","18"
"ESPORTSTMNT03:2651488","6","16"
"ESPORTSTMNT02:1735489","18","24"
"ESPORTSTMNT03:1752582","7","17"
"ESPORTSTMNT01:2572378","29","8"
"ESPORTSTMNT03:2794361","15","13"
"ESPORTSTMNT01:2706774","3","16"
"ESPORTSTMNT03:3095362","5","24"
"ESPORTSTMNT02:2830284","12","21"
"ESPORTSTMNT03:1121636","10","21"
"ESPORTSTMNT04:2210318","14","12"
"ESPORTSTMNT01:3371446","10","5"
"ESPORTSTMNT03:2563801","19","18"
"ESPORTSTMNT06:1061976","18","10"
"ESPORTSTMNT02:2663403","10","17"
"ESPORTSTMNT02:2664231","7","16"
"ESPORTSTMNT01:3326264","22","15"
"ESPORTSTMNT02:2578012","20","13"
"ESPORTSTMNT05:2953291","19","10"
"ESPORTSTMNT01:3369393","21","0"
"ESPORTSTMNT03:2796237","8","11"
"ESPORTSTMNT04:2663978","13","12"
"ESPORTSTMNT01:2240657","22","6"
"ESPORTSTMNT04:2674968","20","7"
"ESPORTSTMNT05:1830696","16","5"
"ESPORTSTMNT04:2693252","4","21"
"ESPORTSTMNT06:2530805","31","7"
"ESPORTSTMNT01:1881957","17","18"
"ESPORTSTMNT04:2210218","4","20"
"ESPORTSTMNT06:2500295","18","11"
"ESPORTSTMNT01:2250289","12","28"
"ESPORTSTMNT03:3129853","26","2"
"ESPORTSTMNT04:2666114","11","21"
"ESPORTSTMNT03:1433751","19","8"
"ESPORTSTMNT02:1936608","14","5"
"LPL_A:329950","5","15"
"ESPORTSTMNT05:2520519","22","4"
"ESPORTSTMNT03:2102066","25","14"
"ESPORTSTMNT06:2822284","4","14"
"ESPORTSTMNT03:1334705","21","6"
"ESPORTSTMNT06:2822220","8","16"
"ESPORTSTMNT05:2760348","14","22"
"ESPORTSTMNT04:1560309","15","19"
"ESPORTSTMNT04:2669278","18","13"
"ESPORTSTMNT01:1882213","20","16"
"ESPORTSTMNT06:2570462","30","8"
"ESPORTSTMNT03:3199178","14","32"
"ESPORTSTMNT03:1991105","3","18"
"ESPORTSTMNT02:2075641","16","14"
"ESPORTSTMNT02:3168780","13","6"
"ESPORTSTMNT05:1220213","22","13"
"ESPORTSTMNT03:2787149","21","13"
"ESPORTSTMNT01:2983810","24","13"
"ESPORTSTMNT01:1370339","11","5"
"ESPORTSTMNT05:1430644","8","16"
"ESPORTSTMNT05:1822010","9","28"
"ESPORTSTMNT02:3212138","13","20"
"ESPORTSTMNT06:1190732","13","0"
"ESPORTSTMNT01:3402604","14","4"
"ESPORTSTMNT02:2578047","23","6"
"ESPORTSTMNT02:3215410","5","18"
"ESPORTSTMNT03:1532920","7","11"
"ESPORTSTMNT03:2633784","16","4"
"ESPORTSTMNT04:1880146","14","19"
"ESPORTSTMNT02:2820567","18","12"
"ESPORTSTMNT03:2657112","18","9"
"ESPORTSTMNT03:2637710","5","22"
"ESPORTSTMNT04:2430723","1","16"
"ESPORTSTMNT02:2786703","9","12"
"LPL_A:331029","17","13"
"ESPORTSTMNT05:2980432","26","30"
"ESPORTSTMNT02:2344304","23","26"
"ESPORTSTMNT01:2781745","22","9"
"ESPORTSTMNT06:2540426","18","17"
"ESPORTSTMNT06:1570754","5","13"
"LPL_B:326305","11","24"
"ESPORTSTMNT02:3210432","8","22"
"ESPORTSTMNT01:2744612","14","11"
"ESPORTSTMNT02:1324800","14","1"
"ESPORTSTMNT06:2540921","23","11"
"ESPORTSTMNT01:3092714","9","21"
"ESPORTSTMNT03:3174359","4","21"
"ESPORTSTMNT03:1333703","13","8"
"ESPORTSTMNT02:3214306","16","7"
"ESPORTSTMNT01:2144241","17","6"
"ESPORTSTMNT01:2743647","11","20"
"ESPORTSTMNT04:2664200","4","12"
"ESPORTSTMNT03:1762103","22","5"
"ESPORTSTMNT03:2658136","9","26"
"ESPORTSTMNT03:3198454","19","25"
"ESPORTSTMNT02:3043363","6","17"
"ESPORTSTMNT02:1401936","15","20"
"ESPORTSTMNT05:3220604","32","10"
"ESPORTSTMNT03:1441045","13","7"
"ESPORTSTMNT03:1331919","9","2"
"ESPORTSTMNT03:2564272","9","18"
"ESPORTSTMNT01:3414745","26","15"
"ESPORTSTMNT02:1685229","13","33"
"ESPORTSTMNT01:2240613","12","23"
"ESPORTSTMNT06:1020989","15","28"
"ESPORTSTMNT03:3089153","16","0"
"ESPORTSTMNT03:3111230","12","6"
"ESPORTSTMNT06:2541044","21","12"
"ESPORTSTMNT06:2530217","10","19"
"ESPORTSTMNT04:2471796","7","20"
"ESPORTSTMNT03:1430955","9","3"
"ESPORTSTMNT06:2768209","23","5"
"ESPORTSTMNT03:1760186","12","16"
"ESPORTSTMNT01:2250128","9","20"
"ESPORTSTMNT04:2669244","17","26"
"ESPORTSTMNT02:2552282","13","14"
"ESPORTSTMNT06:1581018","19","16"
"ESPORTSTMNT04:990770","8","19"
"ESPORTSTMNT02:3047878","5","22"
"ESPORTSTMNT01:1153140","17","6"
"ESPORTSTMNT03:1432272","14","13"
"ESPORTSTMNT06:1720282","13","8"
"ESPORTSTMNT02:2810261","21","19"
"ESPORTSTMNT03:3128402","9","3"
"ESPORTSTMNT01:2903632","8","20"
"ESPORTSTMNT03:1415688","5","16"
"ESPORTSTMNT04:2240175","13","22"
"ESPORTSTMNT04:2140155","12","21"
"ESPORTSTMNT01:2146815","22","10"
"ESPORTSTMNT02:1385056","9","10"
"ESPORTSTMNT02:3190503","10","12"
"ESPORTSTMNT06:1570484","6","21"
"ESPORTSTMNT05:1400811","7","3"
"ESPORTSTMNT04:1280199","10","18"
"ESPORTSTMNT01:3409844","5","26"
"ESPORTSTMNT06:1880471","3","15"
"ESPORTSTMNT01:1133157","4","16"
"ESPORTSTMNT03:1341953","14","13"
"ESPORTSTMNT02:1322856","8","19"
"ESPORTSTMNT03:2894039","6","21"
"ESPORTSTMNT01:2697580","16","13"
"ESPORTSTMNT03:2590205","4","21"
"ESPORTSTMNT02:3143488","6","15"
"ESPORTSTMNT03:3123316","21","22"
"ESPORTSTMNT05:3239540","15","10"
"ESPORTSTMNT04:1490245","12","28"
"ESPORTSTMNT01:3403374","18","6"
"ESPORTSTMNT06:1680687","21","10"
"ESPORTSTMNT03:2799580","18","3"
"ESPORTSTMNT03:2657190","10","19"
"ESPORTSTMNT03:3130702","17","16"
"ESPORTSTMNT02:3222020","22","7"
"ESPORTSTMNT03:1755441","22","8"
"ESPORTSTMNT01:3413183","21","7"
"ESPORTSTMNT01:2810185","27","8"
"ESPORTSTMNT06:2773569","19","6"
"ESPORTSTMNT02:3161272","17","6"
"ESPORTSTMNT06:1041163","17","9"
"ESPORTSTMNT02:3188175","16","24"
"ESPORTSTMNT06:1880122","19","15"
"ESPORTSTMNT06:1050042","17","25"
"ESPORTSTMNT03:2055207","13","3"
"ESPORTSTMNT03:1673719","13","32"
"ESPORTSTMNT01:1405624","21","11"
"ESPORTSTMNT03:1827163","22","10"
"ESPORTSTMNT01:3394793","4","16"
"ESPORTSTMNT02:2789662","21","14"
"ESPORTSTMNT01:1162363","9","19"
"ESPORTSTMNT04:2670485","28","9"
"ESPORTSTMNT04:1010547","16","9"
"ESPORTSTMNT04:2667108","12","26"
"ESPORTSTMNT06:1190345","3","18"
"ESPORTSTMNT01:2781781","21","8"
"ESPORTSTMNT02:1291045","15","3"
"ESPORTSTMNT06:2775864","29","8"
"ESPORTSTMNT06:1830984","14","8"
"ESPORTSTMNT02:3187653","12","14"
"ESPORTSTMNT01:2771682","17","6"
"ESPORTSTMNT06:2818103","11","24"
"ESPORTSTMNT02:1322993","3","8"
"ESPORTSTMNT01:2593105","12","23"
"ESPORTSTMNT03:2546060","14","6"
"ESPORTSTMNT02:3221152","15","15"
