"eventtime","platformgameid","gametime","winningteam","blue_level","red_level","blue_cs","red_cs"
"2021-07-30T16:10:43.385Z","ESPORTSTMNT06:1880170","210859","200","16","15","65.0","63.0"
"2023-07-19T20:37:55.742Z","ESPORTSTMNT06:2821226","210024","100","16","17","58.0","61.0"
"2022-01-23T00:35:35.724Z","ESPORTSTMNT01:2705859","210257","200","16","14","58.0","65.0"
"2022-07-16T13:03:22.725Z","ESPORTSTMNT02:2883038","210011","200","15","16","55.0","59.0"
"2022-01-14T21:10:15.986Z","ESPORTSTMNT04:2090358","210158","100","15","15","55.0","52.0"
"2022-04-10T12:15:24.089Z","ESPORTSTMNT03:2657183","210005","200","17","15","65.0","54.0"
"2021-07-25T19:05:25.077Z","ESPORTSTMNT02:2076492","210843","200","14","16","57.0","52.0"
"2023-01-18T21:23:41.478Z","ESPORTSTMNT06:2761192","210017","200","16","16","53.0","64.0"
"2021-01-30T20:05:20.989Z","ESPORTSTMNT05:1830660","210883","100","17","15","63.0","59.0"
"2021-02-10T17:29:07.598Z","ESPORTSTMNT02:1687855","210018","100","17","17","58.0","56.0"
"2022-02-20T20:16:21.841Z","ESPORTSTMNT03:2567516","210919","200","16","15","61.0","61.0"
"2022-06-25T13:09:52.386Z","ESPORTSTMNT06:2470623","210004","100","14","13","59.0","45.0"
"2021-02-10T18:13:26.667Z","ESPORTSTMNT02:1697390","210831","200","15","15","61.0","54.0"
"2022-02-08T19:09:33.832Z","ESPORTSTMNT02:2577421","210107","200","15","16","49.0","60.0"
"2020-03-07T07:27:51.397Z","ESPORTSTMNT03:1334281","210914","100","16","14","59.0","52.0"
"2022-06-08T18:07:11.301Z","ESPORTSTMNT05:2750215","210011","100","16","15","69.0","48.0"
"2022-07-30T08:12:05.517Z","ESPORTSTMNT06:2531436","210020","200","17","16","63.0","66.0"
"2021-06-10T19:02:12.021Z","ESPORTSTMNT02:1936586","210834","100","14","14","49.0","50.0"
"2022-07-10T08:10:10.039Z","ESPORTSTMNT04:2411510","210008","200","15","15","57.0","56.0"
"2021-08-22T18:50:48.225Z","ESPORTSTMNT06:1881367","210784","200","16","16","62.0","57.0"
"2020-08-08T18:09:46.078Z","ESPORTSTMNT05:1540418","210784","200","16","16","58.0","68.0"
"2021-04-01T10:32:25.302Z","ESPORTSTMNT03:1813262","210931","100","16","18","62.0","56.0"
"2022-03-27T18:02:55.263Z","ESPORTSTMNT06:2260338","210015","100","15","17","52.0","68.0"
"2022-03-18T02:17:59.175Z","ESPORTSTMNT02:2662338","210010","100","14","16","53.0","53.0"
"2023-07-08T12:12:51.266Z","ESPORTSTMNT03:3178697","210032","100","17","16","65.0","59.0"
"2021-03-19T13:54:08.651Z","ESPORTSTMNT05:1860722","210805","200","15","17","53.0","50.0"
"2023-03-04T19:08:54.766Z","ESPORTSTMNT05:3217543","210007","100","14","14","61.0","48.0"
"2023-03-04T19:08:55.759Z","ESPORTSTMNT05:3217543","211000","100","14","14","62.0","48.0"
"2023-02-23T02:23:58.355Z","ESPORTSTMNT02:3162124","210032","100","15","16","55.0","56.0"
"2023-02-25T02:09:30.613Z","ESPORTSTMNT02:3163394","210019","200","14","14","48.0","44.0"
"2019-08-18T21:45:10.102Z","ESPORTSTMNT02:1114792","210298","100","13","15","44.0","64.0"
"2022-03-12T18:03:43.358Z","ESPORTSTMNT04:2210454","210009","100","16","14","57.0","55.0"
"2020-08-15T12:17:42.339Z","ESPORTSTMNT06:1310089","210773","200","16","15","56.0","63.0"
"2023-03-11T09:13:23.215Z","ESPORTSTMNT03:3126048","210028","100","16","14","70.0","65.0"
"2020-02-22T11:41:39.340Z","ESPORTSTMNT02:1294235","210003","200","17","16","67.0","50.0"
"2023-07-22T17:18:56.997Z","ESPORTSTMNT03:3196037","210001","100","16","15","61.0","64.0"
"2022-05-14T11:05:11.046Z","ESPORTSTMNT03:2713134","210023","200","16","16","64.0","53.0"
"2022-02-22T00:09:04.221Z","ESPORTSTMNT03:2548560","210494","100","15","15","57.0","47.0"
"2022-06-15T02:21:31.497Z","ESPORTSTMNT02:2820208","210016","200","15","16","49.0","42.0"
"2023-06-18T16:23:15.267Z","ESPORTSTMNT01:3380451","210002","100","16","16","69.0","54.0"
"2023-03-09T19:11:16.057Z","ESPORTSTMNT03:3123307","210025","200","15","14","59.0","50.0"
"2023-07-28T06:01:24.228Z","ESPORTSTMNT03:3197918","210000","200","14","18","59.0","52.0"
"2022-08-08T22:03:03.268Z","ESPORTSTMNT04:2470577","210022","200","16","14","56.0","49.0"
"2020-10-16T12:13:31.549Z","ESPORTSTMNT03:1552382","210337","200","16","15","57.0","67.0"
"2019-06-16T20:06:45.956Z","ESPORTSTMNT01:1144875","210940","200","16","14","62.0","48.0"
"2019-09-11T09:15:43.341Z","ESPORTSTMNT03:1144054","210027","100","16","16","67.0","63.0"
"2021-04-06T09:20:00.997Z","ESPORTSTMNT03:1824721","210860","100","17","15","64.0","56.0"
"2023-01-13T02:18:32.506Z","ESPORTSTMNT03:3083260","210031","200","14","16","42.0","61.0"
"2022-05-11T08:16:52.150Z","ESPORTSTMNT03:2702188","210005","100","14","14","56.0","54.0"
"2021-02-15T20:24:08.722Z","ESPORTSTMNT03:1751668","210927","200","17","16","63.0","59.0"
"2022-03-10T18:17:10.488Z","ESPORTSTMNT01:2773191","210016","200","15","16","58.0","61.0"
"2022-06-01T01:23:07.368Z","ESPORTSTMNT01:2905634","210028","200","13","16","43.0","65.0"
"2023-01-17T03:13:47.126Z","ESPORTSTMNT03:3083538","210022","100","14","18","62.0","63.0"
"2021-07-08T18:52:57.438Z","ESPORTSTMNT01:2146761","210910","100","16","13","64.0","53.0"
"2022-07-29T16:21:23.840Z","ESPORTSTMNT06:2541354","210002","200","14","15","42.0","49.0"
"2021-07-31T13:42:38.614Z","ESPORTSTMNT02:2067557","210969","200","16","14","66.0","56.0"
"2022-07-23T16:13:20.659Z","ESPORTSTMNT06:2530395","210009","100","13","12","45.0","46.0"
"2022-01-15T08:13:01.650Z","ESPORTSTMNT01:2701941","210927","100","17","15","59.0","52.0"
"2022-08-07T13:25:15.422Z","ESPORTSTMNT03:2930540","210026","200","14","16","57.0","57.0"
"2022-03-01T19:20:11.463Z","ESPORTSTMNT01:2743696","210003","200","14","13","61.0","49.0"
"2021-04-20T18:15:17.990Z","ESPORTSTMNT04:1660377","210801","200","13","13","43.0","49.0"
"2023-01-18T17:14:18.998Z","ESPORTSTMNT04:2660060","210032","200","14","14","54.0","58.0"
"2022-03-30T18:14:31.848Z","ESPORTSTMNT05:2600091","210027","100","15","14","56.0","56.0"
"2021-10-07T14:55:53.455Z","ESPORTSTMNT04:1970572","210034","200","14","16","56.0","62.0"
"2023-06-30T17:57:09.500Z","ESPORTSTMNT04:2686473","210011","200","16","18","50.0","67.0"
"2022-01-31T20:26:49.756Z","ESPORTSTMNT05:2520464","210001","100","17","16","65.0","49.0"
"2023-07-08T15:18:23.189Z","ESPORTSTMNT03:3178770","210029","100","17","18","61.0","59.0"
"2023-02-23T16:07:41.361Z","ESPORTSTMNT05:3217368","210008","100","16","14","65.0","54.0"
"2022-08-13T22:08:40.418Z","ESPORTSTMNT01:3094384","210023","100","15","14","59.0","54.0"
"2022-03-24T02:58:35.034Z","ESPORTSTMNT02:2673560","210009","100","16","16","61.0","57.0"
"2020-08-21T10:16:09.833Z","ESPORTSTMNT03:1431839","210237","200","16","16","64.0","52.0"
"2021-07-12T20:07:52.788Z","ESPORTSTMNT02:2070552","210849","100","17","16","60.0","62.0"
"2023-03-16T20:53:54.928Z","ESPORTSTMNT03:3130386","210030","200","18","17","48.0","62.0"
"2022-02-10T02:33:18.654Z","ESPORTSTMNT02:2578055","210561","100","17","15","69.0","49.0"
"2022-01-15T17:58:59.346Z","ESPORTSTMNT04:2090394","210080","100","14","17","50.0","72.0"
"2020-06-20T22:05:14.063Z","ESPORTSTMNT02:1392000","210915","100","16","15","64.0","42.0"
"2020-08-15T12:09:20.633Z","ESPORTSTMNT02:1415116","210911","100","17","17","68.0","67.0"
"2022-02-17T19:58:58.629Z","ESPORTSTMNT03:2565493","210011","100","14","14","36.0","51.0"
"2023-03-09T20:43:56.117Z","ESPORTSTMNT06:2773320","210023","200","15","14","47.0","62.0"
"2022-03-05T14:08:09.396Z","ESPORTSTMNT04:2210133","210026","100","18","17","67.0","59.0"
"2023-02-06T19:14:58.647Z","ESPORTSTMNT06:2768966","210024","100","16","14","60.0","49.0"
"2022-04-23T22:05:34.092Z","ESPORTSTMNT01:2872668","210031","200","15","15","61.0","49.0"
"2021-08-09T18:49:45.717Z","ESPORTSTMNT06:1880787","210823","200","17","17","59.0","57.0"
"2023-02-19T20:19:02.210Z","ESPORTSTMNT02:3154355","210012","200","17","16","69.0","51.0"
"2021-02-06T04:26:08.725Z","ESPORTSTMNT02:1695602","210823","200","16","15","62.0","56.0"
"2022-05-07T07:03:27.589Z","ESPORTSTMNT05:2670464","210016","200","16","14","45.0","59.0"
"2023-03-04T01:47:07.724Z","ESPORTSTMNT02:3171639","210031","100","14","14","59.0","43.0"
"2023-06-26T17:09:56.171Z","ESPORTSTMNT04:2687160","210013","200","17","16","64.0","67.0"
"2021-02-11T17:07:28.805Z","ESPORTSTMNT05:1822132","210806","200","17","16","57.0","61.0"
"2023-07-15T19:07:12.676Z","ESPORTSTMNT06:2819995","210007","200","18","16","69.0","66.0"
"2019-06-21T18:23:12.949Z","ESPORTSTMNT05:1180351","210159","200","14","16","57.0","57.0"
"2021-01-21T21:21:45.928Z","ESPORTSTMNT01:1693830","210811","200","17","15","60.0","61.0"
"2022-02-12T01:31:57.224Z","ESPORTSTMNT02:2558581","210301","200","16","15","52.0","60.0"
"2020-02-24T23:43:06.923Z","ESPORTSTMNT02:1295331","210004","100","15","13","66.0","40.0"
"2021-07-11T18:20:09.979Z","ESPORTSTMNT01:2138098","210888","200","16","16","59.0","52.0"
"2021-06-27T13:38:39.527Z","ESPORTSTMNT03:1996333","210785","100","17","16","60.0","49.0"
"2023-02-13T23:21:51.225Z","ESPORTSTMNT01:3313659","210001","200","16","14","63.0","51.0"
"2022-07-18T08:10:11.071Z","ESPORTSTMNT02:2913482","210009","200","13","15","53.0","60.0"
"2022-07-18T08:10:12.062Z","ESPORTSTMNT02:2913482","211000","200","13","15","53.0","60.0"
"2023-06-29T08:09:48.159Z","ESPORTSTMNT02:3213439","210010","100","15","15","67.0","63.0"
"2021-03-07T22:04:12.476Z","ESPORTSTMNT01:1885491","210011","200","17","18","63.0","68.0"
"2022-03-25T10:23:35.493Z","ESPORTSTMNT02:2673739","210010","100","16","15","54.0","62.0"
"2021-04-17T23:09:43.885Z","ESPORTSTMNT03:1827085","210822","100","17","18","45.0","62.0"
"2023-07-28T21:11:38.288Z","ESPORTSTMNT01:3402561","210029","200","17","17","66.0","70.0"
"2021-08-13T09:57:19.958Z","ESPORTSTMNT03:2091948","210903","100","15","15","60.0","59.0"
"2023-03-04T02:10:12.221Z","ESPORTSTMNT02:3169658","210010","100","13","14","55.0","46.0"
"2020-08-28T07:14:38.559Z","ESPORTSTMNT03:1442675","210350","200","15","16","55.0","58.0"
"2022-03-20T09:18:55.863Z","ESPORTSTMNT03:2651629","210028","100","14","15","52.0","58.0"
"2019-06-06T13:22:39.504Z","ESPORTSTMNT01:1131144","210766","100","12","10","38.0","33.0"
"2022-02-12T12:11:03.859Z","ESPORTSTMNT06:2210244","210154","100","14","16","58.0","67.0"
"2019-06-06T22:10:49.481Z","ESPORTSTMNT01:1131231","210979","100","16","14","52.0","51.0"
"2021-02-01T21:16:02.330Z","ESPORTSTMNT05:1820909","210917","100","15","15","42.0","50.0"
"2019-08-17T23:59:31.698Z","ESPORTSTMNT02:1114489","210486","200","14","14","44.0","45.0"
"2020-03-09T22:46:23.064Z","ESPORTSTMNT06:1170829","210661","200","16","16","55.0","60.0"
"2021-06-29T16:19:23.700Z","ESPORTSTMNT01:2141250","210070","200","17","15","60.0","51.0"
"2019-08-09T08:59:02.597Z","ESPORTSTMNT02:1101574","210112","100","16","14","63.0","57.0"
"2021-06-02T20:07:56.044Z","ESPORTSTMNT01:2030703","210846","200","17","14","68.0","69.0"
"2022-03-26T02:06:58.990Z","ESPORTSTMNT02:2673845","210004","200","15","17","61.0","61.0"
"2022-02-12T11:13:27.453Z","ESPORTSTMNT03:2541951","210853","100","15","14","51.0","43.0"
"2021-03-02T20:04:57.999Z","ESPORTSTMNT04:1570082","210879","100","14","17","58.0","53.0"
"2021-08-08T01:04:04.568Z","ESPORTSTMNT03:2055044","210955","100","17","16","67.0","61.0"
"2022-03-15T08:12:52.401Z","ESPORTSTMNT02:2661218","210020","100","16","16","71.0","65.0"
"2021-02-16T18:12:50.179Z","ESPORTSTMNT06:1570568","210839","200","16","14","60.0","57.0"
"2022-03-11T05:10:18.361Z","ESPORTSTMNT01:2773426","210003","200","17","16","65.0","65.0"
"2023-08-11T18:02:27.847Z","ESPORTSTMNT04:2694062","210015","100","13","16","48.0","56.0"
"2019-10-26T16:00:31.909Z","ESPORTSTMNT06:1072107","210268","200","15","16","56.0","59.0"
"2023-03-03T03:17:42.217Z","ESPORTSTMNT02:3171418","210018","100","14","13","58.0","45.0"
"2022-06-21T00:47:29.282Z","ESPORTSTMNT03:2783053","210008","200","17","16","65.0","59.0"
"2021-07-08T14:12:34.494Z","ESPORTSTMNT04:1810726","210767","200","16","16","64.0","53.0"
"2020-07-04T17:33:21.431Z","ESPORTSTMNT03:1401931","210934","100","15","16","61.0","55.0"
"2023-03-31T22:05:18.835Z","ESPORTSTMNT01:3338662","210012","200","14","14","58.0","54.0"
"2023-02-05T22:02:01.463Z","ESPORTSTMNT01:3302753","210001","100","14","16","53.0","56.0"
"2023-07-25T17:19:41.705Z","ESPORTSTMNT01:3398677","210004","100","16","16","56.0","65.0"
"2022-07-27T11:07:26.316Z","ESPORTSTMNT03:2893203","210029","200","16","13","57.0","56.0"
"2021-01-21T20:57:37.344Z","ESPORTSTMNT02:1640904","210782","100","13","16","53.0","57.0"
"2019-08-02T23:59:54.458Z","ESPORTSTMNT01:1165337","210567","100","13","13","53.0","53.0"
"2020-08-16T06:49:44.809Z","ESPORTSTMNT03:1441007","210045","200","15","14","62.0","57.0"
"2019-06-15T21:03:31.933Z","ESPORTSTMNT01:1144617","210935","100","15","15","57.0","57.0"
"2021-02-13T00:58:30.677Z","ESPORTSTMNT03:1760495","210958","100","16","16","63.0","53.0"
"2022-07-11T10:13:00.792Z","ESPORTSTMNT02:2911288","210004","100","13","15","62.0","57.0"
"2022-07-28T18:18:56.684Z","ESPORTSTMNT03:2883879","210031","100","16","14","64.0","54.0"
"2019-06-09T14:46:02.489Z","ESPORTSTMNT04:970528","210180","200","14","17","50.0","64.0"
"2022-07-26T19:02:35.330Z","ESPORTSTMNT03:2882834","210031","200","16","14","54.0","50.0"
"2023-02-10T11:34:26.168Z","ESPORTSTMNT01:3309058","210027","200","16","15","69.0","60.0"
"2023-03-13T20:10:00.727Z","ESPORTSTMNT01:3323632","210005","100","18","13","52.0","53.0"
"2020-07-04T07:45:56.691Z","ESPORTSTMNT02:1386349","210947","200","14","13","49.0","58.0"
"2023-07-09T18:27:10.982Z","ESPORTSTMNT03:3182321","210001","100","17","17","54.0","57.0"
"2022-07-04T17:10:22.996Z","ESPORTSTMNT04:2410791","210009","100","14","15","63.0","58.0"
"2023-07-11T18:12:53.450Z","ESPORTSTMNT06:2819594","210025","100","18","16","72.0","68.0"
"2022-03-02T17:01:35.928Z","ESPORTSTMNT01:2734229","210017","200","17","16","54.0","53.0"
"2021-04-05T10:11:03.251Z","ESPORTSTMNT03:1814675","210922","200","14","14","55.0","54.0"
"2022-03-05T10:17:30.703Z","ESPORTSTMNT01:2770414","210033","100","16","16","62.0","60.0"
"2023-04-01T18:10:34.794Z","ESPORTSTMNT01:3338905","210001","200","15","15","63.0","48.0"
"2022-07-29T20:09:39.031Z","ESPORTSTMNT03:2894501","210026","100","16","16","56.0","62.0"
"2023-03-14T23:40:14.676Z","ESPORTSTMNT03:3127987","210027","100","15","17","48.0","65.0"
"2022-06-09T22:52:27.035Z","ESPORTSTMNT02:2787368","210030","100","14","16","57.0","62.0"
"2022-01-26T19:23:55.024Z","ESPORTSTMNT05:2520140","210317","200","17","16","60.0","56.0"
"2021-07-20T11:31:52.535Z","ESPORTSTMNT05:2070559","210762","100","18","17","68.0","57.0"
"2021-07-15T22:24:44.443Z","ESPORTSTMNT02:2062025","210823","200","14","15","49.0","51.0"
"2022-03-10T14:13:02.131Z","ESPORTSTMNT05:2560065","210018","200","17","16","60.0","57.0"
"2023-06-06T04:49:36.665Z","ESPORTSTMNT03:3166279","210029","100","17","16","72.0","57.0"
"2021-08-11T11:36:57.846Z","ESPORTSTMNT03:2101238","210758","100","15","15","52.0","52.0"
"2020-02-09T00:21:23.846Z","ESPORTSTMNT01:1304391","210510","100","17","14","65.0","51.0"
"2021-02-04T20:29:24.218Z","ESPORTSTMNT02:1694872","210003","100","18","15","62.0","49.0"
"2023-07-15T18:15:59.511Z","ESPORTSTMNT03:3187709","210003","100","17","17","63.0","64.0"
"2023-06-07T17:24:23.965Z","ESPORTSTMNT06:2815825","210019","200","15","15","66.0","55.0"
"2023-02-10T03:35:19.044Z","ESPORTSTMNT01:3307919","210015","200","16","16","53.0","64.0"
"2023-06-29T23:54:51.108Z","ESPORTSTMNT02:3214598","210023","100","17","16","66.0","62.0"
"2022-05-01T05:10:00.872Z","ESPORTSTMNT05:2670296","210001","100","16","15","60.0","42.0"
"2021-02-06T12:51:56.101Z","ESPORTSTMNT05:1831590","210754","200","15","17","66.0","53.0"
"2023-03-07T19:54:44.623Z","ESPORTSTMNT06:2773210","210005","200","14","13","51.0","50.0"
"2023-06-18T22:17:44.382Z","ESPORTSTMNT01:3379674","210016","100","17","17","73.0","57.0"
"2023-02-25T06:08:53.868Z","ESPORTSTMNT02:3163421","210027","100","16","16","60.0","58.0"
"2023-06-12T20:56:54.016Z","ESPORTSTMNT01:3370334","210022","200","15","17","47.0","60.0"
"2022-03-10T20:13:17.849Z","ESPORTSTMNT01:2773270","210012","200","17","16","57.0","64.0"
"2020-02-24T21:38:01.172Z","ESPORTSTMNT02:1295294","210597","100","15","15","51.0","58.0"
"2022-06-16T03:49:14.746Z","ESPORTSTMNT02:2810878","210020","200","15","15","58.0","49.0"
"2019-07-13T21:01:42.629Z","ESPORTSTMNT03:1114809","210835","200","16","16","73.0","59.0"
"2021-07-28T20:10:35.909Z","ESPORTSTMNT03:2071215","210896","100","14","15","54.0","48.0"
"2023-07-10T05:16:21.198Z","ESPORTSTMNT03:3182506","210020","100","17","18","61.0","64.0"
"2023-03-14T20:08:49.583Z","ESPORTSTMNT01:3322924","210005","200","16","16","56.0","58.0"
"2023-02-10T19:10:01.489Z","ESPORTSTMNT04:2665746","210023","100","17","17","62.0","62.0"
"2023-07-01T19:06:27.563Z","ESPORTSTMNT04:2687523","210000","100","18","15","56.0","59.0"
"2023-07-01T19:06:28.563Z","ESPORTSTMNT04:2687523","211000","100","18","15","56.0","60.0"
"2021-05-07T14:57:59.194Z","ESPORTSTMNT06:1720356","210820","200","15","16","58.0","55.0"
"2023-07-09T08:42:15.722Z","ESPORTSTMNT02:3219458","210015","200","17","15","68.0","58.0"
"2022-06-16T19:28:01.245Z","ESPORTSTMNT05:2790076","210017","200","16","17","62.0","65.0"
"2021-07-03T16:40:51.763Z","ESPORTSTMNT04:1800372","210768","200","15","13","64.0","53.0"
"2021-05-23T16:10:27.065Z","ESPORTSTMNT06:1721086","210870","100","18","14","66.0","48.0"
"2021-02-25T21:45:14.909Z","ESPORTSTMNT03:1766997","210866","100","14","17","46.0","70.0"
"2023-07-06T21:18:23.186Z","ESPORTSTMNT03:3178116","210010","200","14","14","62.0","63.0"
"2023-08-20T08:21:17.471Z","ESPORTSTMNT01:3417141","210010","100","15","15","52.0","58.0"
"2021-02-04T21:01:46.847Z","ESPORTSTMNT02:1685282","210966","100","15","14","61.0","55.0"
"2021-01-21T21:13:37.831Z","ESPORTSTMNT03:1683506","210979","100","17","15","70.0","51.0"
"2022-02-25T11:17:02.853Z","ESPORTSTMNT03:2569884","210893","100","14","13","55.0","51.0"
"2022-07-10T20:56:24.576Z","ESPORTSTMNT05:2940709","210007","100","16","14","61.0","55.0"
"2022-07-10T20:56:25.570Z","ESPORTSTMNT05:2940709","211000","100","16","16","61.0","56.0"
"2022-01-31T20:32:23.421Z","ESPORTSTMNT02:2573286","210125","200","14","17","56.0","63.0"
"2023-06-18T12:17:23.078Z","LPL_A:335379","210007","100","15","16","68.0","62.0"
"2023-01-29T00:52:16.591Z","ESPORTSTMNT02:3143084","210032","100","16","16","49.0","58.0"
"2023-02-09T19:10:15.698Z","ESPORTSTMNT04:2665696","210024","200","18","15","69.0","62.0"
"2021-06-21T18:09:32.373Z","ESPORTSTMNT06:1830647","210816","100","13","13","56.0","51.0"
"2022-01-28T16:58:45.742Z","ESPORTSTMNT05:2520266","210088","200","13","15","52.0","63.0"
"2020-08-28T18:00:31.354Z","ESPORTSTMNT06:1320691","210824","200","14","15","45.0","57.0"
"2021-01-19T17:12:00.836Z","ESPORTSTMNT01:1682791","210932","100","15","14","55.0","48.0"
"2021-03-02T12:47:02.909Z","ESPORTSTMNT01:1891749","210984","200","16","17","61.0","67.0"
"2022-07-27T09:06:27.219Z","ESPORTSTMNT06:2531013","210021","100","16","16","64.0","71.0"
"2021-06-23T08:09:36.183Z","ESPORTSTMNT03:2003801","210811","100","16","15","55.0","58.0"
"2022-02-11T12:21:22.400Z","ESPORTSTMNT03:2541495","210687","200","16","15","72.0","52.0"
"2022-06-29T17:00:59.225Z","ESPORTSTMNT06:2510038","210000","100","16","17","67.0","60.0"
"2021-06-23T09:23:52.469Z","ESPORTSTMNT03:2003821","210755","100","16","14","46.0","45.0"
"2022-03-11T11:46:58.657Z","ESPORTSTMNT01:2773503","210000","100","17","15","56.0","61.0"
"2023-03-15T07:10:00.835Z","ESPORTSTMNT03:3131024","210003","100","16","17","58.0","59.0"
"2022-07-10T12:01:42.459Z","ESPORTSTMNT04:2411536","210002","200","14","16","62.0","57.0"
"2023-08-07T10:58:58.815Z","ESPORTSTMNT01:3412255","210032","100","17","16","66.0","63.0"
"2022-05-27T08:20:29.322Z","ESPORTSTMNT03:2714810","210005","100","15","15","56.0","49.0"
"2022-04-02T18:23:58.718Z","ESPORTSTMNT03:2635930","210015","200","16","15","63.0","58.0"
"2023-05-29T19:06:48.621Z","ESPORTSTMNT03:3158441","210019","200","18","16","65.0","58.0"
"2021-03-17T17:11:32.838Z","ESPORTSTMNT05:1860520","210885","100","14","13","51.0","44.0"
"2019-07-19T20:16:38.886Z","ESPORTSTMNT06:1021333","210967","200","16","15","63.0","66.0"
"2022-06-13T19:14:21.113Z","ESPORTSTMNT02:2779328","210005","100","15","16","57.0","64.0"
"2023-07-13T21:11:52.771Z","ESPORTSTMNT03:3183997","210023","100","16","14","58.0","64.0"
"2022-02-12T17:15:25.519Z","ESPORTSTMNT03:2562244","210909","100","16","17","59.0","62.0"
"2023-07-08T20:16:41.322Z","ESPORTSTMNT03:3179886","210009","100","17","16","63.0","57.0"
"2022-01-19T18:13:02.509Z","ESPORTSTMNT01:2694069","210993","100","13","13","49.0","56.0"
"2022-02-16T10:14:45.545Z","ESPORTSTMNT03:2564420","210875","100","18","16","70.0","55.0"
"2019-06-15T09:52:39.394Z","ESPORTSTMNT01:1134154","210750","100","14","16","57.0","50.0"
"2022-07-13T20:23:30.594Z","ESPORTSTMNT05:2951723","210014","100","15","14","62.0","59.0"
"2022-07-11T12:15:42.541Z","ESPORTSTMNT05:2951000","210032","200","17","13","68.0","60.0"
"2023-06-17T20:12:21.841Z","ESPORTSTMNT01:3379122","210002","100","18","16","65.0","52.0"
"2022-06-11T02:29:55.718Z","ESPORTSTMNT02:2788038","210024","200","15","16","62.0","68.0"
"2023-02-01T17:05:49.169Z","ESPORTSTMNT04:2665422","210003","100","16","15","55.0","57.0"
"2020-07-18T17:23:32.867Z","ESPORTSTMNT01:1432055","210916","200","17","18","58.0","64.0"
"2023-02-19T10:27:44.904Z","ESPORTSTMNT01:3316956","210012","200","16","16","52.0","55.0"
"2022-06-15T18:21:58.062Z","ESPORTSTMNT02:2810723","210002","200","14","14","53.0","63.0"
"2022-07-18T17:41:45.438Z","ESPORTSTMNT02:2913662","210011","100","15","17","60.0","55.0"
"2023-02-23T20:20:45.873Z","ESPORTSTMNT02:3161630","210017","100","15","15","51.0","52.0"
"2023-03-24T19:52:24.621Z","ESPORTSTMNT04:2669306","210020","100","15","15","66.0","63.0"
"2022-07-08T21:21:55.000Z","ESPORTSTMNT01:2983790","210031","100","14","17","60.0","61.0"
"2020-08-30T09:11:25.048Z","ESPORTSTMNT03:1433058","210927","100","16","15","67.0","58.0"
"2023-02-28T19:10:32.668Z","ESPORTSTMNT05:3217468","210002","100","15","13","53.0","40.0"
"2019-06-27T19:58:03.186Z","ESPORTSTMNT02:1083801","210543","100","14","13","49.0","43.0"
"2022-03-30T03:14:18.610Z","ESPORTSTMNT03:2634798","210015","100","18","15","59.0","56.0"
"2022-03-22T17:42:39.629Z","ESPORTSTMNT05:2600011","210006","100","13","16","43.0","64.0"
"2023-07-21T23:55:22.458Z","ESPORTSTMNT03:3193869","210023","100","18","16","61.0","60.0"
"2023-07-20T19:02:19.769Z","ESPORTSTMNT06:2823285","210023","100","17","16","61.0","60.0"
"2022-06-25T01:13:25.405Z","ESPORTSTMNT03:2796260","210009","100","15","17","54.0","58.0"
"2021-10-07T13:59:46.405Z","ESPORTSTMNT04:1970564","210995","200","15","15","61.0","44.0"
"2019-08-21T08:14:09.407Z","ESPORTSTMNT03:1130509","210124","200","17","15","71.0","62.0"
"2020-08-29T20:06:26.305Z","ESPORTSTMNT03:1432998","210917","200","15","15","61.0","64.0"
"2023-06-08T18:01:46.823Z","ESPORTSTMNT03:3166997","210011","100","17","15","55.0","63.0"
"2020-07-11T14:50:19.581Z","ESPORTSTMNT06:1300815","210765","200","16","15","60.0","55.0"
"2023-07-26T17:46:56.802Z","ESPORTSTMNT03:3196718","210003","100","14","15","56.0","50.0"
"2022-05-29T04:58:42.369Z","ESPORTSTMNT04:2290315","210019","100","16","14","63.0","46.0"
"2021-10-09T11:16:34.534Z","ESPORTSTMNT04:1970653","210083","200","15","15","54.0","55.0"
"2020-08-22T11:36:55.105Z","ESPORTSTMNT03:1432054","210581","100","14","15","51.0","58.0"
"2022-11-06T01:54:08.446Z","ESPORTSTMNT02:3080870","210027","100","17","15","68.0","56.0"
"2023-07-12T16:01:15.623Z","ESPORTSTMNT06:2820641","210016","200","15","16","50.0","61.0"
"2020-07-08T09:19:02.522Z","ESPORTSTMNT03:1412995","210892","200","14","14","57.0","67.0"
"2021-07-03T13:14:48.908Z","ESPORTSTMNT03:1997525","210923","200","15","16","58.0","63.0"
"2023-02-23T17:58:31.332Z","ESPORTSTMNT05:3219359","210007","100","15","16","58.0","63.0"
"2021-08-01T18:02:15.824Z","ESPORTSTMNT06:1860389","210836","200","15","17","52.0","65.0"
"2022-03-18T05:08:53.768Z","ESPORTSTMNT02:2662360","210014","200","15","15","61.0","63.0"
"2023-05-09T14:37:03.406Z","ESPORTSTMNT04:2675809","210004","100","15","15","56.0","58.0"
"2023-03-08T06:15:20.408Z","ESPORTSTMNT03:3120497","210013","100","14","14","56.0","53.0"
"2023-08-17T19:58:40.173Z","ESPORTSTMNT04:2694269","210005","200","17","15","61.0","64.0"
"2023-06-13T09:17:33.383Z","LPL_B:323262","210021","100","16","15","50.0","54.0"
"2023-06-27T18:04:29.795Z","ESPORTSTMNT04:2687262","210006","200","15","15","57.0","63.0"
